|dates|Alachua_Florida_UnitedStates.BLS_EmployedPopulation.data|Alachua_Florida_UnitedStates.BLS_EmployedPopulation.missing|Alachua_Florida_UnitedStates.BLS_UnemployedPopulation.data|Alachua_Florida_UnitedStates.BLS_UnemployedPopulation.missing|Alachua_Florida_UnitedStates.BLS_UnemploymentRate.data|Alachua_Florida_UnitedStates.BLS_UnemploymentRate.missing|Alachua_Florida_UnitedStates.BLS_LaborForcePopulation.data|Alachua_Florida_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2021-10-18|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2021-10-19|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2021-10-20|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2021-10-21|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2021-10-22|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2021-10-23|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2021-10-24|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2021-10-25|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2021-10-26|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2021-10-27|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2021-10-28|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2021-10-29|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2021-10-30|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2021-10-31|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2021-11-01|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2021-11-02|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2021-11-03|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2021-11-04|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2021-11-05|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2021-11-06|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2021-11-07|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2021-11-08|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2021-11-09|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2021-11-10|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2021-11-11|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2021-11-12|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2021-11-13|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2021-11-14|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2021-11-15|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2021-11-16|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2021-11-17|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2021-11-18|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2021-11-19|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2021-11-20|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2021-11-21|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2021-11-22|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2021-11-23|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2021-11-24|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2021-11-25|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2021-11-26|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2021-11-27|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2021-11-28|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2021-11-29|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2021-11-30|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2021-12-01|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2021-12-02|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2021-12-03|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2021-12-04|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2021-12-05|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2021-12-06|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2021-12-07|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2021-12-08|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2021-12-09|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2021-12-10|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2021-12-11|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
