|dates|Alachua_Florida_UnitedStates.BLS_EmployedPopulation.data|Alachua_Florida_UnitedStates.BLS_EmployedPopulation.missing|Alachua_Florida_UnitedStates.BLS_UnemployedPopulation.data|Alachua_Florida_UnitedStates.BLS_UnemployedPopulation.missing|Alachua_Florida_UnitedStates.BLS_UnemploymentRate.data|Alachua_Florida_UnitedStates.BLS_UnemploymentRate.missing|Alachua_Florida_UnitedStates.BLS_LaborForcePopulation.data|Alachua_Florida_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-12-12|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2021-12-13|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2021-12-14|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2021-12-15|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2021-12-16|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2021-12-17|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2021-12-18|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2021-12-19|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2021-12-20|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2021-12-21|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2021-12-22|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2021-12-23|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2021-12-24|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2021-12-25|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2021-12-26|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2021-12-27|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2021-12-28|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2021-12-29|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2021-12-30|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2021-12-31|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2022-01-01|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2022-01-02|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2022-01-03|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2022-01-04|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2022-01-05|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2022-01-06|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2022-01-07|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2022-01-08|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2022-01-09|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2022-01-10|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2022-01-11|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2022-01-12|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2022-01-13|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2022-01-14|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2022-01-15|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2022-01-16|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
0|2022-01-17|135376.0|0|5632.0|0|3.9940996255531602|0|141008.0|0
