|dates|Sumter_Alabama_UnitedStates.JHU_ConfirmedCases.data|Sumter_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Sumter_Alabama_UnitedStates.NYT_ConfirmedCases.data|Sumter_Alabama_UnitedStates.NYT_ConfirmedCases.missing|Sumter_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Sumter_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Sumter_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Sumter_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1311.0|0|1311.0|0|38.0|0|0.0|100
0|2021-10-18|1311.0|0|1311.0|0|38.0|0|0.0|100
0|2021-10-19|1313.0|0|1313.0|0|38.0|0|0.0|100
0|2021-10-20|1320.0|0|1320.0|0|38.0|0|0.0|100
0|2021-10-21|1327.0|0|1327.0|0|38.0|0|0.0|100
0|2021-10-22|1329.0|0|1329.0|0|38.0|0|0.0|100
0|2021-10-23|1330.0|0|1330.0|0|38.0|0|0.0|100
0|2021-10-24|1332.0|0|1332.0|0|38.0|0|0.0|100
0|2021-10-25|1332.0|0|1332.0|0|38.0|0|0.0|100
0|2021-10-26|1333.0|0|1333.0|0|38.0|0|0.0|100
0|2021-10-27|1332.0|0|1332.0|0|38.0|0|0.0|100
0|2021-10-28|1333.0|0|1333.0|0|38.0|0|0.0|100
0|2021-10-29|1340.0|0|1340.0|0|38.0|0|0.0|100
0|2021-10-30|1340.0|0|1340.0|0|38.0|0|0.0|100
0|2021-10-31|1340.0|0|1340.0|0|38.0|0|0.0|100
0|2021-11-01|1340.0|0|1340.0|0|38.0|0|0.0|100
0|2021-11-02|1342.0|0|1342.0|0|39.0|0|0.0|100
0|2021-11-03|1349.0|0|1349.0|0|39.0|0|0.0|100
0|2021-11-04|1357.0|0|1357.0|0|40.0|0|0.0|100
0|2021-11-05|1357.0|0|1357.0|0|40.0|0|0.0|100
0|2021-11-06|1358.0|0|1358.0|0|40.0|0|0.0|100
0|2021-11-07|1358.0|0|1358.0|0|40.0|0|0.0|100
0|2021-11-08|1358.0|0|1358.0|0|40.0|0|0.0|100
0|2021-11-09|1358.0|0|1358.0|0|40.0|0|0.0|100
0|2021-11-10|1358.0|0|1359.0|0|40.0|0|0.0|100
0|2021-11-11|1360.0|0|1360.0|0|40.0|0|0.0|100
0|2021-11-12|1362.0|0|1362.0|0|40.0|0|0.0|100
0|2021-11-13|1365.0|0|1365.0|0|40.0|0|0.0|100
0|2021-11-14|1365.0|0|1365.0|0|40.0|0|0.0|100
0|2021-11-15|1365.0|0|1365.0|0|40.0|0|0.0|100
0|2021-11-16|1365.0|0|1365.0|0|40.0|0|0.0|100
0|2021-11-17|1366.0|0|1366.0|0|40.0|0|0.0|100
0|2021-11-18|1368.0|0|1368.0|0|40.0|0|0.0|100
0|2021-11-19|1372.0|0|1372.0|0|40.0|0|0.0|100
0|2021-11-20|1375.0|0|1375.0|0|41.0|0|0.0|100
0|2021-11-21|1375.0|0|1375.0|0|41.0|0|0.0|100
0|2021-11-22|1375.0|0|1375.0|0|41.0|0|0.0|100
0|2021-11-23|1377.0|0|1377.0|0|41.0|0|0.0|100
0|2021-11-24|1381.0|0|1381.0|0|41.0|0|0.0|100
0|2021-11-25|1390.0|0|1390.0|0|41.0|0|0.0|100
0|2021-11-26|1390.0|0|1390.0|0|41.0|0|0.0|100
0|2021-11-27|1392.0|0|1392.0|0|41.0|0|0.0|100
0|2021-11-28|1392.0|0|1392.0|0|41.0|0|0.0|100
0|2021-11-29|1392.0|0|1392.0|0|41.0|0|0.0|100
0|2021-11-30|1392.0|0|1392.0|0|41.0|0|0.0|100
0|2021-12-01|1393.0|0|1393.0|0|41.0|0|0.0|100
