|dates|Philadelphia_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Philadelphia_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Philadelphia_Pennsylvania_UnitedStates.NYT_ConfirmedCases.data|Philadelphia_Pennsylvania_UnitedStates.NYT_ConfirmedCases.missing|Philadelphia_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Philadelphia_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Philadelphia_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Philadelphia_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-16|187219.0|0|187219.0|0|4063.0|0|0.0|100
0|2021-11-17|187752.0|0|187752.0|0|4072.0|0|0.0|100
0|2021-11-18|188101.0|0|188101.0|0|4074.0|0|0.0|100
0|2021-11-19|188416.0|0|188416.0|0|4076.0|0|0.0|100
0|2021-11-20|188736.0|0|188736.0|0|4080.0|0|0.0|100
0|2021-11-21|188996.0|0|188996.0|0|4080.0|0|0.0|100
0|2021-11-22|189142.0|0|189142.0|0|4080.0|0|0.0|100
0|2021-11-23|189142.0|0|189142.0|0|4082.0|0|0.0|100
0|2021-11-24|189812.0|0|189812.0|0|4088.0|0|0.0|100
0|2021-11-25|190199.0|0|190199.0|0|4093.0|0|0.0|100
0|2021-11-26|190199.0|0|190199.0|0|4093.0|0|0.0|100
0|2021-11-27|190694.0|0|190694.0|0|4093.0|0|0.0|100
0|2021-11-28|191061.0|0|191061.0|0|4095.0|0|0.0|100
0|2021-11-29|191061.0|0|191061.0|0|4095.0|0|0.0|100
0|2021-11-30|191401.0|0|191401.0|0|4098.0|0|0.0|100
0|2021-12-01|191846.0|0|191846.0|0|4103.0|0|0.0|100
0|2021-12-02|192262.0|0|192262.0|0|4107.0|0|0.0|100
0|2021-12-03|192726.0|0|192726.0|0|4111.0|0|0.0|100
0|2021-12-04|192726.0|0|193338.0|0|4111.0|0|0.0|100
0|2021-12-05|193836.0|0|193836.0|0|4115.0|0|0.0|100
0|2021-12-06|193836.0|0|193836.0|0|4120.0|0|0.0|100
0|2021-12-07|194343.0|0|194343.0|0|4124.0|0|0.0|100
0|2021-12-08|195633.0|0|195633.0|0|4131.0|0|0.0|100
0|2021-12-09|195644.0|0|195644.0|0|4135.0|0|0.0|100
0|2021-12-10|197431.0|0|197431.0|0|4145.0|0|0.0|100
0|2021-12-11|197981.0|0|197981.0|0|4154.0|0|0.0|100
0|2021-12-12|198751.0|0|198751.0|0|4156.0|0|0.0|100
0|2021-12-13|199077.0|0|199077.0|0|4156.0|0|0.0|100
0|2021-12-14|199077.0|0|199369.0|0|4156.0|0|0.0|100
0|2021-12-15|200129.0|0|200129.0|0|4164.0|0|0.0|100
0|2021-12-16|200668.0|0|200668.0|0|4171.0|0|0.0|100
0|2021-12-17|201709.0|0|201709.0|0|4174.0|0|0.0|100
0|2021-12-18|202708.0|0|202708.0|0|4185.0|0|0.0|100
0|2021-12-19|203281.0|0|203281.0|0|4185.0|0|0.0|100
0|2021-12-20|203281.0|0|203281.0|0|4186.0|0|0.0|100
0|2021-12-21|204818.0|0|204818.0|0|4197.0|0|0.0|100
0|2021-12-22|205662.0|0|205662.0|0|4205.0|0|0.0|100
0|2021-12-23|207061.0|0|207061.0|0|4213.0|0|0.0|100
0|2021-12-24|208609.0|0|208609.0|0|4217.0|0|0.0|100
0|2021-12-25|208609.0|0|208609.0|0|4217.0|0|0.0|100
0|2021-12-26|208610.0|0|208610.0|0|4217.0|0|0.0|100
0|2021-12-27|214540.0|0|214540.0|0|4218.0|0|0.0|100
0|2021-12-28|217278.0|0|217278.0|0|4224.0|0|0.0|100
0|2021-12-29|220803.0|0|220803.0|0|4249.0|0|0.0|100
0|2021-12-30|224017.0|0|224017.0|0|4254.0|0|0.0|100
0|2021-12-31|225031.0|0|225031.0|0|4257.0|0|0.0|100
0|2022-01-01|228936.0|0|228936.0|0|4258.0|0|0.0|100
0|2022-01-02|228936.0|0|228936.0|0|4258.0|0|0.0|100
0|2022-01-03|235342.0|0|235342.0|0|4261.0|0|0.0|100
0|2022-01-04|239880.0|0|239880.0|0|4271.0|0|0.0|100
0|2022-01-05|243701.0|0|243701.0|0|4284.0|0|0.0|100
0|2022-01-06|249183.0|0|249183.0|0|4304.0|0|0.0|100
0|2022-01-07|250195.0|0|250195.0|0|4311.0|0|0.0|100
0|2022-01-08|256404.0|0|256404.0|0|4325.0|0|0.0|100
0|2022-01-09|256404.0|0|256404.0|0|4326.0|0|0.0|100
0|2022-01-10|261739.0|0|261739.0|0|4326.0|0|0.0|100
0|2022-01-11|267300.0|0|267300.0|0|4344.0|0|0.0|100
0|2022-01-12|271062.0|0|271062.0|0|4357.0|0|0.0|100
0|2022-01-13|271062.0|0|274256.0|0|4357.0|0|0.0|100
0|2022-01-14|276641.0|0|276641.0|0|4405.0|0|0.0|100
0|2022-01-15|277656.0|0|277656.0|0|4424.0|0|0.0|100
0|2022-01-16|277659.0|0|277659.0|0|4426.0|0|0.0|100
0|2022-01-17|280648.0|0|0.0|100|4426.0|0|0.0|100
