|dates|Todd_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Todd_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Todd_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Todd_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Todd_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Todd_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Todd_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Todd_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1686.0|0|1686.0|0|30.0|0|0.0|100
0|2021-10-18|1696.0|0|1696.0|0|30.0|0|0.0|100
0|2021-10-19|1706.0|0|1706.0|0|30.0|0|0.0|100
0|2021-10-20|1711.0|0|1711.0|0|30.0|0|0.0|100
0|2021-10-21|1713.0|0|1713.0|0|30.0|0|0.0|100
0|2021-10-22|1720.0|0|1720.0|0|30.0|0|0.0|100
0|2021-10-23|1720.0|0|1720.0|0|30.0|0|0.0|100
0|2021-10-24|1720.0|0|1720.0|0|30.0|0|0.0|100
0|2021-10-25|1726.0|0|1726.0|0|31.0|0|0.0|100
0|2021-10-26|1733.0|0|1733.0|0|31.0|0|0.0|100
0|2021-10-27|1739.0|0|1739.0|0|31.0|0|0.0|100
0|2021-10-28|1752.0|0|1752.0|0|31.0|0|0.0|100
0|2021-10-29|1766.0|0|1766.0|0|31.0|0|0.0|100
0|2021-10-30|1766.0|0|1766.0|0|31.0|0|0.0|100
0|2021-10-31|1766.0|0|1766.0|0|31.0|0|0.0|100
0|2021-11-01|1771.0|0|1771.0|0|31.0|0|0.0|100
0|2021-11-02|1771.0|0|1771.0|0|31.0|0|0.0|100
0|2021-11-03|1778.0|0|1778.0|0|31.0|0|0.0|100
0|2021-11-04|1786.0|0|1786.0|0|31.0|0|0.0|100
0|2021-11-05|1794.0|0|1794.0|0|32.0|0|0.0|100
0|2021-11-06|1794.0|0|1794.0|0|32.0|0|0.0|100
0|2021-11-07|1794.0|0|1794.0|0|32.0|0|0.0|100
0|2021-11-08|1804.0|0|1804.0|0|32.0|0|0.0|100
0|2021-11-09|1808.0|0|1808.0|0|32.0|0|0.0|100
0|2021-11-10|1808.0|0|1819.0|0|32.0|0|0.0|100
0|2021-11-11|1819.0|0|1819.0|0|32.0|0|0.0|100
0|2021-11-12|1825.0|0|1825.0|0|32.0|0|0.0|100
0|2021-11-13|1825.0|0|1825.0|0|32.0|0|0.0|100
0|2021-11-14|1825.0|0|1825.0|0|32.0|0|0.0|100
0|2021-11-15|1830.0|0|1830.0|0|32.0|0|0.0|100
0|2021-11-16|1843.0|0|1843.0|0|32.0|0|0.0|100
0|2021-11-17|1854.0|0|1854.0|0|32.0|0|0.0|100
0|2021-11-18|1855.0|0|1855.0|0|32.0|0|0.0|100
0|2021-11-19|1862.0|0|1862.0|0|32.0|0|0.0|100
0|2021-11-20|1862.0|0|1862.0|0|32.0|0|0.0|100
0|2021-11-21|1862.0|0|1862.0|0|32.0|0|0.0|100
0|2021-11-22|1865.0|0|1865.0|0|33.0|0|0.0|100
0|2021-11-23|1865.0|0|1865.0|0|33.0|0|0.0|100
0|2021-11-24|1869.0|0|1869.0|0|33.0|0|0.0|100
0|2021-11-25|1869.0|0|1869.0|0|33.0|0|0.0|100
0|2021-11-26|1869.0|0|1869.0|0|33.0|0|0.0|100
0|2021-11-27|1869.0|0|1869.0|0|33.0|0|0.0|100
0|2021-11-28|1869.0|0|1869.0|0|33.0|0|0.0|100
0|2021-11-29|1881.0|0|1881.0|0|35.0|0|0.0|100
0|2021-11-30|1886.0|0|1886.0|0|35.0|0|0.0|100
0|2021-12-01|1899.0|0|1899.0|0|35.0|0|0.0|100
0|2021-12-02|1899.0|0|1909.0|0|35.0|0|0.0|100
0|2021-12-03|1914.0|0|1914.0|0|36.0|0|0.0|100
0|2021-12-04|1914.0|0|1914.0|0|36.0|0|0.0|100
0|2021-12-05|1914.0|0|1914.0|0|36.0|0|0.0|100
0|2021-12-06|1922.0|0|1922.0|0|36.0|0|0.0|100
0|2021-12-07|1924.0|0|1924.0|0|36.0|0|0.0|100
0|2021-12-08|1927.0|0|1927.0|0|36.0|0|0.0|100
0|2021-12-09|1933.0|0|1933.0|0|36.0|0|0.0|100
0|2021-12-10|1936.0|0|1936.0|0|36.0|0|0.0|100
0|2021-12-11|1936.0|0|1936.0|0|36.0|0|0.0|100
0|2021-12-12|1936.0|0|1936.0|0|36.0|0|0.0|100
0|2021-12-13|1949.0|0|1949.0|0|36.0|0|0.0|100
0|2021-12-14|1949.0|0|1956.0|0|36.0|0|0.0|100
0|2021-12-15|1977.0|0|1977.0|0|36.0|0|0.0|100
0|2021-12-16|1970.0|0|1970.0|0|36.0|0|0.0|100
0|2021-12-17|1977.0|0|1977.0|0|37.0|0|0.0|100
0|2021-12-18|1977.0|0|1977.0|0|37.0|0|0.0|100
0|2021-12-19|1977.0|0|1977.0|0|37.0|0|0.0|100
0|2021-12-20|1982.0|0|1982.0|0|37.0|0|0.0|100
0|2021-12-21|1986.0|0|1986.0|0|37.0|0|0.0|100
0|2021-12-22|1991.0|0|1991.0|0|37.0|0|0.0|100
0|2021-12-23|1991.0|0|1991.0|0|37.0|0|0.0|100
0|2021-12-24|1991.0|0|1991.0|0|37.0|0|0.0|100
0|2021-12-25|1991.0|0|1991.0|0|37.0|0|0.0|100
0|2021-12-26|1991.0|0|1991.0|0|37.0|0|0.0|100
0|2021-12-27|2007.0|0|2007.0|0|38.0|0|0.0|100
0|2021-12-28|2018.0|0|2018.0|0|38.0|0|0.0|100
0|2021-12-29|2024.0|0|2024.0|0|38.0|0|0.0|100
0|2021-12-30|2024.0|0|2024.0|0|38.0|0|0.0|100
0|2021-12-31|2024.0|0|2024.0|0|38.0|0|0.0|100
0|2022-01-01|2024.0|0|2024.0|0|38.0|0|0.0|100
0|2022-01-02|2024.0|0|2024.0|0|38.0|0|0.0|100
0|2022-01-03|2062.0|0|2062.0|0|38.0|0|0.0|100
0|2022-01-04|2081.0|0|2081.0|0|39.0|0|0.0|100
0|2022-01-05|2109.0|0|2109.0|0|39.0|0|0.0|100
0|2022-01-06|2120.0|0|2120.0|0|39.0|0|0.0|100
0|2022-01-07|2157.0|0|2157.0|0|39.0|0|0.0|100
0|2022-01-08|2157.0|0|2157.0|0|39.0|0|0.0|100
0|2022-01-09|2157.0|0|2157.0|0|39.0|0|0.0|100
0|2022-01-10|2169.0|0|2169.0|0|39.0|0|0.0|100
0|2022-01-11|2195.0|0|2195.0|0|39.0|0|0.0|100
0|2022-01-12|2217.0|0|2217.0|0|39.0|0|0.0|100
0|2022-01-13|2217.0|0|2230.0|0|39.0|0|0.0|100
0|2022-01-14|2254.0|0|2254.0|0|39.0|0|0.0|100
0|2022-01-15|2254.0|0|2254.0|0|39.0|0|0.0|100
0|2022-01-16|2254.0|0|2254.0|0|39.0|0|0.0|100
0|2022-01-17|2254.0|0|0.0|100|39.0|0|0.0|100
