|dates|Sumter_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Sumter_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Sumter_SouthCarolina_UnitedStates.NYT_ConfirmedCases.data|Sumter_SouthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Sumter_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Sumter_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Sumter_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Sumter_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|15851.0|0|15851.0|0|290.0|0|0.0|100
0|2021-10-18|15937.0|0|15937.0|0|290.0|0|0.0|100
0|2021-10-19|15950.0|0|15950.0|0|290.0|0|0.0|100
0|2021-10-20|15970.0|0|15970.0|0|290.0|0|0.0|100
0|2021-10-21|15996.0|0|15996.0|0|290.0|0|0.0|100
0|2021-10-22|16025.0|0|16025.0|0|292.0|0|0.0|100
0|2021-10-23|16025.0|0|16025.0|0|292.0|0|0.0|100
0|2021-10-24|16025.0|0|16025.0|0|292.0|0|0.0|100
0|2021-10-25|16101.0|0|16101.0|0|292.0|0|0.0|100
0|2021-10-26|16125.0|0|16125.0|0|292.0|0|0.0|100
0|2021-10-27|16140.0|0|16140.0|0|292.0|0|0.0|100
0|2021-10-28|16162.0|0|16162.0|0|293.0|0|0.0|100
0|2021-10-29|16202.0|0|16202.0|0|293.0|0|0.0|100
0|2021-10-30|16202.0|0|16202.0|0|293.0|0|0.0|100
0|2021-10-31|16202.0|0|16202.0|0|293.0|0|0.0|100
0|2021-11-01|16260.0|0|16260.0|0|293.0|0|0.0|100
0|2021-11-02|16273.0|0|16273.0|0|293.0|0|0.0|100
0|2021-11-03|16282.0|0|16282.0|0|293.0|0|0.0|100
0|2021-11-04|16296.0|0|16296.0|0|293.0|0|0.0|100
0|2021-11-05|16320.0|0|16320.0|0|293.0|0|0.0|100
0|2021-11-06|16320.0|0|16320.0|0|293.0|0|0.0|100
0|2021-11-07|16320.0|0|16320.0|0|293.0|0|0.0|100
0|2021-11-08|16361.0|0|16361.0|0|296.0|0|0.0|100
0|2021-11-09|16371.0|0|16371.0|0|296.0|0|0.0|100
0|2021-11-10|16391.0|0|16391.0|0|296.0|0|0.0|100
0|2021-11-11|16391.0|0|16391.0|0|296.0|0|0.0|100
0|2021-11-12|16420.0|0|16420.0|0|300.0|0|0.0|100
0|2021-11-13|16420.0|0|16420.0|0|300.0|0|0.0|100
0|2021-11-14|16420.0|0|16420.0|0|300.0|0|0.0|100
0|2021-11-15|16464.0|0|16464.0|0|300.0|0|0.0|100
0|2021-11-16|16474.0|0|16474.0|0|301.0|0|0.0|100
0|2021-11-17|16480.0|0|16480.0|0|301.0|0|0.0|100
0|2021-11-18|16517.0|0|16517.0|0|302.0|0|0.0|100
0|2021-11-19|16549.0|0|16549.0|0|302.0|0|0.0|100
0|2021-11-20|16549.0|0|16549.0|0|302.0|0|0.0|100
0|2021-11-21|16549.0|0|16549.0|0|302.0|0|0.0|100
0|2021-11-22|16607.0|0|16607.0|0|303.0|0|0.0|100
0|2021-11-23|16617.0|0|16617.0|0|303.0|0|0.0|100
0|2021-11-24|16636.0|0|16636.0|0|303.0|0|0.0|100
0|2021-11-25|16636.0|0|16636.0|0|303.0|0|0.0|100
0|2021-11-26|16653.0|0|16653.0|0|304.0|0|0.0|100
0|2021-11-27|16653.0|0|16653.0|0|304.0|0|0.0|100
0|2021-11-28|16653.0|0|16653.0|0|304.0|0|0.0|100
0|2021-11-29|16713.0|0|16713.0|0|304.0|0|0.0|100
0|2021-11-30|16726.0|0|16726.0|0|304.0|0|0.0|100
0|2021-12-01|16737.0|0|16737.0|0|304.0|0|0.0|100
0|2021-12-02|16755.0|0|16755.0|0|305.0|0|0.0|100
0|2021-12-03|16804.0|0|16804.0|0|305.0|0|0.0|100
0|2021-12-04|16804.0|0|16804.0|0|305.0|0|0.0|100
0|2021-12-05|16804.0|0|16804.0|0|305.0|0|0.0|100
0|2021-12-06|16868.0|0|16868.0|0|306.0|0|0.0|100
0|2021-12-07|16876.0|0|16876.0|0|306.0|0|0.0|100
0|2021-12-08|16890.0|0|16890.0|0|306.0|0|0.0|100
0|2021-12-09|16921.0|0|16921.0|0|306.0|0|0.0|100
0|2021-12-10|16949.0|0|16949.0|0|306.0|0|0.0|100
0|2021-12-11|16949.0|0|16949.0|0|306.0|0|0.0|100
0|2021-12-12|16949.0|0|16949.0|0|306.0|0|0.0|100
0|2021-12-13|17013.0|0|17013.0|0|307.0|0|0.0|100
0|2021-12-14|17013.0|0|17023.0|0|307.0|0|0.0|100
0|2021-12-15|17041.0|0|17041.0|0|307.0|0|0.0|100
0|2021-12-16|17079.0|0|17079.0|0|308.0|0|0.0|100
0|2021-12-17|17120.0|0|17120.0|0|309.0|0|0.0|100
0|2021-12-18|17120.0|0|17120.0|0|309.0|0|0.0|100
0|2021-12-19|17120.0|0|17120.0|0|309.0|0|0.0|100
0|2021-12-20|17222.0|0|17222.0|0|309.0|0|0.0|100
0|2021-12-21|17242.0|0|17242.0|0|309.0|0|0.0|100
0|2021-12-22|17277.0|0|17277.0|0|309.0|0|0.0|100
0|2021-12-23|17343.0|0|17343.0|0|310.0|0|0.0|100
0|2021-12-24|17343.0|0|17343.0|0|310.0|0|0.0|100
0|2021-12-25|17343.0|0|17343.0|0|310.0|0|0.0|100
0|2021-12-26|17343.0|0|17343.0|0|310.0|0|0.0|100
0|2021-12-27|17343.0|0|17343.0|0|310.0|0|0.0|100
0|2021-12-28|17343.0|0|17343.0|0|310.0|0|0.0|100
0|2021-12-29|17669.0|0|17669.0|0|312.0|0|0.0|100
0|2021-12-30|17795.0|0|17795.0|0|312.0|0|0.0|100
0|2021-12-31|17974.0|0|17974.0|0|312.0|0|0.0|100
0|2022-01-01|17974.0|0|17974.0|0|312.0|0|0.0|100
0|2022-01-02|17974.0|0|17974.0|0|312.0|0|0.0|100
0|2022-01-03|17974.0|0|17974.0|0|312.0|0|0.0|100
0|2022-01-04|18813.0|0|18813.0|0|313.0|0|0.0|100
0|2022-01-05|18980.0|0|18980.0|0|316.0|0|0.0|100
0|2022-01-06|19229.0|0|19229.0|0|316.0|0|0.0|100
0|2022-01-07|19563.0|0|19563.0|0|316.0|0|0.0|100
0|2022-01-08|19563.0|0|19563.0|0|316.0|0|0.0|100
0|2022-01-09|19563.0|0|19563.0|0|316.0|0|0.0|100
0|2022-01-10|20403.0|0|20403.0|0|320.0|0|0.0|100
0|2022-01-11|20640.0|0|20640.0|0|320.0|0|0.0|100
0|2022-01-12|20955.0|0|20955.0|0|322.0|0|0.0|100
0|2022-01-13|20955.0|0|21220.0|0|322.0|0|0.0|100
0|2022-01-14|21621.0|0|21621.0|0|323.0|0|0.0|100
0|2022-01-15|21621.0|0|21621.0|0|323.0|0|0.0|100
0|2022-01-16|21621.0|0|21621.0|0|323.0|0|0.0|100
0|2022-01-17|21621.0|0|0.0|100|323.0|0|0.0|100
