|dates|Petroleum_Montana_UnitedStates.JHU_ConfirmedCases.data|Petroleum_Montana_UnitedStates.JHU_ConfirmedCases.missing|Petroleum_Montana_UnitedStates.NYT_ConfirmedCases.data|Petroleum_Montana_UnitedStates.NYT_ConfirmedCases.missing|Petroleum_Montana_UnitedStates.JHU_ConfirmedDeaths.data|Petroleum_Montana_UnitedStates.JHU_ConfirmedDeaths.missing|Petroleum_Montana_UnitedStates.JHU_ConfirmedRecoveries.data|Petroleum_Montana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-01|27.0|0|27.0|0|1.0|0|0.0|100
0|2022-01-02|27.0|0|27.0|0|1.0|0|0.0|100
0|2022-01-03|27.0|0|27.0|0|1.0|0|0.0|100
0|2022-01-04|27.0|0|27.0|0|1.0|0|0.0|100
0|2022-01-05|27.0|0|27.0|0|1.0|0|0.0|100
0|2022-01-06|28.0|0|28.0|0|1.0|0|0.0|100
0|2022-01-07|28.0|0|28.0|0|1.0|0|0.0|100
0|2022-01-08|28.0|0|28.0|0|1.0|0|0.0|100
0|2022-01-09|28.0|0|28.0|0|1.0|0|0.0|100
0|2022-01-10|28.0|0|28.0|0|1.0|0|0.0|100
0|2022-01-11|28.0|0|28.0|0|1.0|0|0.0|100
0|2022-01-12|28.0|0|28.0|0|1.0|0|0.0|100
0|2022-01-13|28.0|0|28.0|0|1.0|0|0.0|100
0|2022-01-14|28.0|0|28.0|0|1.0|0|0.0|100
0|2022-01-15|28.0|0|28.0|0|1.0|0|0.0|100
0|2022-01-16|28.0|0|28.0|0|1.0|0|0.0|100
0|2022-01-17|28.0|0|0.0|100|1.0|0|0.0|100
