|dates|Petroleum_Montana_UnitedStates.JHU_ConfirmedCases.data|Petroleum_Montana_UnitedStates.JHU_ConfirmedCases.missing|Petroleum_Montana_UnitedStates.NYT_ConfirmedCases.data|Petroleum_Montana_UnitedStates.NYT_ConfirmedCases.missing|Petroleum_Montana_UnitedStates.JHU_ConfirmedDeaths.data|Petroleum_Montana_UnitedStates.JHU_ConfirmedDeaths.missing|Petroleum_Montana_UnitedStates.JHU_ConfirmedRecoveries.data|Petroleum_Montana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|17.0|0|17.0|0|1.0|0|0.0|100
0|2021-10-18|17.0|0|17.0|0|1.0|0|0.0|100
0|2021-10-19|18.0|0|18.0|0|1.0|0|0.0|100
0|2021-10-20|18.0|0|18.0|0|1.0|0|0.0|100
0|2021-10-21|18.0|0|18.0|0|1.0|0|0.0|100
0|2021-10-22|18.0|0|18.0|0|1.0|0|0.0|100
0|2021-10-23|18.0|0|18.0|0|1.0|0|0.0|100
0|2021-10-24|18.0|0|18.0|0|1.0|0|0.0|100
0|2021-10-25|18.0|0|18.0|0|1.0|0|0.0|100
0|2021-10-26|18.0|0|18.0|0|1.0|0|0.0|100
0|2021-10-27|18.0|0|18.0|0|1.0|0|0.0|100
0|2021-10-28|18.0|0|18.0|0|1.0|0|0.0|100
0|2021-10-29|18.0|0|18.0|0|1.0|0|0.0|100
0|2021-10-30|18.0|0|18.0|0|1.0|0|0.0|100
0|2021-10-31|18.0|0|18.0|0|1.0|0|0.0|100
0|2021-11-01|18.0|0|18.0|0|1.0|0|0.0|100
0|2021-11-02|19.0|0|19.0|0|1.0|0|0.0|100
0|2021-11-03|19.0|0|19.0|0|1.0|0|0.0|100
0|2021-11-04|19.0|0|19.0|0|1.0|0|0.0|100
0|2021-11-05|19.0|0|19.0|0|1.0|0|0.0|100
0|2021-11-06|19.0|0|19.0|0|1.0|0|0.0|100
0|2021-11-07|19.0|0|19.0|0|1.0|0|0.0|100
0|2021-11-08|19.0|0|19.0|0|1.0|0|0.0|100
0|2021-11-09|19.0|0|19.0|0|1.0|0|0.0|100
0|2021-11-10|19.0|0|20.0|0|1.0|0|0.0|100
0|2021-11-11|20.0|0|20.0|0|1.0|0|0.0|100
0|2021-11-12|20.0|0|20.0|0|1.0|0|0.0|100
0|2021-11-13|20.0|0|20.0|0|1.0|0|0.0|100
0|2021-11-14|20.0|0|20.0|0|1.0|0|0.0|100
0|2021-11-15|20.0|0|20.0|0|1.0|0|0.0|100
0|2021-11-16|21.0|0|21.0|0|1.0|0|0.0|100
0|2021-11-17|21.0|0|21.0|0|1.0|0|0.0|100
0|2021-11-18|21.0|0|21.0|0|1.0|0|0.0|100
0|2021-11-19|21.0|0|21.0|0|1.0|0|0.0|100
0|2021-11-20|21.0|0|21.0|0|1.0|0|0.0|100
0|2021-11-21|21.0|0|21.0|0|1.0|0|0.0|100
0|2021-11-22|22.0|0|22.0|0|1.0|0|0.0|100
0|2021-11-23|23.0|0|23.0|0|1.0|0|0.0|100
0|2021-11-24|23.0|0|23.0|0|1.0|0|0.0|100
0|2021-11-25|23.0|0|23.0|0|1.0|0|0.0|100
0|2021-11-26|23.0|0|23.0|0|1.0|0|0.0|100
0|2021-11-27|23.0|0|23.0|0|1.0|0|0.0|100
0|2021-11-28|23.0|0|23.0|0|1.0|0|0.0|100
0|2021-11-29|23.0|0|23.0|0|1.0|0|0.0|100
0|2021-11-30|24.0|0|24.0|0|1.0|0|0.0|100
0|2021-12-01|24.0|0|24.0|0|1.0|0|0.0|100
0|2021-12-02|24.0|0|25.0|0|1.0|0|0.0|100
0|2021-12-03|25.0|0|25.0|0|1.0|0|0.0|100
0|2021-12-04|25.0|0|25.0|0|1.0|0|0.0|100
0|2021-12-05|25.0|0|25.0|0|1.0|0|0.0|100
0|2021-12-06|25.0|0|25.0|0|1.0|0|0.0|100
0|2021-12-07|25.0|0|25.0|0|1.0|0|0.0|100
0|2021-12-08|25.0|0|25.0|0|1.0|0|0.0|100
0|2021-12-09|26.0|0|26.0|0|1.0|0|0.0|100
0|2021-12-10|26.0|0|26.0|0|1.0|0|0.0|100
0|2021-12-11|26.0|0|26.0|0|1.0|0|0.0|100
0|2021-12-12|26.0|0|26.0|0|1.0|0|0.0|100
0|2021-12-13|26.0|0|26.0|0|1.0|0|0.0|100
0|2021-12-14|26.0|0|26.0|0|1.0|0|0.0|100
0|2021-12-15|26.0|0|26.0|0|1.0|0|0.0|100
0|2021-12-16|26.0|0|26.0|0|1.0|0|0.0|100
0|2021-12-17|26.0|0|26.0|0|1.0|0|0.0|100
0|2021-12-18|26.0|0|26.0|0|1.0|0|0.0|100
0|2021-12-19|26.0|0|26.0|0|1.0|0|0.0|100
0|2021-12-20|26.0|0|26.0|0|1.0|0|0.0|100
0|2021-12-21|26.0|0|26.0|0|1.0|0|0.0|100
0|2021-12-22|26.0|0|26.0|0|1.0|0|0.0|100
0|2021-12-23|27.0|0|27.0|0|1.0|0|0.0|100
0|2021-12-24|27.0|0|27.0|0|1.0|0|0.0|100
0|2021-12-25|27.0|0|27.0|0|1.0|0|0.0|100
0|2021-12-26|27.0|0|27.0|0|1.0|0|0.0|100
0|2021-12-27|27.0|0|27.0|0|1.0|0|0.0|100
0|2021-12-28|27.0|0|27.0|0|1.0|0|0.0|100
0|2021-12-29|27.0|0|27.0|0|1.0|0|0.0|100
0|2021-12-30|27.0|0|27.0|0|1.0|0|0.0|100
0|2021-12-31|27.0|0|27.0|0|1.0|0|0.0|100
