|dates|Macomb_Michigan_UnitedStates.JHU_ConfirmedCases.data|Macomb_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Macomb_Michigan_UnitedStates.NYT_ConfirmedCases.data|Macomb_Michigan_UnitedStates.NYT_ConfirmedCases.missing|Macomb_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Macomb_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Macomb_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Macomb_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|117842.0|0|118281.0|0|2643.0|0|0.0|100
0|2021-10-18|118605.0|0|119044.0|0|2646.0|0|0.0|100
0|2021-10-19|118605.0|0|119044.0|0|2646.0|0|0.0|100
0|2021-10-20|119240.0|0|119679.0|0|2655.0|0|0.0|100
0|2021-10-21|119240.0|0|119679.0|0|2655.0|0|0.0|100
0|2021-10-22|119936.0|0|120375.0|0|2665.0|0|0.0|100
0|2021-10-23|119936.0|0|120375.0|0|2665.0|0|0.0|100
0|2021-10-24|119936.0|0|120375.0|0|2665.0|0|0.0|100
0|2021-10-25|120771.0|0|121210.0|0|2669.0|0|0.0|100
0|2021-10-26|120771.0|0|121210.0|0|2669.0|0|0.0|100
0|2021-10-27|121524.0|0|121963.0|0|2682.0|0|0.0|100
0|2021-10-28|121524.0|0|121963.0|0|2682.0|0|0.0|100
0|2021-10-29|122253.0|0|122692.0|0|2699.0|0|0.0|100
0|2021-10-30|122253.0|0|122692.0|0|2699.0|0|0.0|100
0|2021-10-31|122253.0|0|122692.0|0|2699.0|0|0.0|100
0|2021-11-01|123374.0|0|123813.0|0|2708.0|0|0.0|100
0|2021-11-02|123374.0|0|123813.0|0|2708.0|0|0.0|100
0|2021-11-03|124217.0|0|124656.0|0|2719.0|0|0.0|100
0|2021-11-04|124217.0|0|124656.0|0|2719.0|0|0.0|100
0|2021-11-05|125213.0|0|125652.0|0|2733.0|0|0.0|100
0|2021-11-06|125213.0|0|125652.0|0|2733.0|0|0.0|100
0|2021-11-07|125213.0|0|125652.0|0|2733.0|0|0.0|100
0|2021-11-08|125972.0|0|126411.0|0|2736.0|0|0.0|100
0|2021-11-09|125972.0|0|126411.0|0|2736.0|0|0.0|100
0|2021-11-10|125972.0|0|127089.0|0|2736.0|0|0.0|100
0|2021-11-11|126650.0|0|127089.0|0|2753.0|0|0.0|100
0|2021-11-12|128312.0|0|128751.0|0|2764.0|0|0.0|100
0|2021-11-13|128312.0|0|128751.0|0|2764.0|0|0.0|100
0|2021-11-14|128312.0|0|128751.0|0|2764.0|0|0.0|100
0|2021-11-15|130309.0|0|130748.0|0|2769.0|0|0.0|100
0|2021-11-16|130309.0|0|130748.0|0|2769.0|0|0.0|100
0|2021-11-17|131895.0|0|132334.0|0|2794.0|0|0.0|100
0|2021-11-18|131895.0|0|132334.0|0|2794.0|0|0.0|100
0|2021-11-19|133501.0|0|133940.0|0|2809.0|0|0.0|100
0|2021-11-20|133501.0|0|133940.0|0|2809.0|0|0.0|100
0|2021-11-21|133501.0|0|133940.0|0|2809.0|0|0.0|100
0|2021-11-22|135395.0|0|135834.0|0|2812.0|0|0.0|100
0|2021-11-23|135395.0|0|135834.0|0|2812.0|0|0.0|100
0|2021-11-24|137203.0|0|137642.0|0|2840.0|0|0.0|100
0|2021-11-25|137203.0|0|137642.0|0|2840.0|0|0.0|100
0|2021-11-26|137203.0|0|137642.0|0|2840.0|0|0.0|100
0|2021-11-27|137203.0|0|137642.0|0|2840.0|0|0.0|100
0|2021-11-28|137203.0|0|137642.0|0|2840.0|0|0.0|100
0|2021-11-29|140170.0|0|140609.0|0|2855.0|0|0.0|100
0|2021-11-30|140170.0|0|140609.0|0|2855.0|0|0.0|100
0|2021-12-01|141980.0|0|142419.0|0|2885.0|0|0.0|100
0|2021-12-02|141980.0|0|142419.0|0|2885.0|0|0.0|100
0|2021-12-03|143926.0|0|144365.0|0|2907.0|0|0.0|100
0|2021-12-04|143926.0|0|144365.0|0|2907.0|0|0.0|100
0|2021-12-05|143926.0|0|144365.0|0|2907.0|0|0.0|100
0|2021-12-06|145911.0|0|146350.0|0|2916.0|0|0.0|100
0|2021-12-07|145911.0|0|146350.0|0|2916.0|0|0.0|100
