|dates|KetchikanGateway_Alaska_UnitedStates.JHU_ConfirmedCases.data|KetchikanGateway_Alaska_UnitedStates.JHU_ConfirmedCases.missing|KetchikanGateway_Alaska_UnitedStates.NYT_ConfirmedCases.data|KetchikanGateway_Alaska_UnitedStates.NYT_ConfirmedCases.missing|KetchikanGateway_Alaska_UnitedStates.JHU_ConfirmedDeaths.data|KetchikanGateway_Alaska_UnitedStates.JHU_ConfirmedDeaths.missing|KetchikanGateway_Alaska_UnitedStates.JHU_ConfirmedRecoveries.data|KetchikanGateway_Alaska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-24|2317.0|0|2291.0|0|15.0|0|0.0|100
0|2021-12-25|2317.0|0|2291.0|0|15.0|0|0.0|100
0|2021-12-26|2317.0|0|2291.0|0|15.0|0|0.0|100
0|2021-12-27|2351.0|0|2324.0|0|15.0|0|0.0|100
0|2021-12-28|2351.0|0|2324.0|0|15.0|0|0.0|100
0|2021-12-29|2375.0|0|2348.0|0|15.0|0|0.0|100
0|2021-12-30|2375.0|0|2348.0|0|15.0|0|0.0|100
0|2021-12-31|2375.0|0|2348.0|0|15.0|0|0.0|100
0|2022-01-01|2375.0|0|2348.0|0|15.0|0|0.0|100
0|2022-01-02|2375.0|0|2348.0|0|15.0|0|0.0|100
0|2022-01-03|2403.0|0|2376.0|0|15.0|0|0.0|100
0|2022-01-04|2403.0|0|2376.0|0|15.0|0|0.0|100
0|2022-01-05|2428.0|0|2376.0|0|15.0|0|0.0|100
0|2022-01-06|2428.0|0|2401.0|0|15.0|0|0.0|100
0|2022-01-07|2450.0|0|2421.0|0|15.0|0|0.0|100
0|2022-01-08|2450.0|0|2421.0|0|15.0|0|0.0|100
0|2022-01-09|2450.0|0|2421.0|0|15.0|0|0.0|100
0|2022-01-10|2478.0|0|2449.0|0|15.0|0|0.0|100
0|2022-01-11|2478.0|0|2449.0|0|15.0|0|0.0|100
0|2022-01-12|2575.0|0|2545.0|0|15.0|0|0.0|100
0|2022-01-13|2575.0|0|2545.0|0|15.0|0|0.0|100
0|2022-01-14|2687.0|0|2657.0|0|15.0|0|0.0|100
0|2022-01-15|2687.0|0|2657.0|0|15.0|0|0.0|100
0|2022-01-16|2687.0|0|2657.0|0|15.0|0|0.0|100
0|2022-01-17|2687.0|0|0.0|100|15.0|0|0.0|100
