|dates|Jackson_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Jackson_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Jackson_Oklahoma_UnitedStates.NYT_ConfirmedCases.data|Jackson_Oklahoma_UnitedStates.NYT_ConfirmedCases.missing|Jackson_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Jackson_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Jackson_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Jackson_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-26|4165.0|0|4165.0|0|86.0|0|0.0|100
0|2021-11-27|4165.0|0|4165.0|0|86.0|0|0.0|100
0|2021-11-28|4165.0|0|4165.0|0|86.0|0|0.0|100
0|2021-11-29|4165.0|0|4165.0|0|86.0|0|0.0|100
0|2021-11-30|4165.0|0|4165.0|0|86.0|0|0.0|100
0|2021-12-01|4211.0|0|4211.0|0|86.0|0|0.0|100
0|2021-12-02|4211.0|0|4211.0|0|86.0|0|0.0|100
0|2021-12-03|4211.0|0|4211.0|0|86.0|0|0.0|100
0|2021-12-04|4211.0|0|4211.0|0|86.0|0|0.0|100
0|2021-12-05|4211.0|0|4211.0|0|86.0|0|0.0|100
0|2021-12-06|4211.0|0|4211.0|0|86.0|0|0.0|100
0|2021-12-07|4211.0|0|4211.0|0|86.0|0|0.0|100
0|2021-12-08|4287.0|0|4287.0|0|86.0|0|0.0|100
0|2021-12-09|4287.0|0|4287.0|0|86.0|0|0.0|100
0|2021-12-10|4287.0|0|4287.0|0|86.0|0|0.0|100
0|2021-12-11|4287.0|0|4287.0|0|86.0|0|0.0|100
0|2021-12-12|4287.0|0|4287.0|0|86.0|0|0.0|100
0|2021-12-13|4287.0|0|4287.0|0|86.0|0|0.0|100
0|2021-12-14|4287.0|0|4287.0|0|86.0|0|0.0|100
0|2021-12-15|4331.0|0|4331.0|0|86.0|0|0.0|100
0|2021-12-16|4331.0|0|4331.0|0|86.0|0|0.0|100
0|2021-12-17|4331.0|0|4331.0|0|86.0|0|0.0|100
0|2021-12-18|4331.0|0|4331.0|0|86.0|0|0.0|100
0|2021-12-19|4331.0|0|4331.0|0|86.0|0|0.0|100
0|2021-12-20|4331.0|0|4331.0|0|86.0|0|0.0|100
0|2021-12-21|4331.0|0|4331.0|0|86.0|0|0.0|100
0|2021-12-22|4383.0|0|4383.0|0|86.0|0|0.0|100
0|2021-12-23|4383.0|0|4383.0|0|89.0|0|0.0|100
0|2021-12-24|4383.0|0|4383.0|0|89.0|0|0.0|100
0|2021-12-25|4383.0|0|4383.0|0|89.0|0|0.0|100
0|2021-12-26|4383.0|0|4383.0|0|89.0|0|0.0|100
0|2021-12-27|4383.0|0|4383.0|0|89.0|0|0.0|100
0|2021-12-28|4383.0|0|4383.0|0|89.0|0|0.0|100
0|2021-12-29|4410.0|0|4410.0|0|89.0|0|0.0|100
0|2021-12-30|4410.0|0|4410.0|0|89.0|0|0.0|100
0|2021-12-31|4410.0|0|4410.0|0|89.0|0|0.0|100
0|2022-01-01|4410.0|0|4410.0|0|89.0|0|0.0|100
0|2022-01-02|4410.0|0|4410.0|0|89.0|0|0.0|100
0|2022-01-03|4410.0|0|4410.0|0|89.0|0|0.0|100
0|2022-01-04|4410.0|0|4410.0|0|89.0|0|0.0|100
0|2022-01-05|4487.0|0|4487.0|0|89.0|0|0.0|100
0|2022-01-06|4487.0|0|4487.0|0|89.0|0|0.0|100
0|2022-01-07|4487.0|0|4487.0|0|89.0|0|0.0|100
0|2022-01-08|4487.0|0|4487.0|0|89.0|0|0.0|100
0|2022-01-09|4487.0|0|4487.0|0|89.0|0|0.0|100
0|2022-01-10|4487.0|0|4487.0|0|89.0|0|0.0|100
0|2022-01-11|4487.0|0|4487.0|0|89.0|0|0.0|100
0|2022-01-12|4754.0|0|4754.0|0|91.0|0|0.0|100
0|2022-01-13|4754.0|0|4754.0|0|91.0|0|0.0|100
0|2022-01-14|4754.0|0|4754.0|0|91.0|0|0.0|100
0|2022-01-15|4754.0|0|4754.0|0|91.0|0|0.0|100
0|2022-01-16|4754.0|0|4754.0|0|91.0|0|0.0|100
0|2022-01-17|4754.0|0|0.0|100|91.0|0|0.0|100
