|dates|Erie_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Erie_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Erie_Pennsylvania_UnitedStates.NYT_ConfirmedCases.data|Erie_Pennsylvania_UnitedStates.NYT_ConfirmedCases.missing|Erie_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Erie_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Erie_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Erie_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-16|38955.0|0|38955.0|0|596.0|0|0.0|100
0|2021-12-17|39103.0|0|39103.0|0|596.0|0|0.0|100
0|2021-12-18|39306.0|0|39306.0|0|599.0|0|0.0|100
0|2021-12-19|39401.0|0|39401.0|0|599.0|0|0.0|100
0|2021-12-20|39480.0|0|39480.0|0|599.0|0|0.0|100
0|2021-12-21|39590.0|0|39590.0|0|607.0|0|0.0|100
0|2021-12-22|39678.0|0|39678.0|0|613.0|0|0.0|100
0|2021-12-23|39881.0|0|39881.0|0|617.0|0|0.0|100
0|2021-12-24|40103.0|0|40103.0|0|618.0|0|0.0|100
0|2021-12-25|40310.0|0|40310.0|0|618.0|0|0.0|100
0|2021-12-26|40401.0|0|40401.0|0|618.0|0|0.0|100
0|2021-12-27|40483.0|0|40483.0|0|619.0|0|0.0|100
0|2021-12-28|40603.0|0|40603.0|0|621.0|0|0.0|100
0|2021-12-29|40770.0|0|40770.0|0|625.0|0|0.0|100
0|2021-12-30|41026.0|0|41026.0|0|627.0|0|0.0|100
0|2021-12-31|41463.0|0|41463.0|0|630.0|0|0.0|100
0|2022-01-01|42106.0|0|42106.0|0|630.0|0|0.0|100
0|2022-01-02|42583.0|0|42583.0|0|630.0|0|0.0|100
0|2022-01-03|42857.0|0|42857.0|0|631.0|0|0.0|100
0|2022-01-04|43226.0|0|43226.0|0|634.0|0|0.0|100
0|2022-01-05|43747.0|0|43747.0|0|637.0|0|0.0|100
0|2022-01-06|44352.0|0|44352.0|0|639.0|0|0.0|100
0|2022-01-07|44798.0|0|44798.0|0|643.0|0|0.0|100
0|2022-01-08|45638.0|0|45638.0|0|643.0|0|0.0|100
0|2022-01-09|46560.0|0|46560.0|0|644.0|0|0.0|100
0|2022-01-10|47123.0|0|47123.0|0|644.0|0|0.0|100
0|2022-01-11|47501.0|0|47501.0|0|646.0|0|0.0|100
0|2022-01-12|47971.0|0|47971.0|0|648.0|0|0.0|100
0|2022-01-13|47971.0|0|48534.0|0|648.0|0|0.0|100
0|2022-01-14|49239.0|0|49239.0|0|652.0|0|0.0|100
0|2022-01-15|49897.0|0|49897.0|0|652.0|0|0.0|100
0|2022-01-16|50547.0|0|50547.0|0|652.0|0|0.0|100
0|2022-01-17|50903.0|0|0.0|100|652.0|0|0.0|100
