|dates|Erie_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Erie_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Erie_Pennsylvania_UnitedStates.NYT_ConfirmedCases.data|Erie_Pennsylvania_UnitedStates.NYT_ConfirmedCases.missing|Erie_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Erie_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Erie_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Erie_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|27971.0|0|27971.0|0|466.0|0|0.0|100
0|2021-10-18|28113.0|0|28113.0|0|472.0|0|0.0|100
0|2021-10-19|28208.0|0|28208.0|0|474.0|0|0.0|100
0|2021-10-20|28288.0|0|28288.0|0|474.0|0|0.0|100
0|2021-10-21|28428.0|0|28428.0|0|475.0|0|0.0|100
0|2021-10-22|28577.0|0|28577.0|0|481.0|0|0.0|100
0|2021-10-23|28683.0|0|28683.0|0|481.0|0|0.0|100
0|2021-10-24|28792.0|0|28792.0|0|482.0|0|0.0|100
0|2021-10-25|28936.0|0|28936.0|0|482.0|0|0.0|100
0|2021-10-26|29040.0|0|29040.0|0|483.0|0|0.0|100
0|2021-10-27|29166.0|0|29166.0|0|484.0|0|0.0|100
0|2021-10-28|29285.0|0|29285.0|0|486.0|0|0.0|100
0|2021-10-29|29432.0|0|29432.0|0|488.0|0|0.0|100
0|2021-10-30|29623.0|0|29623.0|0|489.0|0|0.0|100
0|2021-10-31|29717.0|0|29717.0|0|490.0|0|0.0|100
0|2021-11-01|29717.0|0|29717.0|0|490.0|0|0.0|100
0|2021-11-02|29979.0|0|29979.0|0|492.0|0|0.0|100
0|2021-11-03|30087.0|0|30087.0|0|495.0|0|0.0|100
0|2021-11-04|30259.0|0|30259.0|0|498.0|0|0.0|100
0|2021-11-05|30432.0|0|30432.0|0|499.0|0|0.0|100
0|2021-11-06|30638.0|0|30638.0|0|499.0|0|0.0|100
0|2021-11-07|30761.0|0|30761.0|0|499.0|0|0.0|100
0|2021-11-08|30938.0|0|30938.0|0|500.0|0|0.0|100
0|2021-11-09|31070.0|0|31070.0|0|502.0|0|0.0|100
0|2021-11-10|31329.0|0|31329.0|0|507.0|0|0.0|100
0|2021-11-11|31478.0|0|31478.0|0|508.0|0|0.0|100
0|2021-11-12|31736.0|0|31736.0|0|508.0|0|0.0|100
0|2021-11-13|32257.0|0|32257.0|0|513.0|0|0.0|100
0|2021-11-14|32481.0|0|32481.0|0|514.0|0|0.0|100
0|2021-11-15|32645.0|0|32645.0|0|514.0|0|0.0|100
0|2021-11-16|32850.0|0|32850.0|0|516.0|0|0.0|100
0|2021-11-17|33037.0|0|33037.0|0|519.0|0|0.0|100
0|2021-11-18|33276.0|0|33276.0|0|522.0|0|0.0|100
0|2021-11-19|33600.0|0|33600.0|0|527.0|0|0.0|100
0|2021-11-20|33947.0|0|33947.0|0|530.0|0|0.0|100
0|2021-11-21|34156.0|0|34156.0|0|531.0|0|0.0|100
0|2021-11-22|34348.0|0|34348.0|0|531.0|0|0.0|100
0|2021-11-23|34500.0|0|34500.0|0|534.0|0|0.0|100
0|2021-11-24|34725.0|0|34725.0|0|539.0|0|0.0|100
0|2021-11-25|34954.0|0|34954.0|0|539.0|0|0.0|100
0|2021-11-26|35205.0|0|35205.0|0|539.0|0|0.0|100
0|2021-11-27|35381.0|0|35381.0|0|539.0|0|0.0|100
0|2021-11-28|35493.0|0|35493.0|0|540.0|0|0.0|100
0|2021-11-29|35643.0|0|35643.0|0|541.0|0|0.0|100
0|2021-11-30|35780.0|0|35780.0|0|543.0|0|0.0|100
0|2021-12-01|35940.0|0|35940.0|0|547.0|0|0.0|100
0|2021-12-02|36275.0|0|36275.0|0|550.0|0|0.0|100
0|2021-12-03|36544.0|0|36544.0|0|554.0|0|0.0|100
0|2021-12-04|36788.0|0|36788.0|0|559.0|0|0.0|100
0|2021-12-05|36966.0|0|36966.0|0|560.0|0|0.0|100
0|2021-12-06|37138.0|0|37138.0|0|561.0|0|0.0|100
0|2021-12-07|37277.0|0|37277.0|0|563.0|0|0.0|100
0|2021-12-08|37491.0|0|37491.0|0|566.0|0|0.0|100
0|2021-12-09|37680.0|0|37680.0|0|569.0|0|0.0|100
0|2021-12-10|37963.0|0|37963.0|0|575.0|0|0.0|100
0|2021-12-11|38256.0|0|38256.0|0|579.0|0|0.0|100
0|2021-12-12|38396.0|0|38396.0|0|582.0|0|0.0|100
0|2021-12-13|38514.0|0|38514.0|0|582.0|0|0.0|100
0|2021-12-14|38514.0|0|38694.0|0|582.0|0|0.0|100
0|2021-12-15|38818.0|0|38818.0|0|594.0|0|0.0|100
