|dates|Inyo_California_UnitedStates.JHU_ConfirmedCases.data|Inyo_California_UnitedStates.JHU_ConfirmedCases.missing|Inyo_California_UnitedStates.NYT_ConfirmedCases.data|Inyo_California_UnitedStates.NYT_ConfirmedCases.missing|Inyo_California_UnitedStates.JHU_ConfirmedDeaths.data|Inyo_California_UnitedStates.JHU_ConfirmedDeaths.missing|Inyo_California_UnitedStates.JHU_ConfirmedRecoveries.data|Inyo_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-23|2670.0|0|2670.0|0|47.0|0|0.0|100
0|2021-12-24|2674.0|0|2674.0|0|47.0|0|0.0|100
0|2021-12-25|2674.0|0|2674.0|0|47.0|0|0.0|100
0|2021-12-26|2674.0|0|2674.0|0|47.0|0|0.0|100
0|2021-12-27|2674.0|0|2674.0|0|47.0|0|0.0|100
0|2021-12-28|2700.0|0|2700.0|0|48.0|0|0.0|100
0|2021-12-29|2714.0|0|2714.0|0|48.0|0|0.0|100
0|2021-12-30|2743.0|0|2743.0|0|49.0|0|0.0|100
0|2021-12-31|2766.0|0|2766.0|0|49.0|0|0.0|100
0|2022-01-01|2766.0|0|2766.0|0|49.0|0|0.0|100
0|2022-01-02|2766.0|0|2766.0|0|49.0|0|0.0|100
0|2022-01-03|2766.0|0|2766.0|0|49.0|0|0.0|100
0|2022-01-04|2885.0|0|2885.0|0|49.0|0|0.0|100
0|2022-01-05|2910.0|0|2910.0|0|49.0|0|0.0|100
0|2022-01-06|2993.0|0|2993.0|0|49.0|0|0.0|100
0|2022-01-07|3074.0|0|3074.0|0|49.0|0|0.0|100
0|2022-01-08|3074.0|0|3074.0|0|49.0|0|0.0|100
0|2022-01-09|3074.0|0|3074.0|0|49.0|0|0.0|100
0|2022-01-10|3203.0|0|3203.0|0|49.0|0|0.0|100
0|2022-01-11|3281.0|0|3281.0|0|49.0|0|0.0|100
0|2022-01-12|3407.0|0|3332.0|0|49.0|0|0.0|100
0|2022-01-13|3407.0|0|3407.0|0|49.0|0|0.0|100
0|2022-01-14|3468.0|0|3468.0|0|49.0|0|0.0|100
0|2022-01-15|3468.0|0|3468.0|0|49.0|0|0.0|100
0|2022-01-16|3468.0|0|3468.0|0|49.0|0|0.0|100
0|2022-01-17|3675.0|0|0.0|100|49.0|0|0.0|100
