|dates|Scott_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Scott_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Scott_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Scott_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Scott_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Scott_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Scott_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Scott_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-04|9188.0|0|9188.0|0|62.0|0|0.0|100
0|2021-12-05|9188.0|0|9188.0|0|62.0|0|0.0|100
0|2021-12-06|9241.0|0|9241.0|0|62.0|0|0.0|100
0|2021-12-07|9264.0|0|9264.0|0|62.0|0|0.0|100
0|2021-12-08|9297.0|0|9297.0|0|64.0|0|0.0|100
0|2021-12-09|9343.0|0|9343.0|0|64.0|0|0.0|100
0|2021-12-10|9386.0|0|9386.0|0|66.0|0|0.0|100
0|2021-12-11|9386.0|0|9386.0|0|66.0|0|0.0|100
0|2021-12-12|9386.0|0|9386.0|0|66.0|0|0.0|100
0|2021-12-13|9452.0|0|9452.0|0|66.0|0|0.0|100
0|2021-12-14|9452.0|0|9497.0|0|66.0|0|0.0|100
0|2021-12-15|9527.0|0|9527.0|0|66.0|0|0.0|100
0|2021-12-16|9560.0|0|9560.0|0|67.0|0|0.0|100
0|2021-12-17|9615.0|0|9615.0|0|67.0|0|0.0|100
0|2021-12-18|9615.0|0|9615.0|0|67.0|0|0.0|100
0|2021-12-19|9615.0|0|9615.0|0|67.0|0|0.0|100
0|2021-12-20|9689.0|0|9689.0|0|70.0|0|0.0|100
0|2021-12-21|9722.0|0|9722.0|0|71.0|0|0.0|100
0|2021-12-22|9755.0|0|9755.0|0|72.0|0|0.0|100
0|2021-12-23|9755.0|0|9755.0|0|72.0|0|0.0|100
0|2021-12-24|9755.0|0|9755.0|0|72.0|0|0.0|100
0|2021-12-25|9755.0|0|9755.0|0|72.0|0|0.0|100
0|2021-12-26|9755.0|0|9755.0|0|72.0|0|0.0|100
0|2021-12-27|9888.0|0|9888.0|0|75.0|0|0.0|100
0|2021-12-28|9927.0|0|9927.0|0|75.0|0|0.0|100
0|2021-12-29|10004.0|0|10004.0|0|75.0|0|0.0|100
0|2021-12-30|10004.0|0|10004.0|0|75.0|0|0.0|100
0|2021-12-31|10004.0|0|10004.0|0|75.0|0|0.0|100
0|2022-01-01|10004.0|0|10004.0|0|75.0|0|0.0|100
0|2022-01-02|10004.0|0|10004.0|0|75.0|0|0.0|100
0|2022-01-03|10252.0|0|10252.0|0|75.0|0|0.0|100
0|2022-01-04|10303.0|0|10303.0|0|75.0|0|0.0|100
0|2022-01-05|10420.0|0|10420.0|0|75.0|0|0.0|100
0|2022-01-06|10547.0|0|10547.0|0|75.0|0|0.0|100
0|2022-01-07|10672.0|0|10672.0|0|77.0|0|0.0|100
0|2022-01-08|10672.0|0|10672.0|0|77.0|0|0.0|100
0|2022-01-09|10672.0|0|10672.0|0|77.0|0|0.0|100
0|2022-01-10|10868.0|0|10868.0|0|77.0|0|0.0|100
0|2022-01-11|10946.0|0|10946.0|0|77.0|0|0.0|100
0|2022-01-12|11092.0|0|11092.0|0|77.0|0|0.0|100
0|2022-01-13|11092.0|0|11256.0|0|77.0|0|0.0|100
0|2022-01-14|11460.0|0|11460.0|0|78.0|0|0.0|100
0|2022-01-15|11460.0|0|11460.0|0|78.0|0|0.0|100
0|2022-01-16|11460.0|0|11460.0|0|78.0|0|0.0|100
0|2022-01-17|11460.0|0|0.0|100|78.0|0|0.0|100
