|dates|Scott_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Scott_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Scott_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Scott_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Scott_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Scott_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Scott_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Scott_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|8126.0|0|8126.0|0|46.0|0|0.0|100
0|2021-10-18|8160.0|0|8160.0|0|48.0|0|0.0|100
0|2021-10-19|8207.0|0|8207.0|0|48.0|0|0.0|100
0|2021-10-20|8260.0|0|8260.0|0|48.0|0|0.0|100
0|2021-10-21|8310.0|0|8310.0|0|48.0|0|0.0|100
0|2021-10-22|8364.0|0|8364.0|0|48.0|0|0.0|100
0|2021-10-23|8364.0|0|8364.0|0|48.0|0|0.0|100
0|2021-10-24|8364.0|0|8364.0|0|48.0|0|0.0|100
0|2021-10-25|8406.0|0|8406.0|0|49.0|0|0.0|100
0|2021-10-26|8441.0|0|8441.0|0|49.0|0|0.0|100
0|2021-10-27|8470.0|0|8470.0|0|51.0|0|0.0|100
0|2021-10-28|8494.0|0|8494.0|0|51.0|0|0.0|100
0|2021-10-29|8518.0|0|8518.0|0|51.0|0|0.0|100
0|2021-10-30|8518.0|0|8518.0|0|51.0|0|0.0|100
0|2021-10-31|8518.0|0|8518.0|0|51.0|0|0.0|100
0|2021-11-01|8537.0|0|8537.0|0|51.0|0|0.0|100
0|2021-11-02|8558.0|0|8558.0|0|52.0|0|0.0|100
0|2021-11-03|8587.0|0|8587.0|0|53.0|0|0.0|100
0|2021-11-04|8618.0|0|8618.0|0|53.0|0|0.0|100
0|2021-11-05|8641.0|0|8641.0|0|54.0|0|0.0|100
0|2021-11-06|8641.0|0|8641.0|0|54.0|0|0.0|100
0|2021-11-07|8641.0|0|8641.0|0|54.0|0|0.0|100
0|2021-11-08|8689.0|0|8689.0|0|54.0|0|0.0|100
0|2021-11-09|8715.0|0|8715.0|0|54.0|0|0.0|100
0|2021-11-10|8715.0|0|8742.0|0|54.0|0|0.0|100
0|2021-11-11|8742.0|0|8742.0|0|54.0|0|0.0|100
0|2021-11-12|8782.0|0|8782.0|0|56.0|0|0.0|100
0|2021-11-13|8782.0|0|8782.0|0|56.0|0|0.0|100
0|2021-11-14|8782.0|0|8782.0|0|56.0|0|0.0|100
0|2021-11-15|8822.0|0|8822.0|0|57.0|0|0.0|100
0|2021-11-16|8839.0|0|8839.0|0|57.0|0|0.0|100
0|2021-11-17|8862.0|0|8862.0|0|57.0|0|0.0|100
0|2021-11-18|8895.0|0|8895.0|0|57.0|0|0.0|100
0|2021-11-19|8921.0|0|8921.0|0|57.0|0|0.0|100
0|2021-11-20|8921.0|0|8921.0|0|57.0|0|0.0|100
0|2021-11-21|8921.0|0|8921.0|0|57.0|0|0.0|100
0|2021-11-22|8986.0|0|8986.0|0|59.0|0|0.0|100
0|2021-11-23|8998.0|0|8998.0|0|60.0|0|0.0|100
0|2021-11-24|9017.0|0|9017.0|0|61.0|0|0.0|100
0|2021-11-25|9017.0|0|9017.0|0|61.0|0|0.0|100
0|2021-11-26|9017.0|0|9017.0|0|61.0|0|0.0|100
0|2021-11-27|9017.0|0|9017.0|0|61.0|0|0.0|100
0|2021-11-28|9017.0|0|9017.0|0|61.0|0|0.0|100
0|2021-11-29|9073.0|0|9073.0|0|62.0|0|0.0|100
0|2021-11-30|9086.0|0|9086.0|0|62.0|0|0.0|100
0|2021-12-01|9119.0|0|9119.0|0|62.0|0|0.0|100
0|2021-12-02|9119.0|0|9156.0|0|62.0|0|0.0|100
0|2021-12-03|9188.0|0|9188.0|0|62.0|0|0.0|100
