|dates|Socorro_NewMexico_UnitedStates.AveragePrecipitationTotal.data|Socorro_NewMexico_UnitedStates.AveragePrecipitationTotal.missing|Socorro_NewMexico_UnitedStates.AveragePrecipitation.data|Socorro_NewMexico_UnitedStates.AveragePrecipitation.missing|Socorro_NewMexico_UnitedStates.AverageWindDirection.data|Socorro_NewMexico_UnitedStates.AverageWindDirection.missing|Socorro_NewMexico_UnitedStates.AverageWindSpeed.data|Socorro_NewMexico_UnitedStates.AverageWindSpeed.missing
0|2021-10-17|0.0|0|0.0|0|221.875|0|7.71875|0
0|2021-10-18|0.0|0|0.0|0|163.33333333333334|0|9.1875|0
0|2021-10-19|0.0|0|0.0|0|136.25|0|5.322916666666667|0
0|2021-10-20|0.0|0|0.0|0|200.10416666666666|0|4.28125|0
0|2021-10-21|0.0|0|0.0|0|267.7083333333333|0|6.760416666666667|0
0|2021-10-22|0.0|0|0.0|0|242.39583333333334|0|6.6875|0
0|2021-10-23|0.0|0|0.0|0|189.01041666666666|0|6.5|0
0|2021-10-24|0.0|0|0.0|0|156.82291666666666|0|5.416666666666667|0
0|2021-10-25|0.0|0|0.0|0|199.0625|0|6.973958333333333|0
0|2021-10-26|0.0|0|0.0|0|217.34375|0|10.161458333333334|0
0|2021-10-27|0.0|0|0.0|0|334.84375|0|15.484375|0
0|2021-10-28|0.0|0|0.0|0|206.66666666666666|0|9.760416666666666|0
0|2021-10-29|0.0|0|0.0|0|225.625|0|7.09375|0
0|2021-10-30|0.0|0|0.0|0|200.52083333333334|0|4.916666666666667|0
0|2021-10-31|0.0|0|0.0|0|242.55208333333334|0|6.515625|0
0|2021-11-01|0.0|0|0.0|0|244.53125|0|6.385416666666667|0
0|2021-11-02|0.0|0|0.0|0|123.125|0|3.1145833333333335|0
0|2021-11-03|0.0|0|0.0|0|191.35416666666666|0|7.479166666666667|0
0|2021-11-04|0.0|0|0.0|0|187.13541666666666|0|5.90625|0
0|2021-11-05|0.0|0|0.0|0|189.16666666666666|0|3.9479166666666665|0
0|2021-11-06|0.0|0|0.0|0|227.29166666666666|0|7.104166666666667|0
0|2021-11-07|0.0|0|0.0|0|198.59375|0|5.473958333333333|0
0|2021-11-08|0.0|0|0.0|0|187.8125|0|4.916666666666667|0
0|2021-11-09|0.0|0|0.0|0|159.0625|0|4.901041666666667|0
0|2021-11-10|0.0|0|0.0|0|265.3125|0|10.583333333333334|0
0|2021-11-11|0.0|0|0.0|0|163.4375|0|4.854166666666667|0
0|2021-11-12|0.0|0|0.0|0|234.375|0|6.375|0
0|2021-11-13|0.0|0|0.0|0|167.1875|0|3.5104166666666665|0
0|2021-11-14|0.0|0|0.0|0|223.64583333333334|0|5.333333333333333|0
0|2021-11-15|0.0|0|0.0|0|172.08333333333334|0|3.59375|0
0|2021-11-16|0.0|0|0.0|0|143.95833333333334|0|4.1875|0
0|2021-11-17|0.0|0|0.0|0|126.04166666666667|0|2.8541666666666665|0
0|2021-11-18|0.0|0|0.0|0|207.03125|0|8.34375|0
0|2021-11-19|0.0|0|0.0|0|152.08333333333334|0|7.3125|0
0|2021-11-20|0.0|0|0.0|0|164.58333333333334|0|4.364583333333333|0
0|2021-11-21|0.0|0|0.0|0|186.25|0|5.822916666666667|0
0|2021-11-22|0.0|0|0.0|0|216.25|0|4.885416666666667|0
0|2021-11-23|0.0|0|0.0|0|249.58333333333334|0|5.8125|0
0|2021-11-24|0.0|0|0.0|0|244.16666666666666|0|6.802083333333333|0
0|2021-11-25|0.0|0|0.0|0|249.6875|0|5.5625|0
0|2021-11-26|0.0|0|0.0|0|196.45833333333334|0|4.71875|0
0|2021-11-27|0.0|0|0.0|0|265.8333333333333|0|7.802083333333333|0
