|dates|Bernalillo_NewMexico_UnitedStates.BLS_EmployedPopulation.data|Bernalillo_NewMexico_UnitedStates.BLS_EmployedPopulation.missing|Bernalillo_NewMexico_UnitedStates.BLS_UnemployedPopulation.data|Bernalillo_NewMexico_UnitedStates.BLS_UnemployedPopulation.missing|Bernalillo_NewMexico_UnitedStates.BLS_UnemploymentRate.data|Bernalillo_NewMexico_UnitedStates.BLS_UnemploymentRate.missing|Bernalillo_NewMexico_UnitedStates.BLS_LaborForcePopulation.data|Bernalillo_NewMexico_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2021-10-18|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2021-10-19|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2021-10-20|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2021-10-21|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2021-10-22|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2021-10-23|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2021-10-24|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2021-10-25|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2021-10-26|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2021-10-27|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2021-10-28|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2021-10-29|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2021-10-30|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2021-10-31|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2021-11-01|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2021-11-02|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2021-11-03|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2021-11-04|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2021-11-05|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2021-11-06|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2021-11-07|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2021-11-08|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2021-11-09|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2021-11-10|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2021-11-11|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2021-11-12|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2021-11-13|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2021-11-14|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2021-11-15|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2021-11-16|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2021-11-17|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2021-11-18|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2021-11-19|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2021-11-20|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2021-11-21|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2021-11-22|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2021-11-23|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2021-11-24|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2021-11-25|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2021-11-26|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2021-11-27|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2021-11-28|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2021-11-29|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2021-11-30|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2021-12-01|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2021-12-02|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2021-12-03|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2021-12-04|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2021-12-05|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2021-12-06|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2021-12-07|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2021-12-08|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2021-12-09|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2021-12-10|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2021-12-11|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2021-12-12|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2021-12-13|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2021-12-14|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2021-12-15|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2021-12-16|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2021-12-17|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2021-12-18|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2021-12-19|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2021-12-20|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2021-12-21|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2021-12-22|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2021-12-23|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2021-12-24|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2021-12-25|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2021-12-26|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2021-12-27|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2021-12-28|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2021-12-29|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2021-12-30|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2021-12-31|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2022-01-01|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2022-01-02|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2022-01-03|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2022-01-04|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2022-01-05|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2022-01-06|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2022-01-07|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2022-01-08|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2022-01-09|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2022-01-10|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2022-01-11|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2022-01-12|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2022-01-13|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2022-01-14|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2022-01-15|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2022-01-16|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
0|2022-01-17|307869.0|0|22852.0|0|6.9097517242630495|0|330721.0|0
