|dates|Monmouth_NewJersey_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Monmouth_NewJersey_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Monmouth_NewJersey_UnitedStates.Male_Total_Population.data|Monmouth_NewJersey_UnitedStates.Male_Total_Population.missing|Monmouth_NewJersey_UnitedStates.Female_Total_Population.data|Monmouth_NewJersey_UnitedStates.Female_Total_Population.missing|Monmouth_NewJersey_UnitedStates.MaleAndFemale_Under18_Population.data|Monmouth_NewJersey_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-17|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2021-10-18|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2021-10-19|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2021-10-20|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2021-10-21|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2021-10-22|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2021-10-23|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2021-10-24|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2021-10-25|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2021-10-26|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2021-10-27|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2021-10-28|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2021-10-29|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2021-10-30|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2021-10-31|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2021-11-01|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2021-11-02|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2021-11-03|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2021-11-04|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2021-11-05|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2021-11-06|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2021-11-07|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2021-11-08|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2021-11-09|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2021-11-10|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2021-11-11|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2021-11-12|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2021-11-13|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2021-11-14|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2021-11-15|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2021-11-16|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2021-11-17|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2021-11-18|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2021-11-19|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2021-11-20|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2021-11-21|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2021-11-22|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2021-11-23|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2021-11-24|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2021-11-25|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2021-11-26|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2021-11-27|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2021-11-28|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2021-11-29|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2021-11-30|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2021-12-01|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2021-12-02|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2021-12-03|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2021-12-04|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2021-12-05|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2021-12-06|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2021-12-07|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2021-12-08|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2021-12-09|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2021-12-10|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2021-12-11|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2021-12-12|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2021-12-13|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2021-12-14|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2021-12-15|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2021-12-16|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2021-12-17|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2021-12-18|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2021-12-19|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2021-12-20|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2021-12-21|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2021-12-22|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2021-12-23|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2021-12-24|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2021-12-25|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2021-12-26|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2021-12-27|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2021-12-28|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2021-12-29|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2021-12-30|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2021-12-31|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2022-01-01|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2022-01-02|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2022-01-03|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2022-01-04|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2022-01-05|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2022-01-06|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2022-01-07|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2022-01-08|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2022-01-09|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2022-01-10|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2022-01-11|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2022-01-12|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2022-01-13|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2022-01-14|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2022-01-15|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2022-01-16|109201.0|0|302288.0|0|319066.0|0|131723.0|0
0|2022-01-17|109201.0|0|302288.0|0|319066.0|0|131723.0|0
