|dates|Sumter_Florida_UnitedStates.BLS_EmployedPopulation.data|Sumter_Florida_UnitedStates.BLS_EmployedPopulation.missing|Sumter_Florida_UnitedStates.BLS_UnemployedPopulation.data|Sumter_Florida_UnitedStates.BLS_UnemployedPopulation.missing|Sumter_Florida_UnitedStates.BLS_UnemploymentRate.data|Sumter_Florida_UnitedStates.BLS_UnemploymentRate.missing|Sumter_Florida_UnitedStates.BLS_LaborForcePopulation.data|Sumter_Florida_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|31036.0|0|1903.0|0|5.77734600321807|0|32939.0|0
0|2021-10-18|31036.0|0|1903.0|0|5.77734600321807|0|32939.0|0
0|2021-10-19|31036.0|0|1903.0|0|5.77734600321807|0|32939.0|0
0|2021-10-20|31036.0|0|1903.0|0|5.77734600321807|0|32939.0|0
0|2021-10-21|31036.0|0|1903.0|0|5.77734600321807|0|32939.0|0
0|2021-10-22|31036.0|0|1903.0|0|5.77734600321807|0|32939.0|0
0|2021-10-23|31036.0|0|1903.0|0|5.77734600321807|0|32939.0|0
0|2021-10-24|31036.0|0|1903.0|0|5.77734600321807|0|32939.0|0
0|2021-10-25|31036.0|0|1903.0|0|5.77734600321807|0|32939.0|0
0|2021-10-26|31036.0|0|1903.0|0|5.77734600321807|0|32939.0|0
0|2021-10-27|31036.0|0|1903.0|0|5.77734600321807|0|32939.0|0
0|2021-10-28|31036.0|0|1903.0|0|5.77734600321807|0|32939.0|0
0|2021-10-29|31036.0|0|1903.0|0|5.77734600321807|0|32939.0|0
0|2021-10-30|31036.0|0|1903.0|0|5.77734600321807|0|32939.0|0
0|2021-10-31|31036.0|0|1903.0|0|5.77734600321807|0|32939.0|0
0|2021-11-01|31036.0|0|1903.0|0|5.77734600321807|0|32939.0|0
0|2021-11-02|31036.0|0|1903.0|0|5.77734600321807|0|32939.0|0
0|2021-11-03|31036.0|0|1903.0|0|5.77734600321807|0|32939.0|0
0|2021-11-04|31036.0|0|1903.0|0|5.77734600321807|0|32939.0|0
0|2021-11-05|31036.0|0|1903.0|0|5.77734600321807|0|32939.0|0
0|2021-11-06|31036.0|0|1903.0|0|5.77734600321807|0|32939.0|0
0|2021-11-07|31036.0|0|1903.0|0|5.77734600321807|0|32939.0|0
0|2021-11-08|31036.0|0|1903.0|0|5.77734600321807|0|32939.0|0
0|2021-11-09|31036.0|0|1903.0|0|5.77734600321807|0|32939.0|0
0|2021-11-10|31036.0|0|1903.0|0|5.77734600321807|0|32939.0|0
0|2021-11-11|31036.0|0|1903.0|0|5.77734600321807|0|32939.0|0
0|2021-11-12|31036.0|0|1903.0|0|5.77734600321807|0|32939.0|0
0|2021-11-13|31036.0|0|1903.0|0|5.77734600321807|0|32939.0|0
0|2021-11-14|31036.0|0|1903.0|0|5.77734600321807|0|32939.0|0
0|2021-11-15|31036.0|0|1903.0|0|5.77734600321807|0|32939.0|0
0|2021-11-16|31036.0|0|1903.0|0|5.77734600321807|0|32939.0|0
