|dates|ManassasPark_Virginia_UnitedStates.JHU_ConfirmedCases.data|ManassasPark_Virginia_UnitedStates.JHU_ConfirmedCases.missing|ManassasPark_Virginia_UnitedStates.NYT_ConfirmedCases.data|ManassasPark_Virginia_UnitedStates.NYT_ConfirmedCases.missing|ManassasPark_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|ManassasPark_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|ManassasPark_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|ManassasPark_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1264.0|0|1264.0|0|12.0|0|0.0|100
0|2021-10-18|1264.0|0|1264.0|0|12.0|0|0.0|100
0|2021-10-19|1265.0|0|1265.0|0|12.0|0|0.0|100
0|2021-10-20|1265.0|0|1265.0|0|12.0|0|0.0|100
0|2021-10-21|1266.0|0|1266.0|0|12.0|0|0.0|100
0|2021-10-22|1266.0|0|1266.0|0|12.0|0|0.0|100
0|2021-10-23|1266.0|0|1266.0|0|12.0|0|0.0|100
0|2021-10-24|1266.0|0|1266.0|0|12.0|0|0.0|100
0|2021-10-25|1266.0|0|1266.0|0|12.0|0|0.0|100
0|2021-10-26|1266.0|0|1266.0|0|12.0|0|0.0|100
0|2021-10-27|1266.0|0|1266.0|0|12.0|0|0.0|100
0|2021-10-28|1266.0|0|1266.0|0|12.0|0|0.0|100
0|2021-10-29|1266.0|0|1266.0|0|12.0|0|0.0|100
0|2021-10-30|1266.0|0|1266.0|0|12.0|0|0.0|100
0|2021-10-31|1266.0|0|1266.0|0|12.0|0|0.0|100
0|2021-11-01|1270.0|0|1270.0|0|13.0|0|0.0|100
0|2021-11-02|1272.0|0|1272.0|0|13.0|0|0.0|100
0|2021-11-03|1276.0|0|1276.0|0|13.0|0|0.0|100
0|2021-11-04|1276.0|0|1276.0|0|13.0|0|0.0|100
0|2021-11-05|1284.0|0|1284.0|0|13.0|0|0.0|100
0|2021-11-06|1284.0|0|1284.0|0|13.0|0|0.0|100
0|2021-11-07|1284.0|0|1284.0|0|13.0|0|0.0|100
0|2021-11-08|1284.0|0|1284.0|0|13.0|0|0.0|100
0|2021-11-09|1285.0|0|1285.0|0|13.0|0|0.0|100
0|2021-11-10|1285.0|0|1285.0|0|13.0|0|0.0|100
0|2021-11-11|1285.0|0|1285.0|0|14.0|0|0.0|100
0|2021-11-12|1286.0|0|1286.0|0|14.0|0|0.0|100
0|2021-11-13|1286.0|0|1286.0|0|14.0|0|0.0|100
0|2021-11-14|1286.0|0|1286.0|0|14.0|0|0.0|100
0|2021-11-15|1286.0|0|1286.0|0|14.0|0|0.0|100
0|2021-11-16|1285.0|0|1285.0|0|14.0|0|0.0|100
0|2021-11-17|1286.0|0|1286.0|0|14.0|0|0.0|100
0|2021-11-18|1285.0|0|1285.0|0|14.0|0|0.0|100
0|2021-11-19|1285.0|0|1285.0|0|14.0|0|0.0|100
0|2021-11-20|1285.0|0|1285.0|0|14.0|0|0.0|100
0|2021-11-21|1285.0|0|1285.0|0|14.0|0|0.0|100
0|2021-11-22|1285.0|0|1285.0|0|14.0|0|0.0|100
0|2021-11-23|1285.0|0|1285.0|0|14.0|0|0.0|100
0|2021-11-24|1285.0|0|1285.0|0|14.0|0|0.0|100
0|2021-11-25|1285.0|0|1285.0|0|14.0|0|0.0|100
0|2021-11-26|1285.0|0|1285.0|0|14.0|0|0.0|100
0|2021-11-27|1285.0|0|1285.0|0|14.0|0|0.0|100
0|2021-11-28|1285.0|0|1285.0|0|14.0|0|0.0|100
0|2021-11-29|1285.0|0|1285.0|0|14.0|0|0.0|100
0|2021-11-30|1285.0|0|1285.0|0|14.0|0|0.0|100
0|2021-12-01|1288.0|0|1288.0|0|14.0|0|0.0|100
0|2021-12-02|1289.0|0|1289.0|0|14.0|0|0.0|100
0|2021-12-03|1290.0|0|1290.0|0|14.0|0|0.0|100
0|2021-12-04|1290.0|0|1290.0|0|14.0|0|0.0|100
0|2021-12-05|1290.0|0|1290.0|0|14.0|0|0.0|100
0|2021-12-06|1291.0|0|1291.0|0|14.0|0|0.0|100
0|2021-12-07|1294.0|0|1294.0|0|14.0|0|0.0|100
0|2021-12-08|1294.0|0|1294.0|0|14.0|0|0.0|100
0|2021-12-09|1294.0|0|1294.0|0|15.0|0|0.0|100
0|2021-12-10|1295.0|0|1295.0|0|15.0|0|0.0|100
0|2021-12-11|1295.0|0|1295.0|0|15.0|0|0.0|100
0|2021-12-12|1295.0|0|1295.0|0|15.0|0|0.0|100
0|2021-12-13|1296.0|0|1296.0|0|15.0|0|0.0|100
0|2021-12-14|1296.0|0|1296.0|0|15.0|0|0.0|100
0|2021-12-15|1296.0|0|1296.0|0|15.0|0|0.0|100
0|2021-12-16|1296.0|0|1296.0|0|15.0|0|0.0|100
0|2021-12-17|1296.0|0|1296.0|0|15.0|0|0.0|100
0|2021-12-18|1296.0|0|1296.0|0|15.0|0|0.0|100
0|2021-12-19|1296.0|0|1296.0|0|15.0|0|0.0|100
0|2021-12-20|1296.0|0|1296.0|0|15.0|0|0.0|100
0|2021-12-21|1296.0|0|1296.0|0|15.0|0|0.0|100
0|2021-12-22|1297.0|0|1297.0|0|15.0|0|0.0|100
0|2021-12-23|1300.0|0|1300.0|0|15.0|0|0.0|100
0|2021-12-24|1302.0|0|1302.0|0|15.0|0|0.0|100
0|2021-12-25|1302.0|0|1302.0|0|15.0|0|0.0|100
0|2021-12-26|1302.0|0|1302.0|0|15.0|0|0.0|100
0|2021-12-27|1306.0|0|1306.0|0|15.0|0|0.0|100
0|2021-12-28|1307.0|0|1307.0|0|16.0|0|0.0|100
0|2021-12-29|1311.0|0|1311.0|0|16.0|0|0.0|100
0|2021-12-30|1316.0|0|1316.0|0|16.0|0|0.0|100
0|2021-12-31|1319.0|0|1319.0|0|16.0|0|0.0|100
0|2022-01-01|1319.0|0|1319.0|0|16.0|0|0.0|100
0|2022-01-02|1319.0|0|1319.0|0|16.0|0|0.0|100
0|2022-01-03|1324.0|0|1324.0|0|16.0|0|0.0|100
0|2022-01-04|1327.0|0|1327.0|0|16.0|0|0.0|100
0|2022-01-05|1327.0|0|1327.0|0|16.0|0|0.0|100
0|2022-01-06|1329.0|0|1329.0|0|16.0|0|0.0|100
0|2022-01-07|1496.0|0|1496.0|0|16.0|0|0.0|100
0|2022-01-08|1496.0|0|1496.0|0|16.0|0|0.0|100
0|2022-01-09|1496.0|0|1496.0|0|16.0|0|0.0|100
0|2022-01-10|1758.0|0|1758.0|0|16.0|0|0.0|100
0|2022-01-11|1760.0|0|1760.0|0|16.0|0|0.0|100
0|2022-01-12|1763.0|0|1763.0|0|16.0|0|0.0|100
0|2022-01-13|1763.0|0|1809.0|0|16.0|0|0.0|100
0|2022-01-14|1879.0|0|1879.0|0|16.0|0|0.0|100
0|2022-01-15|1879.0|0|1879.0|0|16.0|0|0.0|100
0|2022-01-16|1879.0|0|1879.0|0|16.0|0|0.0|100
0|2022-01-17|1879.0|0|0.0|100|16.0|0|0.0|100
