|dates|Drew_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Drew_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Drew_Arkansas_UnitedStates.NYT_ConfirmedCases.data|Drew_Arkansas_UnitedStates.NYT_ConfirmedCases.missing|Drew_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Drew_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Drew_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Drew_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-07|2906.0|0|2906.0|0|54.0|0|0.0|100
0|2021-11-08|2906.0|0|2907.0|0|54.0|0|0.0|100
0|2021-11-09|2910.0|0|2910.0|0|54.0|0|0.0|100
0|2021-11-10|2910.0|0|2921.0|0|54.0|0|0.0|100
0|2021-11-11|2926.0|0|2926.0|0|54.0|0|0.0|100
0|2021-11-12|2929.0|0|2929.0|0|54.0|0|0.0|100
0|2021-11-13|2933.0|0|2933.0|0|54.0|0|0.0|100
0|2021-11-14|2934.0|0|2934.0|0|54.0|0|0.0|100
0|2021-11-15|2934.0|0|2934.0|0|54.0|0|0.0|100
0|2021-11-16|2933.0|0|2933.0|0|55.0|0|0.0|100
0|2021-11-17|2937.0|0|2937.0|0|55.0|0|0.0|100
0|2021-11-18|2938.0|0|2938.0|0|55.0|0|0.0|100
0|2021-11-19|2940.0|0|2940.0|0|55.0|0|0.0|100
0|2021-11-20|2941.0|0|2941.0|0|55.0|0|0.0|100
0|2021-11-21|2942.0|0|2942.0|0|55.0|0|0.0|100
0|2021-11-22|2942.0|0|2942.0|0|55.0|0|0.0|100
0|2021-11-23|2943.0|0|2943.0|0|55.0|0|0.0|100
0|2021-11-24|2943.0|0|2943.0|0|55.0|0|0.0|100
0|2021-11-25|2944.0|0|2944.0|0|55.0|0|0.0|100
0|2021-11-26|2944.0|0|2944.0|0|55.0|0|0.0|100
0|2021-11-27|2946.0|0|2946.0|0|55.0|0|0.0|100
0|2021-11-28|2946.0|0|2946.0|0|55.0|0|0.0|100
0|2021-11-29|2946.0|0|2946.0|0|55.0|0|0.0|100
0|2021-11-30|2946.0|0|2951.0|0|55.0|0|0.0|100
0|2021-12-01|2958.0|0|2958.0|0|55.0|0|0.0|100
0|2021-12-02|2960.0|0|2960.0|0|55.0|0|0.0|100
0|2021-12-03|2964.0|0|2964.0|0|55.0|0|0.0|100
0|2021-12-04|2967.0|0|2967.0|0|55.0|0|0.0|100
0|2021-12-05|2968.0|0|2968.0|0|55.0|0|0.0|100
0|2021-12-06|2971.0|0|2971.0|0|55.0|0|0.0|100
0|2021-12-07|2971.0|0|2971.0|0|56.0|0|0.0|100
0|2021-12-08|2977.0|0|2977.0|0|56.0|0|0.0|100
0|2021-12-09|2982.0|0|2982.0|0|56.0|0|0.0|100
0|2021-12-10|2989.0|0|2989.0|0|56.0|0|0.0|100
0|2021-12-11|2990.0|0|2990.0|0|56.0|0|0.0|100
0|2021-12-12|2992.0|0|2992.0|0|56.0|0|0.0|100
0|2021-12-13|2994.0|0|2994.0|0|56.0|0|0.0|100
0|2021-12-14|2994.0|0|2998.0|0|56.0|0|0.0|100
0|2021-12-15|3004.0|0|3004.0|0|56.0|0|0.0|100
0|2021-12-16|3007.0|0|3007.0|0|56.0|0|0.0|100
0|2021-12-17|3012.0|0|3012.0|0|56.0|0|0.0|100
0|2021-12-18|3014.0|0|3014.0|0|56.0|0|0.0|100
0|2021-12-19|3015.0|0|3015.0|0|56.0|0|0.0|100
0|2021-12-20|3015.0|0|3015.0|0|56.0|0|0.0|100
0|2021-12-21|3015.0|0|3015.0|0|56.0|0|0.0|100
0|2021-12-22|3017.0|0|3017.0|0|56.0|0|0.0|100
0|2021-12-23|3022.0|0|3022.0|0|56.0|0|0.0|100
0|2021-12-24|3025.0|0|3025.0|0|56.0|0|0.0|100
0|2021-12-25|3024.0|0|3024.0|0|56.0|0|0.0|100
0|2021-12-26|3025.0|0|3025.0|0|56.0|0|0.0|100
0|2021-12-27|3030.0|0|3030.0|0|56.0|0|0.0|100
0|2021-12-28|3038.0|0|3038.0|0|56.0|0|0.0|100
0|2021-12-29|3048.0|0|3048.0|0|56.0|0|0.0|100
0|2021-12-30|3057.0|0|3057.0|0|56.0|0|0.0|100
0|2021-12-31|3074.0|0|3074.0|0|56.0|0|0.0|100
0|2022-01-01|3086.0|0|3086.0|0|57.0|0|0.0|100
0|2022-01-02|3088.0|0|3088.0|0|57.0|0|0.0|100
0|2022-01-03|3093.0|0|3093.0|0|57.0|0|0.0|100
0|2022-01-04|3141.0|0|3141.0|0|57.0|0|0.0|100
0|2022-01-05|3184.0|0|3184.0|0|57.0|0|0.0|100
0|2022-01-06|3226.0|0|3226.0|0|58.0|0|0.0|100
0|2022-01-07|3261.0|0|3261.0|0|58.0|0|0.0|100
0|2022-01-08|3299.0|0|3299.0|0|58.0|0|0.0|100
0|2022-01-09|3299.0|0|3299.0|0|58.0|0|0.0|100
0|2022-01-10|3328.0|0|3328.0|0|58.0|0|0.0|100
0|2022-01-11|3368.0|0|3368.0|0|58.0|0|0.0|100
0|2022-01-12|3457.0|0|3457.0|0|58.0|0|0.0|100
0|2022-01-13|3457.0|0|3535.0|0|58.0|0|0.0|100
0|2022-01-14|3601.0|0|3601.0|0|58.0|0|0.0|100
0|2022-01-15|3847.0|0|3847.0|0|58.0|0|0.0|100
0|2022-01-16|3860.0|0|3860.0|0|58.0|0|0.0|100
0|2022-01-17|3875.0|0|0.0|100|58.0|0|0.0|100
