|dates|McPherson_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|McPherson_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|McPherson_SouthDakota_UnitedStates.NYT_ConfirmedCases.data|McPherson_SouthDakota_UnitedStates.NYT_ConfirmedCases.missing|McPherson_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|McPherson_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|McPherson_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|McPherson_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-18|348.0|0|348.0|0|7.0|0|0.0|100
0|2021-11-19|348.0|0|348.0|0|7.0|0|0.0|100
0|2021-11-20|348.0|0|348.0|0|7.0|0|0.0|100
0|2021-11-21|348.0|0|348.0|0|7.0|0|0.0|100
0|2021-11-22|350.0|0|350.0|0|7.0|0|0.0|100
0|2021-11-23|351.0|0|351.0|0|7.0|0|0.0|100
0|2021-11-24|352.0|0|352.0|0|7.0|0|0.0|100
0|2021-11-25|352.0|0|352.0|0|7.0|0|0.0|100
0|2021-11-26|352.0|0|352.0|0|7.0|0|0.0|100
0|2021-11-27|352.0|0|352.0|0|7.0|0|0.0|100
0|2021-11-28|352.0|0|352.0|0|7.0|0|0.0|100
0|2021-11-29|354.0|0|354.0|0|8.0|0|0.0|100
0|2021-11-30|357.0|0|357.0|0|8.0|0|0.0|100
0|2021-12-01|358.0|0|358.0|0|8.0|0|0.0|100
0|2021-12-02|358.0|0|358.0|0|8.0|0|0.0|100
0|2021-12-03|359.0|0|359.0|0|8.0|0|0.0|100
0|2021-12-04|359.0|0|359.0|0|8.0|0|0.0|100
0|2021-12-05|359.0|0|359.0|0|8.0|0|0.0|100
0|2021-12-06|359.0|0|359.0|0|8.0|0|0.0|100
0|2021-12-07|358.0|0|358.0|0|8.0|0|0.0|100
0|2021-12-08|358.0|0|358.0|0|8.0|0|0.0|100
0|2021-12-09|359.0|0|359.0|0|8.0|0|0.0|100
0|2021-12-10|360.0|0|360.0|0|8.0|0|0.0|100
0|2021-12-11|360.0|0|360.0|0|8.0|0|0.0|100
0|2021-12-12|360.0|0|360.0|0|8.0|0|0.0|100
0|2021-12-13|360.0|0|360.0|0|8.0|0|0.0|100
0|2021-12-14|360.0|0|360.0|0|8.0|0|0.0|100
0|2021-12-15|360.0|0|360.0|0|8.0|0|0.0|100
0|2021-12-16|361.0|0|361.0|0|8.0|0|0.0|100
0|2021-12-17|362.0|0|362.0|0|8.0|0|0.0|100
0|2021-12-18|362.0|0|362.0|0|8.0|0|0.0|100
0|2021-12-19|362.0|0|362.0|0|8.0|0|0.0|100
0|2021-12-20|362.0|0|362.0|0|8.0|0|0.0|100
0|2021-12-21|362.0|0|362.0|0|8.0|0|0.0|100
0|2021-12-22|362.0|0|362.0|0|8.0|0|0.0|100
0|2021-12-23|362.0|0|362.0|0|8.0|0|0.0|100
0|2021-12-24|362.0|0|362.0|0|8.0|0|0.0|100
0|2021-12-25|362.0|0|362.0|0|8.0|0|0.0|100
0|2021-12-26|362.0|0|362.0|0|8.0|0|0.0|100
0|2021-12-27|361.0|0|361.0|0|9.0|0|0.0|100
0|2021-12-28|361.0|0|361.0|0|9.0|0|0.0|100
0|2021-12-29|361.0|0|361.0|0|9.0|0|0.0|100
0|2021-12-30|362.0|0|362.0|0|9.0|0|0.0|100
0|2021-12-31|362.0|0|362.0|0|9.0|0|0.0|100
0|2022-01-01|362.0|0|362.0|0|9.0|0|0.0|100
0|2022-01-02|362.0|0|362.0|0|9.0|0|0.0|100
0|2022-01-03|362.0|0|362.0|0|9.0|0|0.0|100
0|2022-01-04|363.0|0|363.0|0|9.0|0|0.0|100
0|2022-01-05|363.0|0|363.0|0|9.0|0|0.0|100
0|2022-01-06|363.0|0|363.0|0|9.0|0|0.0|100
0|2022-01-07|365.0|0|365.0|0|9.0|0|0.0|100
0|2022-01-08|365.0|0|365.0|0|9.0|0|0.0|100
0|2022-01-09|365.0|0|365.0|0|9.0|0|0.0|100
0|2022-01-10|366.0|0|366.0|0|9.0|0|0.0|100
0|2022-01-11|368.0|0|368.0|0|9.0|0|0.0|100
0|2022-01-12|371.0|0|371.0|0|9.0|0|0.0|100
0|2022-01-13|371.0|0|375.0|0|9.0|0|0.0|100
0|2022-01-14|375.0|0|381.0|0|9.0|0|0.0|100
0|2022-01-15|381.0|0|381.0|0|9.0|0|0.0|100
0|2022-01-16|381.0|0|381.0|0|9.0|0|0.0|100
0|2022-01-17|381.0|0|0.0|100|9.0|0|0.0|100
