|dates|Travis_Texas_UnitedStates.JHU_ConfirmedCases.data|Travis_Texas_UnitedStates.JHU_ConfirmedCases.missing|Travis_Texas_UnitedStates.NYT_ConfirmedCases.data|Travis_Texas_UnitedStates.NYT_ConfirmedCases.missing|Travis_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Travis_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Travis_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Travis_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-11|123993.0|0|123984.0|0|1485.0|0|0.0|100
0|2021-12-12|124089.0|0|124089.0|0|1486.0|0|0.0|100
0|2021-12-13|124257.0|0|124257.0|0|1486.0|0|0.0|100
0|2021-12-14|124257.0|0|124427.0|0|1486.0|0|0.0|100
0|2021-12-15|124631.0|0|124582.0|0|1489.0|0|0.0|100
0|2021-12-16|124869.0|0|124804.0|0|1490.0|0|0.0|100
0|2021-12-17|125272.0|0|125072.0|0|1491.0|0|0.0|100
0|2021-12-18|125440.0|0|125440.0|0|1492.0|0|0.0|100
0|2021-12-19|125779.0|0|125779.0|0|1492.0|0|0.0|100
0|2021-12-20|126275.0|0|126275.0|0|1493.0|0|0.0|100
0|2021-12-21|126694.0|0|126694.0|0|1495.0|0|0.0|100
0|2021-12-22|127104.0|0|127104.0|0|1498.0|0|0.0|100
0|2021-12-23|127912.0|0|127912.0|0|1498.0|0|0.0|100
0|2021-12-24|127912.0|0|127912.0|0|1498.0|0|0.0|100
0|2021-12-25|127912.0|0|127912.0|0|1498.0|0|0.0|100
0|2021-12-26|127912.0|0|127912.0|0|1498.0|0|0.0|100
0|2021-12-27|131434.0|0|131434.0|0|1500.0|0|0.0|100
0|2021-12-28|132230.0|0|132230.0|0|1500.0|0|0.0|100
0|2021-12-29|132862.0|0|132862.0|0|1500.0|0|0.0|100
0|2021-12-30|133466.0|0|133466.0|0|1500.0|0|0.0|100
0|2021-12-31|133466.0|0|133466.0|0|1500.0|0|0.0|100
0|2022-01-01|133466.0|0|133466.0|0|1500.0|0|0.0|100
0|2022-01-02|133466.0|0|133466.0|0|1500.0|0|0.0|100
0|2022-01-03|143510.0|0|143510.0|0|1502.0|0|0.0|100
0|2022-01-04|145820.0|0|145820.0|0|1503.0|0|0.0|100
0|2022-01-05|148289.0|0|148289.0|0|1507.0|0|0.0|100
0|2022-01-06|150505.0|0|150505.0|0|1508.0|0|0.0|100
0|2022-01-07|153005.0|0|153005.0|0|1508.0|0|0.0|100
0|2022-01-08|155446.0|0|155446.0|0|1509.0|0|0.0|100
0|2022-01-09|157418.0|0|157418.0|0|1509.0|0|0.0|100
0|2022-01-10|159483.0|0|159483.0|0|1509.0|0|0.0|100
0|2022-01-11|161650.0|0|161650.0|0|1509.0|0|0.0|100
0|2022-01-12|164007.0|0|164007.0|0|1509.0|0|0.0|100
0|2022-01-13|164007.0|0|167703.0|0|1509.0|0|0.0|100
0|2022-01-14|167703.0|0|176317.0|0|1511.0|0|0.0|100
0|2022-01-15|178717.0|0|178717.0|0|1521.0|0|0.0|100
0|2022-01-16|180043.0|0|180043.0|0|1523.0|0|0.0|100
0|2022-01-17|183640.0|0|0.0|100|1523.0|0|0.0|100
