|dates|Bath_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Bath_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Bath_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Bath_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Bath_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Bath_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Bath_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Bath_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1554.0|0|1554.0|0|29.0|0|0.0|100
0|2021-10-18|1556.0|0|1556.0|0|30.0|0|0.0|100
0|2021-10-19|1563.0|0|1563.0|0|30.0|0|0.0|100
0|2021-10-20|1564.0|0|1564.0|0|30.0|0|0.0|100
0|2021-10-21|1568.0|0|1568.0|0|30.0|0|0.0|100
0|2021-10-22|1569.0|0|1569.0|0|30.0|0|0.0|100
0|2021-10-23|1569.0|0|1569.0|0|30.0|0|0.0|100
0|2021-10-24|1569.0|0|1569.0|0|30.0|0|0.0|100
0|2021-10-25|1575.0|0|1575.0|0|30.0|0|0.0|100
0|2021-10-26|1580.0|0|1580.0|0|30.0|0|0.0|100
0|2021-10-27|1590.0|0|1590.0|0|30.0|0|0.0|100
0|2021-10-28|1592.0|0|1592.0|0|30.0|0|0.0|100
0|2021-10-29|1595.0|0|1595.0|0|30.0|0|0.0|100
0|2021-10-30|1595.0|0|1595.0|0|30.0|0|0.0|100
0|2021-10-31|1595.0|0|1595.0|0|30.0|0|0.0|100
0|2021-11-01|1599.0|0|1599.0|0|30.0|0|0.0|100
0|2021-11-02|1604.0|0|1604.0|0|31.0|0|0.0|100
0|2021-11-03|1608.0|0|1608.0|0|31.0|0|0.0|100
0|2021-11-04|1610.0|0|1610.0|0|31.0|0|0.0|100
0|2021-11-05|1616.0|0|1616.0|0|31.0|0|0.0|100
0|2021-11-06|1616.0|0|1616.0|0|31.0|0|0.0|100
0|2021-11-07|1616.0|0|1616.0|0|31.0|0|0.0|100
0|2021-11-08|1620.0|0|1620.0|0|31.0|0|0.0|100
0|2021-11-09|1624.0|0|1624.0|0|31.0|0|0.0|100
0|2021-11-10|1624.0|0|1634.0|0|31.0|0|0.0|100
0|2021-11-11|1634.0|0|1634.0|0|31.0|0|0.0|100
0|2021-11-12|1652.0|0|1652.0|0|31.0|0|0.0|100
0|2021-11-13|1652.0|0|1652.0|0|31.0|0|0.0|100
0|2021-11-14|1652.0|0|1652.0|0|31.0|0|0.0|100
0|2021-11-15|1669.0|0|1669.0|0|31.0|0|0.0|100
0|2021-11-16|1675.0|0|1675.0|0|31.0|0|0.0|100
0|2021-11-17|1685.0|0|1685.0|0|31.0|0|0.0|100
0|2021-11-18|1698.0|0|1698.0|0|31.0|0|0.0|100
0|2021-11-19|1708.0|0|1708.0|0|32.0|0|0.0|100
0|2021-11-20|1708.0|0|1708.0|0|32.0|0|0.0|100
0|2021-11-21|1708.0|0|1708.0|0|32.0|0|0.0|100
0|2021-11-22|1732.0|0|1732.0|0|32.0|0|0.0|100
0|2021-11-23|1745.0|0|1745.0|0|32.0|0|0.0|100
0|2021-11-24|1754.0|0|1754.0|0|32.0|0|0.0|100
0|2021-11-25|1754.0|0|1754.0|0|32.0|0|0.0|100
0|2021-11-26|1754.0|0|1754.0|0|32.0|0|0.0|100
0|2021-11-27|1754.0|0|1754.0|0|32.0|0|0.0|100
0|2021-11-28|1754.0|0|1754.0|0|32.0|0|0.0|100
0|2021-11-29|1762.0|0|1762.0|0|33.0|0|0.0|100
0|2021-11-30|1779.0|0|1779.0|0|33.0|0|0.0|100
0|2021-12-01|1793.0|0|1793.0|0|33.0|0|0.0|100
0|2021-12-02|1793.0|0|1797.0|0|33.0|0|0.0|100
0|2021-12-03|1817.0|0|1817.0|0|33.0|0|0.0|100
0|2021-12-04|1817.0|0|1817.0|0|33.0|0|0.0|100
0|2021-12-05|1817.0|0|1817.0|0|33.0|0|0.0|100
0|2021-12-06|1847.0|0|1847.0|0|33.0|0|0.0|100
0|2021-12-07|1863.0|0|1863.0|0|33.0|0|0.0|100
0|2021-12-08|1873.0|0|1873.0|0|33.0|0|0.0|100
0|2021-12-09|1885.0|0|1885.0|0|33.0|0|0.0|100
