|dates|Bath_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Bath_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Bath_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Bath_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Bath_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Bath_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Bath_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Bath_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-10|1894.0|0|1894.0|0|33.0|0|0.0|100
0|2021-12-11|1894.0|0|1894.0|0|33.0|0|0.0|100
0|2021-12-12|1894.0|0|1894.0|0|33.0|0|0.0|100
0|2021-12-13|1906.0|0|1906.0|0|34.0|0|0.0|100
0|2021-12-14|1906.0|0|1927.0|0|34.0|0|0.0|100
0|2021-12-15|1938.0|0|1938.0|0|34.0|0|0.0|100
0|2021-12-16|1944.0|0|1944.0|0|34.0|0|0.0|100
0|2021-12-17|1963.0|0|1963.0|0|34.0|0|0.0|100
0|2021-12-18|1963.0|0|1963.0|0|34.0|0|0.0|100
0|2021-12-19|1963.0|0|1963.0|0|34.0|0|0.0|100
0|2021-12-20|1972.0|0|1972.0|0|34.0|0|0.0|100
0|2021-12-21|1981.0|0|1981.0|0|34.0|0|0.0|100
0|2021-12-22|1984.0|0|1984.0|0|34.0|0|0.0|100
0|2021-12-23|1984.0|0|1984.0|0|34.0|0|0.0|100
0|2021-12-24|1984.0|0|1984.0|0|34.0|0|0.0|100
0|2021-12-25|1984.0|0|1984.0|0|34.0|0|0.0|100
0|2021-12-26|1984.0|0|1984.0|0|34.0|0|0.0|100
0|2021-12-27|2003.0|0|2003.0|0|34.0|0|0.0|100
0|2021-12-28|2009.0|0|2009.0|0|34.0|0|0.0|100
0|2021-12-29|2014.0|0|2014.0|0|34.0|0|0.0|100
0|2021-12-30|2014.0|0|2014.0|0|34.0|0|0.0|100
0|2021-12-31|2014.0|0|2014.0|0|34.0|0|0.0|100
0|2022-01-01|2014.0|0|2014.0|0|34.0|0|0.0|100
0|2022-01-02|2014.0|0|2014.0|0|34.0|0|0.0|100
0|2022-01-03|2038.0|0|2038.0|0|34.0|0|0.0|100
0|2022-01-04|2040.0|0|2040.0|0|34.0|0|0.0|100
0|2022-01-05|2050.0|0|2050.0|0|34.0|0|0.0|100
0|2022-01-06|2059.0|0|2059.0|0|34.0|0|0.0|100
0|2022-01-07|2065.0|0|2065.0|0|34.0|0|0.0|100
0|2022-01-08|2065.0|0|2065.0|0|34.0|0|0.0|100
0|2022-01-09|2065.0|0|2065.0|0|34.0|0|0.0|100
0|2022-01-10|2082.0|0|2082.0|0|34.0|0|0.0|100
0|2022-01-11|2089.0|0|2089.0|0|34.0|0|0.0|100
0|2022-01-12|2103.0|0|2103.0|0|34.0|0|0.0|100
0|2022-01-13|2103.0|0|2118.0|0|34.0|0|0.0|100
0|2022-01-14|2143.0|0|2143.0|0|34.0|0|0.0|100
0|2022-01-15|2143.0|0|2143.0|0|34.0|0|0.0|100
0|2022-01-16|2143.0|0|2143.0|0|34.0|0|0.0|100
0|2022-01-17|2143.0|0|0.0|100|34.0|0|0.0|100
