|dates|BuenaVista_Iowa_UnitedStates.JHU_ConfirmedCases.data|BuenaVista_Iowa_UnitedStates.JHU_ConfirmedCases.missing|BuenaVista_Iowa_UnitedStates.NYT_ConfirmedCases.data|BuenaVista_Iowa_UnitedStates.NYT_ConfirmedCases.missing|BuenaVista_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|BuenaVista_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|BuenaVista_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|BuenaVista_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-08|5076.0|0|5078.0|0|49.0|0|0.0|100
0|2021-12-09|5076.0|0|5078.0|0|49.0|0|0.0|100
0|2021-12-10|5092.0|0|5078.0|0|49.0|0|0.0|100
0|2021-12-11|5092.0|0|5078.0|0|49.0|0|0.0|100
0|2021-12-12|5092.0|0|5078.0|0|49.0|0|0.0|100
0|2021-12-13|5092.0|0|5078.0|0|49.0|0|0.0|100
0|2021-12-14|5092.0|0|5078.0|0|49.0|0|0.0|100
0|2021-12-15|5120.0|0|5120.0|0|49.0|0|0.0|100
0|2021-12-16|5120.0|0|5120.0|0|49.0|0|0.0|100
0|2021-12-17|5120.0|0|5120.0|0|49.0|0|0.0|100
0|2021-12-18|5120.0|0|5120.0|0|49.0|0|0.0|100
0|2021-12-19|5120.0|0|5120.0|0|49.0|0|0.0|100
0|2021-12-20|5120.0|0|5120.0|0|49.0|0|0.0|100
0|2021-12-21|5120.0|0|5120.0|0|49.0|0|0.0|100
0|2021-12-22|5143.0|0|5145.0|0|49.0|0|0.0|100
0|2021-12-23|5143.0|0|5145.0|0|49.0|0|0.0|100
0|2021-12-24|5143.0|0|5145.0|0|49.0|0|0.0|100
0|2021-12-25|5143.0|0|5145.0|0|49.0|0|0.0|100
0|2021-12-26|5143.0|0|5145.0|0|49.0|0|0.0|100
0|2021-12-27|5143.0|0|5145.0|0|49.0|0|0.0|100
0|2021-12-28|5143.0|0|5145.0|0|49.0|0|0.0|100
0|2021-12-29|5156.0|0|5165.0|0|49.0|0|0.0|100
0|2021-12-30|5156.0|0|5165.0|0|49.0|0|0.0|100
0|2021-12-31|5156.0|0|5165.0|0|49.0|0|0.0|100
0|2022-01-01|5156.0|0|5165.0|0|49.0|0|0.0|100
0|2022-01-02|5156.0|0|5165.0|0|49.0|0|0.0|100
0|2022-01-03|5156.0|0|5165.0|0|49.0|0|0.0|100
0|2022-01-04|5156.0|0|5165.0|0|49.0|0|0.0|100
0|2022-01-05|5216.0|0|5228.0|0|50.0|0|0.0|100
0|2022-01-06|5216.0|0|5228.0|0|50.0|0|0.0|100
0|2022-01-07|5216.0|0|5228.0|0|50.0|0|0.0|100
0|2022-01-08|5216.0|0|5228.0|0|50.0|0|0.0|100
0|2022-01-09|5216.0|0|5228.0|0|50.0|0|0.0|100
0|2022-01-10|5216.0|0|5228.0|0|50.0|0|0.0|100
0|2022-01-11|5216.0|0|5228.0|0|50.0|0|0.0|100
0|2022-01-12|5408.0|0|5455.0|0|51.0|0|0.0|100
0|2022-01-13|5408.0|0|5455.0|0|51.0|0|0.0|100
0|2022-01-14|5408.0|0|5455.0|0|51.0|0|0.0|100
0|2022-01-15|5408.0|0|5455.0|0|51.0|0|0.0|100
0|2022-01-16|5408.0|0|5455.0|0|51.0|0|0.0|100
0|2022-01-17|5408.0|0|0.0|100|51.0|0|0.0|100
