|dates|Wexford_Michigan_UnitedStates.BLS_EmployedPopulation.data|Wexford_Michigan_UnitedStates.BLS_EmployedPopulation.missing|Wexford_Michigan_UnitedStates.BLS_UnemployedPopulation.data|Wexford_Michigan_UnitedStates.BLS_UnemployedPopulation.missing|Wexford_Michigan_UnitedStates.BLS_UnemploymentRate.data|Wexford_Michigan_UnitedStates.BLS_UnemploymentRate.missing|Wexford_Michigan_UnitedStates.BLS_LaborForcePopulation.data|Wexford_Michigan_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|14102.0|0|862.0|0|5.760491847099706|0|14964.0|0
0|2021-10-18|14102.0|0|862.0|0|5.760491847099706|0|14964.0|0
0|2021-10-19|14102.0|0|862.0|0|5.760491847099706|0|14964.0|0
0|2021-10-20|14102.0|0|862.0|0|5.760491847099706|0|14964.0|0
0|2021-10-21|14102.0|0|862.0|0|5.760491847099706|0|14964.0|0
0|2021-10-22|14102.0|0|862.0|0|5.760491847099706|0|14964.0|0
0|2021-10-23|14102.0|0|862.0|0|5.760491847099706|0|14964.0|0
0|2021-10-24|14102.0|0|862.0|0|5.760491847099706|0|14964.0|0
0|2021-10-25|14102.0|0|862.0|0|5.760491847099706|0|14964.0|0
0|2021-10-26|14102.0|0|862.0|0|5.760491847099706|0|14964.0|0
0|2021-10-27|14102.0|0|862.0|0|5.760491847099706|0|14964.0|0
0|2021-10-28|14102.0|0|862.0|0|5.760491847099706|0|14964.0|0
0|2021-10-29|14102.0|0|862.0|0|5.760491847099706|0|14964.0|0
0|2021-10-30|14102.0|0|862.0|0|5.760491847099706|0|14964.0|0
0|2021-10-31|14102.0|0|862.0|0|5.760491847099706|0|14964.0|0
0|2021-11-01|14102.0|0|862.0|0|5.760491847099706|0|14964.0|0
0|2021-11-02|14102.0|0|862.0|0|5.760491847099706|0|14964.0|0
0|2021-11-03|14102.0|0|862.0|0|5.760491847099706|0|14964.0|0
0|2021-11-04|14102.0|0|862.0|0|5.760491847099706|0|14964.0|0
0|2021-11-05|14102.0|0|862.0|0|5.760491847099706|0|14964.0|0
0|2021-11-06|14102.0|0|862.0|0|5.760491847099706|0|14964.0|0
0|2021-11-07|14102.0|0|862.0|0|5.760491847099706|0|14964.0|0
