|dates|Pulaski_Kentucky_UnitedStates.AveragePrecipitationTotal.data|Pulaski_Kentucky_UnitedStates.AveragePrecipitationTotal.missing|Pulaski_Kentucky_UnitedStates.AveragePrecipitation.data|Pulaski_Kentucky_UnitedStates.AveragePrecipitation.missing|Pulaski_Kentucky_UnitedStates.AverageWindDirection.data|Pulaski_Kentucky_UnitedStates.AverageWindDirection.missing|Pulaski_Kentucky_UnitedStates.AverageWindSpeed.data|Pulaski_Kentucky_UnitedStates.AverageWindSpeed.missing
0|2021-10-17|0.0|0|0.0|0|85.41666666666667|0|2.59375|0
0|2021-10-18|0.0|0|0.0|0|51.145833333333336|0|1.46875|0
0|2021-10-19|0.0|0|0.0|0|33.541666666666664|0|1.25|0
0|2021-10-20|0.0|0|0.0|0|65.625|0|2.7604166666666665|0
0|2021-10-21|0.0|0|0.000625|0|173.85416666666666|0|6.28125|0
0|2021-10-22|0.0|0|0.0|0|118.22916666666667|0|2.2395833333333335|0
0|2021-10-23|0.0|0|0.0|0|41.09375|0|1.2291666666666667|0
0|2021-10-24|0.0|0|0.0|0|117.625|0|5.875|0
0|2021-10-25|0.0|0|0.011458333333333334|0|195.95833333333334|0|9.333333333333334|0
0|2021-10-26|0.0|0|0.0|0|204.16666666666666|0|5.489583333333333|0
0|2021-10-27|0.0|0|0.0|0|24.947916666666668|0|2.4791666666666665|0
0|2021-10-28|0.0|0|0.001875|0|56.354166666666664|0|3.5729166666666665|0
0|2021-10-29|0.0|0|0.006770833333333336|0|113.02083333333333|0|3.53125|0
0|2021-10-30|0.0|0|0.015937500000000007|0|223.4375|0|7.4375|0
0|2021-10-31|0.0|0|0.0|0|208.22916666666666|0|4.90625|0
0|2021-11-01|0.0|0|0.0|0|95.9375|0|2.40625|0
0|2021-11-02|0.0|0|0.000625|0|71.40625|0|3.3802083333333335|0
0|2021-11-03|0.0|0|0.0|0|56.145833333333336|0|2.875|0
0|2021-11-04|0.0|0|0.0|0|24.6875|0|2.2395833333333335|0
0|2021-11-05|0.0|0|0.0|0|26.25|0|2.7395833333333335|0
0|2021-11-06|0.0|0|0.0|0|21.770833333333332|0|0.5416666666666666|0
0|2021-11-07|0.0|0|0.0|0|12.916666666666666|0|1.09375|0
0|2021-11-08|0.0|0|0.0|0|2.6041666666666665|0|0.0625|0
0|2021-11-09|0.0|0|0.0|0|67.60416666666667|0|2.125|0
0|2021-11-10|0.0|0|0.0|0|18.645833333333332|0|0.5104166666666666|0
0|2021-11-11|0.0|0|0.010833333333333334|0|167.8125|0|8.385416666666666|0
0|2021-11-12|0.0|0|0.00010416666666666667|0|162.5|0|7.984375|0
0|2021-11-13|0.0|0|0.00010416666666666667|0|193.95833333333334|0|5.28125|0
0|2021-11-14|0.0|0|0.0|0|178.54166666666666|0|7.885416666666667|0
0|2021-11-15|0.0|0|0.0|0|119.27083333333333|0|3.0208333333333335|0
0|2021-11-16|0.0|0|0.0|0|109.6875|0|4.302083333333333|0
0|2021-11-17|0.0|0|0.0|0|188.07291666666666|0|8.96875|0
0|2021-11-18|0.0|0|0.006250000000000001|0|212.39583333333334|0|6.708333333333333|0
0|2021-11-19|0.0|0|0.0|0|17.1875|0|2.21875|0
0|2021-11-20|0.0|0|0.0|0|79.6875|0|3.1041666666666665|0
0|2021-11-21|0.0|0|0.02208333333333333|0|112.29166666666667|0|3.71875|0
0|2021-11-22|0.0|0|0.0|0|183.64583333333334|0|5.28125|0
0|2021-11-23|0.0|0|0.0|0|1.0416666666666667|0|0.3958333333333333|0
0|2021-11-24|0.0|0|0.0|0|94.89583333333333|0|3.8854166666666665|0
0|2021-11-25|0.0|0|0.005208333333333333|0|190.41666666666666|0|6.734375|0
0|2021-11-26|0.0|0|0.0|0|204.27083333333334|0|6.104166666666667|0
0|2021-11-27|0.0|0|0.0|0|133.85416666666666|0|5.375|0
0|2021-11-28|0.0|0|0.0|0|184.0625|0|5.114583333333333|0
0|2021-11-29|0.0|0|0.0|0|63.958333333333336|0|1.7395833333333333|0
0|2021-11-30|0.0|0|0.0|0|95.41666666666667|0|3.46875|0
0|2021-12-01|0.0|0|0.0|0|89.375|0|4.427083333333333|0
0|2021-12-02|0.0|0|0.0|0|192.70833333333334|0|7.322916666666667|0
0|2021-12-03|0.0|0|0.0|0|69.16666666666667|0|2.9791666666666665|0
0|2021-12-04|0.0|0|0.0|0|50.416666666666664|0|4.125|0
0|2021-12-05|0.0|0|0.0|0|117.08333333333333|0|7.416666666666667|0
0|2021-12-06|0.0|0|0.024374999999999997|0|231.77083333333334|0|9.09375|0
0|2021-12-07|0.0|0|0.0|0|36.145833333333336|0|2.6979166666666665|0
0|2021-12-08|0.0|0|0.0|0|103.33333333333333|0|3.3854166666666665|0
0|2021-12-09|0.0|0|0.0|0|81.45833333333333|0|4.979166666666667|0
0|2021-12-10|0.0|0|0.00125|0|138.125|0|7.072916666666667|0
0|2021-12-11|0.0|0|0.013333333333333336|0|234.0625|0|11.645833333333334|0
0|2021-12-12|0.0|0|0.0|0|10.416666666666666|0|0.3229166666666667|0
0|2021-12-13|0.0|0|0.0|0|51.145833333333336|0|1.7708333333333333|0
0|2021-12-14|0.0|0|0.0|0|27.083333333333332|0|1.09375|0
0|2021-12-15|0.0|0|0.0|0|111.5625|0|5.09375|0
