|dates|Surry_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Surry_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Surry_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|Surry_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Surry_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Surry_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Surry_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Surry_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|12044.0|0|12044.0|0|221.0|0|0.0|100
0|2021-10-18|12115.0|0|12115.0|0|222.0|0|0.0|100
0|2021-10-19|12131.0|0|12131.0|0|222.0|0|0.0|100
0|2021-10-20|12167.0|0|12167.0|0|225.0|0|0.0|100
0|2021-10-21|12210.0|0|12210.0|0|226.0|0|0.0|100
0|2021-10-22|12245.0|0|12245.0|0|226.0|0|0.0|100
0|2021-10-23|12245.0|0|12245.0|0|226.0|0|0.0|100
0|2021-10-24|12245.0|0|12245.0|0|226.0|0|0.0|100
0|2021-10-25|12356.0|0|12356.0|0|227.0|0|0.0|100
0|2021-10-26|12369.0|0|12369.0|0|227.0|0|0.0|100
0|2021-10-27|12379.0|0|12379.0|0|227.0|0|0.0|100
0|2021-10-28|12407.0|0|12407.0|0|227.0|0|0.0|100
0|2021-10-29|12425.0|0|12425.0|0|229.0|0|0.0|100
0|2021-10-30|12425.0|0|12425.0|0|229.0|0|0.0|100
0|2021-10-31|12425.0|0|12425.0|0|229.0|0|0.0|100
0|2021-11-01|12462.0|0|12462.0|0|229.0|0|0.0|100
0|2021-11-02|12472.0|0|12472.0|0|229.0|0|0.0|100
0|2021-11-03|12494.0|0|12494.0|0|237.0|0|0.0|100
0|2021-11-04|12518.0|0|12518.0|0|237.0|0|0.0|100
0|2021-11-05|12546.0|0|12546.0|0|237.0|0|0.0|100
0|2021-11-06|12546.0|0|12546.0|0|237.0|0|0.0|100
0|2021-11-07|12546.0|0|12546.0|0|237.0|0|0.0|100
0|2021-11-08|12582.0|0|12582.0|0|237.0|0|0.0|100
0|2021-11-09|12590.0|0|12590.0|0|237.0|0|0.0|100
0|2021-11-10|12618.0|0|12618.0|0|237.0|0|0.0|100
0|2021-11-11|12618.0|0|12618.0|0|237.0|0|0.0|100
0|2021-11-12|12691.0|0|12691.0|0|237.0|0|0.0|100
0|2021-11-13|12691.0|0|12691.0|0|237.0|0|0.0|100
0|2021-11-14|12691.0|0|12691.0|0|237.0|0|0.0|100
0|2021-11-15|12732.0|0|12732.0|0|237.0|0|0.0|100
0|2021-11-16|12746.0|0|12746.0|0|237.0|0|0.0|100
0|2021-11-17|12778.0|0|12778.0|0|237.0|0|0.0|100
0|2021-11-18|12815.0|0|12815.0|0|237.0|0|0.0|100
0|2021-11-19|12850.0|0|12850.0|0|237.0|0|0.0|100
0|2021-11-20|12850.0|0|12850.0|0|237.0|0|0.0|100
0|2021-11-21|12850.0|0|12850.0|0|237.0|0|0.0|100
0|2021-11-22|12928.0|0|12928.0|0|237.0|0|0.0|100
0|2021-11-23|12950.0|0|12950.0|0|237.0|0|0.0|100
0|2021-11-24|12996.0|0|12996.0|0|237.0|0|0.0|100
0|2021-11-25|12996.0|0|12996.0|0|237.0|0|0.0|100
0|2021-11-26|12996.0|0|12996.0|0|237.0|0|0.0|100
0|2021-11-27|12996.0|0|12996.0|0|237.0|0|0.0|100
0|2021-11-28|12996.0|0|12996.0|0|237.0|0|0.0|100
0|2021-11-29|13126.0|0|13126.0|0|237.0|0|0.0|100
0|2021-11-30|13136.0|0|13136.0|0|237.0|0|0.0|100
0|2021-12-01|13154.0|0|13154.0|0|239.0|0|0.0|100
0|2021-12-02|13189.0|0|13189.0|0|242.0|0|0.0|100
0|2021-12-03|13234.0|0|13234.0|0|242.0|0|0.0|100
0|2021-12-04|13234.0|0|13234.0|0|242.0|0|0.0|100
0|2021-12-05|13234.0|0|13234.0|0|242.0|0|0.0|100
0|2021-12-06|13364.0|0|13364.0|0|244.0|0|0.0|100
0|2021-12-07|13390.0|0|13390.0|0|245.0|0|0.0|100
0|2021-12-08|13443.0|0|13443.0|0|246.0|0|0.0|100
0|2021-12-09|13524.0|0|13524.0|0|246.0|0|0.0|100
0|2021-12-10|13590.0|0|13590.0|0|247.0|0|0.0|100
0|2021-12-11|13590.0|0|13590.0|0|247.0|0|0.0|100
0|2021-12-12|13590.0|0|13590.0|0|247.0|0|0.0|100
0|2021-12-13|13695.0|0|13695.0|0|248.0|0|0.0|100
0|2021-12-14|13695.0|0|13712.0|0|248.0|0|0.0|100
0|2021-12-15|13746.0|0|13746.0|0|250.0|0|0.0|100
0|2021-12-16|13786.0|0|13786.0|0|250.0|0|0.0|100
0|2021-12-17|13825.0|0|13825.0|0|251.0|0|0.0|100
0|2021-12-18|13825.0|0|13825.0|0|251.0|0|0.0|100
0|2021-12-19|13825.0|0|13825.0|0|251.0|0|0.0|100
0|2021-12-20|13942.0|0|13942.0|0|251.0|0|0.0|100
0|2021-12-21|13984.0|0|13984.0|0|251.0|0|0.0|100
0|2021-12-22|14067.0|0|14067.0|0|254.0|0|0.0|100
0|2021-12-23|14067.0|0|14067.0|0|254.0|0|0.0|100
0|2021-12-24|14067.0|0|14067.0|0|254.0|0|0.0|100
0|2021-12-25|14067.0|0|14067.0|0|254.0|0|0.0|100
0|2021-12-26|14067.0|0|14067.0|0|254.0|0|0.0|100
0|2021-12-27|14067.0|0|14067.0|0|254.0|0|0.0|100
0|2021-12-28|14320.0|0|14320.0|0|255.0|0|0.0|100
0|2021-12-29|14384.0|0|14384.0|0|255.0|0|0.0|100
0|2021-12-30|14566.0|0|14566.0|0|256.0|0|0.0|100
0|2021-12-31|14566.0|0|14659.0|0|256.0|0|0.0|100
0|2022-01-01|14566.0|0|14659.0|0|256.0|0|0.0|100
0|2022-01-02|14566.0|0|14659.0|0|256.0|0|0.0|100
0|2022-01-03|14861.0|0|14861.0|0|258.0|0|0.0|100
0|2022-01-04|14920.0|0|14920.0|0|258.0|0|0.0|100
0|2022-01-05|15083.0|0|15083.0|0|261.0|0|0.0|100
0|2022-01-06|15213.0|0|15213.0|0|262.0|0|0.0|100
0|2022-01-07|15351.0|0|15351.0|0|262.0|0|0.0|100
0|2022-01-08|15351.0|0|15351.0|0|262.0|0|0.0|100
0|2022-01-09|15351.0|0|15351.0|0|262.0|0|0.0|100
0|2022-01-10|15710.0|0|15710.0|0|262.0|0|0.0|100
0|2022-01-11|15769.0|0|15769.0|0|262.0|0|0.0|100
0|2022-01-12|15963.0|0|15963.0|0|265.0|0|0.0|100
0|2022-01-13|15963.0|0|16266.0|0|265.0|0|0.0|100
0|2022-01-14|16474.0|0|16474.0|0|267.0|0|0.0|100
0|2022-01-15|16474.0|0|16474.0|0|267.0|0|0.0|100
0|2022-01-16|16474.0|0|16474.0|0|267.0|0|0.0|100
0|2022-01-17|16474.0|0|0.0|100|267.0|0|0.0|100
