|dates|NewKent_Virginia_UnitedStates.JHU_ConfirmedCases.data|NewKent_Virginia_UnitedStates.JHU_ConfirmedCases.missing|NewKent_Virginia_UnitedStates.NYT_ConfirmedCases.data|NewKent_Virginia_UnitedStates.NYT_ConfirmedCases.missing|NewKent_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|NewKent_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|NewKent_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|NewKent_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-07|2643.0|0|2643.0|0|27.0|0|0.0|100
0|2021-12-08|2647.0|0|2647.0|0|27.0|0|0.0|100
0|2021-12-09|2653.0|0|2653.0|0|27.0|0|0.0|100
0|2021-12-10|2658.0|0|2658.0|0|27.0|0|0.0|100
0|2021-12-11|2658.0|0|2658.0|0|27.0|0|0.0|100
0|2021-12-12|2658.0|0|2658.0|0|27.0|0|0.0|100
0|2021-12-13|2684.0|0|2684.0|0|27.0|0|0.0|100
0|2021-12-14|2684.0|0|2709.0|0|27.0|0|0.0|100
0|2021-12-15|2710.0|0|2710.0|0|27.0|0|0.0|100
0|2021-12-16|2719.0|0|2719.0|0|27.0|0|0.0|100
0|2021-12-17|2726.0|0|2726.0|0|27.0|0|0.0|100
0|2021-12-18|2726.0|0|2726.0|0|27.0|0|0.0|100
0|2021-12-19|2726.0|0|2726.0|0|27.0|0|0.0|100
0|2021-12-20|2745.0|0|2745.0|0|27.0|0|0.0|100
0|2021-12-21|2763.0|0|2763.0|0|27.0|0|0.0|100
0|2021-12-22|2785.0|0|2785.0|0|27.0|0|0.0|100
0|2021-12-23|2791.0|0|2791.0|0|27.0|0|0.0|100
0|2021-12-24|2791.0|0|2803.0|0|28.0|0|0.0|100
0|2021-12-25|2803.0|0|2803.0|0|28.0|0|0.0|100
0|2021-12-26|2803.0|0|2803.0|0|28.0|0|0.0|100
0|2021-12-27|2847.0|0|2847.0|0|28.0|0|0.0|100
0|2021-12-28|2860.0|0|2860.0|0|28.0|0|0.0|100
0|2021-12-29|2883.0|0|2883.0|0|28.0|0|0.0|100
0|2021-12-30|2908.0|0|2908.0|0|28.0|0|0.0|100
0|2021-12-31|2956.0|0|2956.0|0|28.0|0|0.0|100
0|2022-01-01|2956.0|0|2956.0|0|28.0|0|0.0|100
0|2022-01-02|2956.0|0|2956.0|0|28.0|0|0.0|100
0|2022-01-03|3070.0|0|3070.0|0|28.0|0|0.0|100
0|2022-01-04|3109.0|0|3109.0|0|28.0|0|0.0|100
0|2022-01-05|3121.0|0|3121.0|0|28.0|0|0.0|100
0|2022-01-06|3164.0|0|3164.0|0|28.0|0|0.0|100
0|2022-01-07|3200.0|0|3200.0|0|28.0|0|0.0|100
0|2022-01-08|3200.0|0|3200.0|0|28.0|0|0.0|100
0|2022-01-09|3200.0|0|3200.0|0|28.0|0|0.0|100
0|2022-01-10|3340.0|0|3340.0|0|28.0|0|0.0|100
0|2022-01-11|3378.0|0|3378.0|0|28.0|0|0.0|100
0|2022-01-12|3430.0|0|3430.0|0|28.0|0|0.0|100
0|2022-01-13|3430.0|0|3472.0|0|28.0|0|0.0|100
0|2022-01-14|3537.0|0|3537.0|0|28.0|0|0.0|100
0|2022-01-15|3537.0|0|3537.0|0|28.0|0|0.0|100
0|2022-01-16|3537.0|0|3537.0|0|28.0|0|0.0|100
0|2022-01-17|3688.0|0|0.0|100|28.0|0|0.0|100
