|dates|Thomas_Georgia_UnitedStates.JHU_ConfirmedCases.data|Thomas_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Thomas_Georgia_UnitedStates.NYT_ConfirmedCases.data|Thomas_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Thomas_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Thomas_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Thomas_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Thomas_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-08|7695.0|0|7843.0|0|181.0|0|0.0|100
0|2021-11-09|7700.0|0|7848.0|0|181.0|0|0.0|100
0|2021-11-10|7701.0|0|7849.0|0|181.0|0|0.0|100
0|2021-11-11|7701.0|0|7849.0|0|181.0|0|0.0|100
0|2021-11-12|7704.0|0|7852.0|0|181.0|0|0.0|100
0|2021-11-13|7704.0|0|7852.0|0|181.0|0|0.0|100
0|2021-11-14|7704.0|0|7852.0|0|181.0|0|0.0|100
0|2021-11-15|7708.0|0|7863.0|0|182.0|0|0.0|100
0|2021-11-16|7711.0|0|7866.0|0|182.0|0|0.0|100
0|2021-11-17|7715.0|0|7870.0|0|182.0|0|0.0|100
0|2021-11-18|7729.0|0|7884.0|0|182.0|0|0.0|100
0|2021-11-19|7732.0|0|7887.0|0|182.0|0|0.0|100
0|2021-11-20|7732.0|0|7887.0|0|182.0|0|0.0|100
0|2021-11-21|7732.0|0|7887.0|0|182.0|0|0.0|100
0|2021-11-22|7739.0|0|7910.0|0|183.0|0|0.0|100
0|2021-11-23|7740.0|0|7911.0|0|183.0|0|0.0|100
0|2021-11-24|7738.0|0|7909.0|0|183.0|0|0.0|100
0|2021-11-25|7738.0|0|7909.0|0|183.0|0|0.0|100
0|2021-11-26|7738.0|0|7909.0|0|183.0|0|0.0|100
0|2021-11-27|7738.0|0|7909.0|0|183.0|0|0.0|100
0|2021-11-28|7738.0|0|7909.0|0|183.0|0|0.0|100
0|2021-11-29|7750.0|0|7921.0|0|183.0|0|0.0|100
0|2021-11-30|7752.0|0|7900.0|0|183.0|0|0.0|100
0|2021-12-01|7758.0|0|7906.0|0|183.0|0|0.0|100
0|2021-12-02|7761.0|0|7909.0|0|183.0|0|0.0|100
0|2021-12-03|7764.0|0|7912.0|0|183.0|0|0.0|100
0|2021-12-04|7764.0|0|7912.0|0|183.0|0|0.0|100
0|2021-12-05|7764.0|0|7912.0|0|183.0|0|0.0|100
0|2021-12-06|7771.0|0|7920.0|0|183.0|0|0.0|100
0|2021-12-07|7772.0|0|7921.0|0|183.0|0|0.0|100
0|2021-12-08|7779.0|0|7928.0|0|183.0|0|0.0|100
0|2021-12-09|7781.0|0|7930.0|0|183.0|0|0.0|100
0|2021-12-10|7783.0|0|7932.0|0|183.0|0|0.0|100
0|2021-12-11|7783.0|0|7932.0|0|183.0|0|0.0|100
0|2021-12-12|7783.0|0|7932.0|0|183.0|0|0.0|100
0|2021-12-13|7787.0|0|7936.0|0|183.0|0|0.0|100
0|2021-12-14|7787.0|0|7940.0|0|183.0|0|0.0|100
0|2021-12-15|7792.0|0|7941.0|0|182.0|0|0.0|100
0|2021-12-16|7793.0|0|7942.0|0|182.0|0|0.0|100
0|2021-12-17|7796.0|0|7945.0|0|182.0|0|0.0|100
0|2021-12-18|7796.0|0|7945.0|0|182.0|0|0.0|100
0|2021-12-19|7796.0|0|7945.0|0|182.0|0|0.0|100
0|2021-12-20|7803.0|0|7954.0|0|182.0|0|0.0|100
0|2021-12-21|7804.0|0|7955.0|0|182.0|0|0.0|100
0|2021-12-22|7810.0|0|7961.0|0|182.0|0|0.0|100
0|2021-12-23|7820.0|0|7971.0|0|182.0|0|0.0|100
0|2021-12-24|7828.0|0|7979.0|0|182.0|0|0.0|100
0|2021-12-25|7828.0|0|7979.0|0|182.0|0|0.0|100
0|2021-12-26|7828.0|0|7979.0|0|182.0|0|0.0|100
0|2021-12-27|7842.0|0|7992.0|0|182.0|0|0.0|100
0|2021-12-28|7859.0|0|8009.0|0|184.0|0|0.0|100
0|2021-12-29|7887.0|0|8037.0|0|184.0|0|0.0|100
0|2021-12-30|7931.0|0|8081.0|0|185.0|0|0.0|100
0|2021-12-31|7986.0|0|8136.0|0|185.0|0|0.0|100
0|2022-01-01|7986.0|0|8136.0|0|185.0|0|0.0|100
0|2022-01-02|7986.0|0|8136.0|0|185.0|0|0.0|100
0|2022-01-03|7986.0|0|8136.0|0|185.0|0|0.0|100
0|2022-01-04|8154.0|0|8304.0|0|185.0|0|0.0|100
0|2022-01-05|8260.0|0|8410.0|0|185.0|0|0.0|100
0|2022-01-06|8260.0|0|8410.0|0|185.0|0|0.0|100
0|2022-01-07|8260.0|0|8410.0|0|185.0|0|0.0|100
0|2022-01-08|8260.0|0|8410.0|0|185.0|0|0.0|100
0|2022-01-09|8260.0|0|8410.0|0|185.0|0|0.0|100
0|2022-01-10|8678.0|0|8849.0|0|185.0|0|0.0|100
0|2022-01-11|8788.0|0|8959.0|0|185.0|0|0.0|100
0|2022-01-12|8885.0|0|9056.0|0|185.0|0|0.0|100
0|2022-01-13|8885.0|0|9246.0|0|185.0|0|0.0|100
0|2022-01-14|9183.0|0|9354.0|0|185.0|0|0.0|100
0|2022-01-15|9183.0|0|9354.0|0|185.0|0|0.0|100
0|2022-01-16|9183.0|0|9354.0|0|185.0|0|0.0|100
0|2022-01-17|9472.0|0|0.0|100|185.0|0|0.0|100
