|dates|LaGrange_Indiana_UnitedStates.JHU_ConfirmedCases.data|LaGrange_Indiana_UnitedStates.JHU_ConfirmedCases.missing|LaGrange_Indiana_UnitedStates.NYT_ConfirmedCases.data|LaGrange_Indiana_UnitedStates.NYT_ConfirmedCases.missing|LaGrange_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|LaGrange_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|LaGrange_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|LaGrange_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-06|4322.0|0|4328.0|0|91.0|0|0.0|100
0|2021-12-07|4365.0|0|4371.0|0|91.0|0|0.0|100
0|2021-12-08|4396.0|0|4402.0|0|91.0|0|0.0|100
0|2021-12-09|4419.0|0|4425.0|0|91.0|0|0.0|100
0|2021-12-10|4441.0|0|4448.0|0|91.0|0|0.0|100
0|2021-12-11|4441.0|0|4448.0|0|91.0|0|0.0|100
0|2021-12-12|4441.0|0|4448.0|0|91.0|0|0.0|100
0|2021-12-13|4489.0|0|4496.0|0|91.0|0|0.0|100
0|2021-12-14|4489.0|0|4502.0|0|91.0|0|0.0|100
0|2021-12-15|4514.0|0|4520.0|0|92.0|0|0.0|100
0|2021-12-16|4533.0|0|4539.0|0|93.0|0|0.0|100
0|2021-12-17|4551.0|0|4557.0|0|93.0|0|0.0|100
0|2021-12-18|4551.0|0|4557.0|0|93.0|0|0.0|100
0|2021-12-19|4551.0|0|4557.0|0|93.0|0|0.0|100
0|2021-12-20|4576.0|0|4582.0|0|93.0|0|0.0|100
0|2021-12-21|4579.0|0|4585.0|0|93.0|0|0.0|100
0|2021-12-22|4597.0|0|4603.0|0|93.0|0|0.0|100
0|2021-12-23|4597.0|0|4603.0|0|93.0|0|0.0|100
0|2021-12-24|4597.0|0|4603.0|0|93.0|0|0.0|100
0|2021-12-25|4597.0|0|4603.0|0|93.0|0|0.0|100
0|2021-12-26|4597.0|0|4603.0|0|93.0|0|0.0|100
0|2021-12-27|4628.0|0|4634.0|0|93.0|0|0.0|100
0|2021-12-28|4650.0|0|4656.0|0|93.0|0|0.0|100
0|2021-12-29|4669.0|0|4675.0|0|93.0|0|0.0|100
0|2021-12-30|4699.0|0|4705.0|0|93.0|0|0.0|100
0|2021-12-31|4699.0|0|4705.0|0|93.0|0|0.0|100
0|2022-01-01|4699.0|0|4705.0|0|93.0|0|0.0|100
0|2022-01-02|4699.0|0|4705.0|0|93.0|0|0.0|100
0|2022-01-03|4726.0|0|4732.0|0|93.0|0|0.0|100
0|2022-01-04|4737.0|0|4743.0|0|93.0|0|0.0|100
0|2022-01-05|4757.0|0|4763.0|0|93.0|0|0.0|100
0|2022-01-06|4771.0|0|4777.0|0|94.0|0|0.0|100
0|2022-01-07|4780.0|0|4786.0|0|95.0|0|0.0|100
0|2022-01-08|4780.0|0|4786.0|0|95.0|0|0.0|100
0|2022-01-09|4780.0|0|4786.0|0|95.0|0|0.0|100
0|2022-01-10|4830.0|0|4836.0|0|95.0|0|0.0|100
0|2022-01-11|4875.0|0|4881.0|0|95.0|0|0.0|100
0|2022-01-12|4928.0|0|4934.0|0|95.0|0|0.0|100
0|2022-01-13|4928.0|0|4962.0|0|95.0|0|0.0|100
0|2022-01-14|5012.0|0|5018.0|0|96.0|0|0.0|100
0|2022-01-15|5012.0|0|5018.0|0|96.0|0|0.0|100
0|2022-01-16|5012.0|0|5018.0|0|96.0|0|0.0|100
0|2022-01-17|5129.0|0|0.0|100|96.0|0|0.0|100
