|dates|McLennan_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|McLennan_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|McLennan_Texas_UnitedStates.Male_Total_Population.data|McLennan_Texas_UnitedStates.Male_Total_Population.missing|McLennan_Texas_UnitedStates.Female_Total_Population.data|McLennan_Texas_UnitedStates.Female_Total_Population.missing|McLennan_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|McLennan_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-19|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2021-12-20|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2021-12-21|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2021-12-22|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2021-12-23|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2021-12-24|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2021-12-25|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2021-12-26|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2021-12-27|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2021-12-28|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2021-12-29|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2021-12-30|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2021-12-31|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2022-01-01|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2022-01-02|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2022-01-03|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2022-01-04|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2022-01-05|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2022-01-06|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2022-01-07|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2022-01-08|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2022-01-09|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2022-01-10|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2022-01-11|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2022-01-12|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2022-01-13|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2022-01-14|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2022-01-15|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2022-01-16|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2022-01-17|36615.0|0|124464.0|0|130143.0|0|62861.0|0
