|dates|McLennan_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|McLennan_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|McLennan_Texas_UnitedStates.Male_Total_Population.data|McLennan_Texas_UnitedStates.Male_Total_Population.missing|McLennan_Texas_UnitedStates.Female_Total_Population.data|McLennan_Texas_UnitedStates.Female_Total_Population.missing|McLennan_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|McLennan_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-17|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2021-10-18|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2021-10-19|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2021-10-20|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2021-10-21|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2021-10-22|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2021-10-23|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2021-10-24|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2021-10-25|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2021-10-26|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2021-10-27|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2021-10-28|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2021-10-29|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2021-10-30|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2021-10-31|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2021-11-01|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2021-11-02|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2021-11-03|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2021-11-04|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2021-11-05|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2021-11-06|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2021-11-07|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2021-11-08|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2021-11-09|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2021-11-10|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2021-11-11|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2021-11-12|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2021-11-13|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2021-11-14|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2021-11-15|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2021-11-16|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2021-11-17|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2021-11-18|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2021-11-19|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2021-11-20|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2021-11-21|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2021-11-22|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2021-11-23|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2021-11-24|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2021-11-25|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2021-11-26|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2021-11-27|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2021-11-28|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2021-11-29|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2021-11-30|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2021-12-01|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2021-12-02|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2021-12-03|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2021-12-04|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2021-12-05|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2021-12-06|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2021-12-07|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2021-12-08|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2021-12-09|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2021-12-10|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2021-12-11|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2021-12-12|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2021-12-13|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2021-12-14|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2021-12-15|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2021-12-16|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2021-12-17|36615.0|0|124464.0|0|130143.0|0|62861.0|0
0|2021-12-18|36615.0|0|124464.0|0|130143.0|0|62861.0|0
