|dates|Zapata_Texas_UnitedStates.BLS_EmployedPopulation.data|Zapata_Texas_UnitedStates.BLS_EmployedPopulation.missing|Zapata_Texas_UnitedStates.BLS_UnemployedPopulation.data|Zapata_Texas_UnitedStates.BLS_UnemployedPopulation.missing|Zapata_Texas_UnitedStates.BLS_UnemploymentRate.data|Zapata_Texas_UnitedStates.BLS_UnemploymentRate.missing|Zapata_Texas_UnitedStates.BLS_LaborForcePopulation.data|Zapata_Texas_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|3767.0|0|611.0|0|13.956144358154408|0|4378.0|0
0|2021-10-18|3767.0|0|611.0|0|13.956144358154408|0|4378.0|0
0|2021-10-19|3767.0|0|611.0|0|13.956144358154408|0|4378.0|0
0|2021-10-20|3767.0|0|611.0|0|13.956144358154408|0|4378.0|0
0|2021-10-21|3767.0|0|611.0|0|13.956144358154408|0|4378.0|0
0|2021-10-22|3767.0|0|611.0|0|13.956144358154408|0|4378.0|0
0|2021-10-23|3767.0|0|611.0|0|13.956144358154408|0|4378.0|0
0|2021-10-24|3767.0|0|611.0|0|13.956144358154408|0|4378.0|0
0|2021-10-25|3767.0|0|611.0|0|13.956144358154408|0|4378.0|0
0|2021-10-26|3767.0|0|611.0|0|13.956144358154408|0|4378.0|0
0|2021-10-27|3767.0|0|611.0|0|13.956144358154408|0|4378.0|0
0|2021-10-28|3767.0|0|611.0|0|13.956144358154408|0|4378.0|0
0|2021-10-29|3767.0|0|611.0|0|13.956144358154408|0|4378.0|0
0|2021-10-30|3767.0|0|611.0|0|13.956144358154408|0|4378.0|0
0|2021-10-31|3767.0|0|611.0|0|13.956144358154408|0|4378.0|0
0|2021-11-01|3767.0|0|611.0|0|13.956144358154408|0|4378.0|0
0|2021-11-02|3767.0|0|611.0|0|13.956144358154408|0|4378.0|0
0|2021-11-03|3767.0|0|611.0|0|13.956144358154408|0|4378.0|0
0|2021-11-04|3767.0|0|611.0|0|13.956144358154408|0|4378.0|0
0|2021-11-05|3767.0|0|611.0|0|13.956144358154408|0|4378.0|0
0|2021-11-06|3767.0|0|611.0|0|13.956144358154408|0|4378.0|0
0|2021-11-07|3767.0|0|611.0|0|13.956144358154408|0|4378.0|0
0|2021-11-08|3767.0|0|611.0|0|13.956144358154408|0|4378.0|0
0|2021-11-09|3767.0|0|611.0|0|13.956144358154408|0|4378.0|0
0|2021-11-10|3767.0|0|611.0|0|13.956144358154408|0|4378.0|0
0|2021-11-11|3767.0|0|611.0|0|13.956144358154408|0|4378.0|0
