|dates|Jefferson_Colorado_UnitedStates.BLS_EmployedPopulation.data|Jefferson_Colorado_UnitedStates.BLS_EmployedPopulation.missing|Jefferson_Colorado_UnitedStates.BLS_UnemployedPopulation.data|Jefferson_Colorado_UnitedStates.BLS_UnemployedPopulation.missing|Jefferson_Colorado_UnitedStates.BLS_UnemploymentRate.data|Jefferson_Colorado_UnitedStates.BLS_UnemploymentRate.missing|Jefferson_Colorado_UnitedStates.BLS_LaborForcePopulation.data|Jefferson_Colorado_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|322140.0|0|18267.0|0|5.36622337378491|0|340407.0|0
0|2021-10-18|322140.0|0|18267.0|0|5.36622337378491|0|340407.0|0
0|2021-10-19|322140.0|0|18267.0|0|5.36622337378491|0|340407.0|0
0|2021-10-20|322140.0|0|18267.0|0|5.36622337378491|0|340407.0|0
0|2021-10-21|322140.0|0|18267.0|0|5.36622337378491|0|340407.0|0
0|2021-10-22|322140.0|0|18267.0|0|5.36622337378491|0|340407.0|0
0|2021-10-23|322140.0|0|18267.0|0|5.36622337378491|0|340407.0|0
0|2021-10-24|322140.0|0|18267.0|0|5.36622337378491|0|340407.0|0
0|2021-10-25|322140.0|0|18267.0|0|5.36622337378491|0|340407.0|0
0|2021-10-26|322140.0|0|18267.0|0|5.36622337378491|0|340407.0|0
0|2021-10-27|322140.0|0|18267.0|0|5.36622337378491|0|340407.0|0
0|2021-10-28|322140.0|0|18267.0|0|5.36622337378491|0|340407.0|0
0|2021-10-29|322140.0|0|18267.0|0|5.36622337378491|0|340407.0|0
0|2021-10-30|322140.0|0|18267.0|0|5.36622337378491|0|340407.0|0
0|2021-10-31|322140.0|0|18267.0|0|5.36622337378491|0|340407.0|0
0|2021-11-01|322140.0|0|18267.0|0|5.36622337378491|0|340407.0|0
0|2021-11-02|322140.0|0|18267.0|0|5.36622337378491|0|340407.0|0
0|2021-11-03|322140.0|0|18267.0|0|5.36622337378491|0|340407.0|0
0|2021-11-04|322140.0|0|18267.0|0|5.36622337378491|0|340407.0|0
0|2021-11-05|322140.0|0|18267.0|0|5.36622337378491|0|340407.0|0
