|dates|Gooding_Idaho_UnitedStates.JHU_ConfirmedCases.data|Gooding_Idaho_UnitedStates.JHU_ConfirmedCases.missing|Gooding_Idaho_UnitedStates.NYT_ConfirmedCases.data|Gooding_Idaho_UnitedStates.NYT_ConfirmedCases.missing|Gooding_Idaho_UnitedStates.JHU_ConfirmedDeaths.data|Gooding_Idaho_UnitedStates.JHU_ConfirmedDeaths.missing|Gooding_Idaho_UnitedStates.JHU_ConfirmedRecoveries.data|Gooding_Idaho_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|2219.0|0|2219.0|0|40.0|0|0.0|100
0|2021-10-18|2226.0|0|2226.0|0|40.0|0|0.0|100
0|2021-10-19|2230.0|0|2230.0|0|40.0|0|0.0|100
0|2021-10-20|2234.0|0|2234.0|0|40.0|0|0.0|100
0|2021-10-21|2242.0|0|2242.0|0|40.0|0|0.0|100
0|2021-10-22|2246.0|0|2246.0|0|40.0|0|0.0|100
0|2021-10-23|2248.0|0|2248.0|0|40.0|0|0.0|100
0|2021-10-24|2251.0|0|2251.0|0|40.0|0|0.0|100
0|2021-10-25|2253.0|0|2253.0|0|40.0|0|0.0|100
0|2021-10-26|2257.0|0|2257.0|0|40.0|0|0.0|100
0|2021-10-27|2264.0|0|2264.0|0|40.0|0|0.0|100
0|2021-10-28|2268.0|0|2268.0|0|40.0|0|0.0|100
0|2021-10-29|2271.0|0|2271.0|0|42.0|0|0.0|100
0|2021-10-30|2273.0|0|2273.0|0|42.0|0|0.0|100
0|2021-10-31|2274.0|0|2274.0|0|42.0|0|0.0|100
0|2021-11-01|2275.0|0|2275.0|0|42.0|0|0.0|100
0|2021-11-02|2284.0|0|2284.0|0|42.0|0|0.0|100
0|2021-11-03|2286.0|0|2286.0|0|42.0|0|0.0|100
0|2021-11-04|2293.0|0|2293.0|0|42.0|0|0.0|100
0|2021-11-05|2298.0|0|2298.0|0|42.0|0|0.0|100
0|2021-11-06|2302.0|0|2302.0|0|42.0|0|0.0|100
0|2021-11-07|2302.0|0|2302.0|0|42.0|0|0.0|100
0|2021-11-08|2307.0|0|2307.0|0|43.0|0|0.0|100
0|2021-11-09|2313.0|0|2313.0|0|43.0|0|0.0|100
0|2021-11-10|2313.0|0|2316.0|0|43.0|0|0.0|100
0|2021-11-11|2316.0|0|2316.0|0|43.0|0|0.0|100
0|2021-11-12|2319.0|0|2316.0|0|43.0|0|0.0|100
0|2021-11-13|2322.0|0|2319.0|0|43.0|0|0.0|100
0|2021-11-14|2322.0|0|2322.0|0|43.0|0|0.0|100
0|2021-11-15|2325.0|0|2325.0|0|43.0|0|0.0|100
0|2021-11-16|2326.0|0|2326.0|0|43.0|0|0.0|100
0|2021-11-17|2328.0|0|2328.0|0|43.0|0|0.0|100
0|2021-11-18|2329.0|0|2329.0|0|43.0|0|0.0|100
0|2021-11-19|2334.0|0|2329.0|0|43.0|0|0.0|100
0|2021-11-20|2337.0|0|2337.0|0|43.0|0|0.0|100
0|2021-11-21|2337.0|0|2337.0|0|43.0|0|0.0|100
0|2021-11-22|2337.0|0|2337.0|0|43.0|0|0.0|100
0|2021-11-23|2342.0|0|2342.0|0|43.0|0|0.0|100
0|2021-11-24|2344.0|0|2344.0|0|43.0|0|0.0|100
0|2021-11-25|2344.0|0|2344.0|0|43.0|0|0.0|100
0|2021-11-26|2344.0|0|2344.0|0|43.0|0|0.0|100
0|2021-11-27|2345.0|0|2345.0|0|43.0|0|0.0|100
0|2021-11-28|2345.0|0|2345.0|0|43.0|0|0.0|100
0|2021-11-29|2350.0|0|2350.0|0|43.0|0|0.0|100
0|2021-11-30|2354.0|0|2354.0|0|43.0|0|0.0|100
0|2021-12-01|2357.0|0|2357.0|0|43.0|0|0.0|100
0|2021-12-02|2357.0|0|2364.0|0|43.0|0|0.0|100
0|2021-12-03|2366.0|0|2364.0|0|43.0|0|0.0|100
0|2021-12-04|2367.0|0|2367.0|0|43.0|0|0.0|100
0|2021-12-05|2367.0|0|2367.0|0|43.0|0|0.0|100
0|2021-12-06|2369.0|0|2369.0|0|43.0|0|0.0|100
0|2021-12-07|2374.0|0|2374.0|0|43.0|0|0.0|100
0|2021-12-08|2376.0|0|2376.0|0|44.0|0|0.0|100
0|2021-12-09|2379.0|0|2379.0|0|44.0|0|0.0|100
0|2021-12-10|2380.0|0|2380.0|0|44.0|0|0.0|100
0|2021-12-11|2382.0|0|2382.0|0|44.0|0|0.0|100
0|2021-12-12|2382.0|0|2382.0|0|44.0|0|0.0|100
0|2021-12-13|2385.0|0|2385.0|0|44.0|0|0.0|100
0|2021-12-14|2385.0|0|2386.0|0|44.0|0|0.0|100
0|2021-12-15|2388.0|0|2388.0|0|44.0|0|0.0|100
0|2021-12-16|2390.0|0|2390.0|0|44.0|0|0.0|100
0|2021-12-17|2393.0|0|2393.0|0|44.0|0|0.0|100
0|2021-12-18|2393.0|0|2393.0|0|44.0|0|0.0|100
0|2021-12-19|2393.0|0|2393.0|0|44.0|0|0.0|100
0|2021-12-20|2394.0|0|2394.0|0|44.0|0|0.0|100
0|2021-12-21|2400.0|0|2400.0|0|44.0|0|0.0|100
0|2021-12-22|2404.0|0|2404.0|0|44.0|0|0.0|100
0|2021-12-23|2405.0|0|2405.0|0|44.0|0|0.0|100
0|2021-12-24|2405.0|0|2405.0|0|44.0|0|0.0|100
0|2021-12-25|2405.0|0|2405.0|0|44.0|0|0.0|100
0|2021-12-26|2405.0|0|2405.0|0|44.0|0|0.0|100
0|2021-12-27|2406.0|0|2406.0|0|46.0|0|0.0|100
0|2021-12-28|2414.0|0|2414.0|0|46.0|0|0.0|100
0|2021-12-29|2423.0|0|2423.0|0|45.0|0|0.0|100
0|2021-12-30|2431.0|0|2431.0|0|45.0|0|0.0|100
0|2021-12-31|2431.0|0|2431.0|0|45.0|0|0.0|100
0|2022-01-01|2431.0|0|2431.0|0|45.0|0|0.0|100
0|2022-01-02|2431.0|0|2431.0|0|45.0|0|0.0|100
0|2022-01-03|2434.0|0|2434.0|0|45.0|0|0.0|100
0|2022-01-04|2437.0|0|2437.0|0|45.0|0|0.0|100
0|2022-01-05|2446.0|0|2446.0|0|45.0|0|0.0|100
0|2022-01-06|2454.0|0|2454.0|0|45.0|0|0.0|100
0|2022-01-07|2460.0|0|2460.0|0|45.0|0|0.0|100
0|2022-01-08|2461.0|0|2461.0|0|45.0|0|0.0|100
0|2022-01-09|2461.0|0|2461.0|0|45.0|0|0.0|100
0|2022-01-10|2463.0|0|2463.0|0|45.0|0|0.0|100
0|2022-01-11|2464.0|0|2464.0|0|45.0|0|0.0|100
0|2022-01-12|2465.0|0|2465.0|0|45.0|0|0.0|100
0|2022-01-13|2465.0|0|2475.0|0|45.0|0|0.0|100
0|2022-01-14|2489.0|0|2489.0|0|46.0|0|0.0|100
0|2022-01-15|2491.0|0|2491.0|0|46.0|0|0.0|100
0|2022-01-16|2491.0|0|2491.0|0|46.0|0|0.0|100
0|2022-01-17|2491.0|0|0.0|100|46.0|0|0.0|100
