|dates|Durham_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Durham_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Durham_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|Durham_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Durham_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Durham_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Durham_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Durham_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|33963.0|0|34435.0|0|257.0|0|0.0|100
0|2021-10-18|34122.0|0|34603.0|0|257.0|0|0.0|100
0|2021-10-19|34152.0|0|34603.0|0|257.0|0|0.0|100
0|2021-10-20|34202.0|0|34603.0|0|257.0|0|0.0|100
0|2021-10-21|34264.0|0|34694.0|0|257.0|0|0.0|100
0|2021-10-22|34314.0|0|34752.0|0|257.0|0|0.0|100
0|2021-10-23|34314.0|0|34785.0|0|257.0|0|0.0|100
0|2021-10-24|34314.0|0|34785.0|0|257.0|0|0.0|100
0|2021-10-25|34457.0|0|34884.0|0|258.0|0|0.0|100
0|2021-10-26|34482.0|0|34923.0|0|258.0|0|0.0|100
0|2021-10-27|34526.0|0|34959.0|0|259.0|0|0.0|100
0|2021-10-28|34577.0|0|35007.0|0|259.0|0|0.0|100
0|2021-10-29|34630.0|0|35000.0|0|259.0|0|0.0|100
0|2021-10-30|34630.0|0|35034.0|0|259.0|0|0.0|100
0|2021-10-31|34630.0|0|35034.0|0|259.0|0|0.0|100
0|2021-11-01|34744.0|0|35122.0|0|259.0|0|0.0|100
0|2021-11-02|34769.0|0|35143.0|0|259.0|0|0.0|100
0|2021-11-03|34805.0|0|35159.0|0|260.0|0|0.0|100
0|2021-11-04|34864.0|0|35194.0|0|260.0|0|0.0|100
0|2021-11-05|34927.0|0|35286.0|0|260.0|0|0.0|100
0|2021-11-06|34927.0|0|35288.0|0|260.0|0|0.0|100
0|2021-11-07|34927.0|0|35288.0|0|260.0|0|0.0|100
0|2021-11-08|35030.0|0|35363.0|0|261.0|0|0.0|100
0|2021-11-09|35045.0|0|35363.0|0|261.0|0|0.0|100
0|2021-11-10|35075.0|0|35428.0|0|261.0|0|0.0|100
0|2021-11-11|35075.0|0|35428.0|0|261.0|0|0.0|100
0|2021-11-12|35167.0|0|35527.0|0|262.0|0|0.0|100
0|2021-11-13|35167.0|0|35527.0|0|262.0|0|0.0|100
0|2021-11-14|35167.0|0|35527.0|0|262.0|0|0.0|100
0|2021-11-15|35302.0|0|35675.0|0|262.0|0|0.0|100
0|2021-11-16|35355.0|0|35675.0|0|262.0|0|0.0|100
0|2021-11-17|35403.0|0|35711.0|0|262.0|0|0.0|100
0|2021-11-18|35446.0|0|35807.0|0|262.0|0|0.0|100
0|2021-11-19|35497.0|0|35807.0|0|263.0|0|0.0|100
0|2021-11-20|35497.0|0|35807.0|0|263.0|0|0.0|100
0|2021-11-21|35497.0|0|35807.0|0|263.0|0|0.0|100
0|2021-11-22|35613.0|0|35956.0|0|263.0|0|0.0|100
0|2021-11-23|35640.0|0|35981.0|0|263.0|0|0.0|100
0|2021-11-24|35688.0|0|35981.0|0|265.0|0|0.0|100
0|2021-11-25|35688.0|0|35981.0|0|265.0|0|0.0|100
0|2021-11-26|35688.0|0|35981.0|0|265.0|0|0.0|100
0|2021-11-27|35688.0|0|35981.0|0|265.0|0|0.0|100
0|2021-11-28|35688.0|0|35981.0|0|265.0|0|0.0|100
0|2021-11-29|35839.0|0|36166.0|0|265.0|0|0.0|100
0|2021-11-30|35865.0|0|36166.0|0|265.0|0|0.0|100
0|2021-12-01|35919.0|0|36220.0|0|265.0|0|0.0|100
0|2021-12-02|35991.0|0|36276.0|0|266.0|0|0.0|100
0|2021-12-03|36067.0|0|36358.0|0|266.0|0|0.0|100
0|2021-12-04|36067.0|0|36358.0|0|266.0|0|0.0|100
0|2021-12-05|36067.0|0|36358.0|0|266.0|0|0.0|100
0|2021-12-06|36269.0|0|36633.0|0|266.0|0|0.0|100
0|2021-12-07|36322.0|0|36633.0|0|266.0|0|0.0|100
0|2021-12-08|36396.0|0|36690.0|0|267.0|0|0.0|100
0|2021-12-09|36471.0|0|36769.0|0|267.0|0|0.0|100
0|2021-12-10|36550.0|0|36907.0|0|267.0|0|0.0|100
0|2021-12-11|36550.0|0|36907.0|0|267.0|0|0.0|100
0|2021-12-12|36550.0|0|36907.0|0|267.0|0|0.0|100
0|2021-12-13|36718.0|0|37060.0|0|267.0|0|0.0|100
0|2021-12-14|36718.0|0|37060.0|0|267.0|0|0.0|100
0|2021-12-15|36826.0|0|37112.0|0|267.0|0|0.0|100
0|2021-12-16|36880.0|0|37172.0|0|269.0|0|0.0|100
0|2021-12-17|36958.0|0|37252.0|0|269.0|0|0.0|100
0|2021-12-18|36958.0|0|37346.0|0|269.0|0|0.0|100
0|2021-12-19|36958.0|0|37346.0|0|269.0|0|0.0|100
0|2021-12-20|37203.0|0|37346.0|0|269.0|0|0.0|100
0|2021-12-21|37256.0|0|37346.0|0|269.0|0|0.0|100
0|2021-12-22|37370.0|0|37787.0|0|269.0|0|0.0|100
0|2021-12-23|37370.0|0|37787.0|0|269.0|0|0.0|100
0|2021-12-24|37370.0|0|37787.0|0|269.0|0|0.0|100
0|2021-12-25|37370.0|0|37787.0|0|269.0|0|0.0|100
0|2021-12-26|37370.0|0|37787.0|0|269.0|0|0.0|100
0|2021-12-27|37370.0|0|37787.0|0|269.0|0|0.0|100
0|2021-12-28|38437.0|0|39060.0|0|269.0|0|0.0|100
0|2021-12-29|38707.0|0|39060.0|0|269.0|0|0.0|100
0|2021-12-30|39360.0|0|39360.0|0|269.0|0|0.0|100
0|2021-12-31|39360.0|0|40468.0|0|269.0|0|0.0|100
0|2022-01-01|39360.0|0|40468.0|0|269.0|0|0.0|100
0|2022-01-02|39360.0|0|40468.0|0|269.0|0|0.0|100
0|2022-01-03|41793.0|0|42635.0|0|269.0|0|0.0|100
0|2022-01-04|42344.0|0|43246.0|0|269.0|0|0.0|100
0|2022-01-05|43075.0|0|43246.0|0|269.0|0|0.0|100
0|2022-01-06|43956.0|0|43956.0|0|269.0|0|0.0|100
0|2022-01-07|45095.0|0|45095.0|0|269.0|0|0.0|100
0|2022-01-08|45095.0|0|45400.0|0|269.0|0|0.0|100
0|2022-01-09|45095.0|0|45400.0|0|269.0|0|0.0|100
0|2022-01-10|47975.0|0|47975.0|0|271.0|0|0.0|100
0|2022-01-11|48700.0|0|48700.0|0|271.0|0|0.0|100
0|2022-01-12|49393.0|0|49393.0|0|272.0|0|0.0|100
0|2022-01-13|49393.0|0|51636.0|0|272.0|0|0.0|100
0|2022-01-14|52368.0|0|53128.0|0|274.0|0|0.0|100
0|2022-01-15|52368.0|0|54519.0|0|274.0|0|0.0|100
