|dates|RedLake_Minnesota_UnitedStates.JHU_ConfirmedCases.data|RedLake_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|RedLake_Minnesota_UnitedStates.NYT_ConfirmedCases.data|RedLake_Minnesota_UnitedStates.NYT_ConfirmedCases.missing|RedLake_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|RedLake_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|RedLake_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|RedLake_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|576.0|0|576.0|0|9.0|0|0.0|100
0|2021-10-18|578.0|0|578.0|0|9.0|0|0.0|100
0|2021-10-19|586.0|0|586.0|0|9.0|0|0.0|100
0|2021-10-20|586.0|0|586.0|0|9.0|0|0.0|100
0|2021-10-21|589.0|0|589.0|0|9.0|0|0.0|100
0|2021-10-22|589.0|0|589.0|0|9.0|0|0.0|100
0|2021-10-23|589.0|0|589.0|0|9.0|0|0.0|100
0|2021-10-24|589.0|0|589.0|0|9.0|0|0.0|100
0|2021-10-25|591.0|0|591.0|0|9.0|0|0.0|100
0|2021-10-26|596.0|0|596.0|0|9.0|0|0.0|100
0|2021-10-27|603.0|0|603.0|0|9.0|0|0.0|100
0|2021-10-28|608.0|0|608.0|0|9.0|0|0.0|100
0|2021-10-29|601.0|0|601.0|0|9.0|0|0.0|100
0|2021-10-30|601.0|0|601.0|0|9.0|0|0.0|100
0|2021-10-31|601.0|0|601.0|0|9.0|0|0.0|100
0|2021-11-01|610.0|0|610.0|0|9.0|0|0.0|100
0|2021-11-02|616.0|0|616.0|0|9.0|0|0.0|100
0|2021-11-03|620.0|0|620.0|0|10.0|0|0.0|100
0|2021-11-04|621.0|0|621.0|0|10.0|0|0.0|100
0|2021-11-05|626.0|0|626.0|0|10.0|0|0.0|100
0|2021-11-06|626.0|0|626.0|0|10.0|0|0.0|100
0|2021-11-07|626.0|0|626.0|0|10.0|0|0.0|100
0|2021-11-08|633.0|0|633.0|0|10.0|0|0.0|100
0|2021-11-09|647.0|0|647.0|0|10.0|0|0.0|100
0|2021-11-10|647.0|0|655.0|0|10.0|0|0.0|100
0|2021-11-11|662.0|0|662.0|0|10.0|0|0.0|100
0|2021-11-12|669.0|0|669.0|0|10.0|0|0.0|100
0|2021-11-13|669.0|0|669.0|0|10.0|0|0.0|100
0|2021-11-14|669.0|0|669.0|0|10.0|0|0.0|100
0|2021-11-15|671.0|0|671.0|0|10.0|0|0.0|100
0|2021-11-16|679.0|0|679.0|0|10.0|0|0.0|100
0|2021-11-17|680.0|0|680.0|0|10.0|0|0.0|100
0|2021-11-18|688.0|0|688.0|0|10.0|0|0.0|100
0|2021-11-19|689.0|0|689.0|0|10.0|0|0.0|100
0|2021-11-20|689.0|0|689.0|0|10.0|0|0.0|100
0|2021-11-21|689.0|0|689.0|0|10.0|0|0.0|100
0|2021-11-22|687.0|0|687.0|0|10.0|0|0.0|100
0|2021-11-23|701.0|0|701.0|0|10.0|0|0.0|100
0|2021-11-24|704.0|0|704.0|0|10.0|0|0.0|100
0|2021-11-25|704.0|0|704.0|0|10.0|0|0.0|100
0|2021-11-26|707.0|0|707.0|0|10.0|0|0.0|100
0|2021-11-27|707.0|0|707.0|0|10.0|0|0.0|100
0|2021-11-28|707.0|0|707.0|0|10.0|0|0.0|100
0|2021-11-29|708.0|0|708.0|0|10.0|0|0.0|100
0|2021-11-30|713.0|0|713.0|0|10.0|0|0.0|100
0|2021-12-01|714.0|0|714.0|0|10.0|0|0.0|100
0|2021-12-02|714.0|0|716.0|0|10.0|0|0.0|100
0|2021-12-03|718.0|0|718.0|0|10.0|0|0.0|100
0|2021-12-04|718.0|0|718.0|0|10.0|0|0.0|100
0|2021-12-05|718.0|0|718.0|0|10.0|0|0.0|100
0|2021-12-06|719.0|0|719.0|0|10.0|0|0.0|100
0|2021-12-07|722.0|0|722.0|0|11.0|0|0.0|100
0|2021-12-08|721.0|0|721.0|0|11.0|0|0.0|100
0|2021-12-09|721.0|0|721.0|0|11.0|0|0.0|100
0|2021-12-10|722.0|0|722.0|0|11.0|0|0.0|100
0|2021-12-11|722.0|0|722.0|0|11.0|0|0.0|100
0|2021-12-12|722.0|0|722.0|0|11.0|0|0.0|100
0|2021-12-13|722.0|0|722.0|0|11.0|0|0.0|100
0|2021-12-14|722.0|0|723.0|0|11.0|0|0.0|100
0|2021-12-15|723.0|0|723.0|0|11.0|0|0.0|100
0|2021-12-16|726.0|0|726.0|0|11.0|0|0.0|100
0|2021-12-17|728.0|0|728.0|0|11.0|0|0.0|100
0|2021-12-18|728.0|0|728.0|0|11.0|0|0.0|100
0|2021-12-19|728.0|0|728.0|0|11.0|0|0.0|100
0|2021-12-20|729.0|0|729.0|0|11.0|0|0.0|100
0|2021-12-21|731.0|0|731.0|0|11.0|0|0.0|100
0|2021-12-22|730.0|0|730.0|0|11.0|0|0.0|100
0|2021-12-23|731.0|0|731.0|0|11.0|0|0.0|100
0|2021-12-24|731.0|0|731.0|0|11.0|0|0.0|100
0|2021-12-25|731.0|0|731.0|0|11.0|0|0.0|100
0|2021-12-26|731.0|0|731.0|0|11.0|0|0.0|100
0|2021-12-27|731.0|0|731.0|0|11.0|0|0.0|100
0|2021-12-28|735.0|0|735.0|0|11.0|0|0.0|100
0|2021-12-29|736.0|0|736.0|0|11.0|0|0.0|100
0|2021-12-30|736.0|0|736.0|0|11.0|0|0.0|100
0|2021-12-31|736.0|0|736.0|0|11.0|0|0.0|100
0|2022-01-01|736.0|0|736.0|0|11.0|0|0.0|100
0|2022-01-02|736.0|0|736.0|0|11.0|0|0.0|100
0|2022-01-03|737.0|0|737.0|0|11.0|0|0.0|100
0|2022-01-04|738.0|0|738.0|0|11.0|0|0.0|100
0|2022-01-05|740.0|0|740.0|0|11.0|0|0.0|100
0|2022-01-06|746.0|0|746.0|0|11.0|0|0.0|100
0|2022-01-07|747.0|0|747.0|0|11.0|0|0.0|100
0|2022-01-08|747.0|0|747.0|0|11.0|0|0.0|100
0|2022-01-09|747.0|0|747.0|0|11.0|0|0.0|100
0|2022-01-10|747.0|0|747.0|0|11.0|0|0.0|100
0|2022-01-11|762.0|0|762.0|0|11.0|0|0.0|100
0|2022-01-12|766.0|0|766.0|0|11.0|0|0.0|100
0|2022-01-13|766.0|0|773.0|0|11.0|0|0.0|100
0|2022-01-14|770.0|0|770.0|0|11.0|0|0.0|100
0|2022-01-15|770.0|0|770.0|0|11.0|0|0.0|100
0|2022-01-16|770.0|0|770.0|0|11.0|0|0.0|100
0|2022-01-17|770.0|0|0.0|100|11.0|0|0.0|100
