|dates|Ashe_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Ashe_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Ashe_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|Ashe_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Ashe_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Ashe_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Ashe_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Ashe_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-17|3520.0|0|3520.0|0|51.0|0|0.0|100
0|2021-11-18|3527.0|0|3527.0|0|52.0|0|0.0|100
0|2021-11-19|3534.0|0|3534.0|0|53.0|0|0.0|100
0|2021-11-20|3534.0|0|3534.0|0|53.0|0|0.0|100
0|2021-11-21|3534.0|0|3534.0|0|53.0|0|0.0|100
0|2021-11-22|3556.0|0|3556.0|0|53.0|0|0.0|100
0|2021-11-23|3562.0|0|3562.0|0|53.0|0|0.0|100
0|2021-11-24|3575.0|0|3575.0|0|53.0|0|0.0|100
0|2021-11-25|3575.0|0|3575.0|0|53.0|0|0.0|100
0|2021-11-26|3575.0|0|3575.0|0|53.0|0|0.0|100
0|2021-11-27|3575.0|0|3575.0|0|53.0|0|0.0|100
0|2021-11-28|3575.0|0|3575.0|0|53.0|0|0.0|100
0|2021-11-29|3601.0|0|3601.0|0|53.0|0|0.0|100
0|2021-11-30|3614.0|0|3614.0|0|54.0|0|0.0|100
0|2021-12-01|3625.0|0|3625.0|0|54.0|0|0.0|100
0|2021-12-02|3643.0|0|3643.0|0|54.0|0|0.0|100
0|2021-12-03|3662.0|0|3662.0|0|54.0|0|0.0|100
0|2021-12-04|3662.0|0|3662.0|0|54.0|0|0.0|100
0|2021-12-05|3662.0|0|3662.0|0|54.0|0|0.0|100
0|2021-12-06|3702.0|0|3702.0|0|54.0|0|0.0|100
0|2021-12-07|3710.0|0|3710.0|0|55.0|0|0.0|100
0|2021-12-08|3737.0|0|3737.0|0|55.0|0|0.0|100
0|2021-12-09|3749.0|0|3749.0|0|55.0|0|0.0|100
0|2021-12-10|3776.0|0|3776.0|0|56.0|0|0.0|100
0|2021-12-11|3776.0|0|3776.0|0|56.0|0|0.0|100
0|2021-12-12|3776.0|0|3776.0|0|56.0|0|0.0|100
0|2021-12-13|3814.0|0|3814.0|0|56.0|0|0.0|100
0|2021-12-14|3814.0|0|3834.0|0|56.0|0|0.0|100
0|2021-12-15|3868.0|0|3868.0|0|57.0|0|0.0|100
0|2021-12-16|3879.0|0|3879.0|0|57.0|0|0.0|100
0|2021-12-17|3904.0|0|3904.0|0|57.0|0|0.0|100
0|2021-12-18|3904.0|0|3904.0|0|57.0|0|0.0|100
0|2021-12-19|3904.0|0|3904.0|0|57.0|0|0.0|100
0|2021-12-20|3947.0|0|3947.0|0|58.0|0|0.0|100
0|2021-12-21|3960.0|0|3960.0|0|58.0|0|0.0|100
0|2021-12-22|3971.0|0|3971.0|0|58.0|0|0.0|100
0|2021-12-23|3971.0|0|3971.0|0|58.0|0|0.0|100
0|2021-12-24|3971.0|0|3971.0|0|58.0|0|0.0|100
0|2021-12-25|3971.0|0|3971.0|0|58.0|0|0.0|100
0|2021-12-26|3971.0|0|3971.0|0|58.0|0|0.0|100
0|2021-12-27|3971.0|0|3971.0|0|58.0|0|0.0|100
0|2021-12-28|4028.0|0|4028.0|0|58.0|0|0.0|100
0|2021-12-29|4039.0|0|4039.0|0|58.0|0|0.0|100
0|2021-12-30|4079.0|0|4079.0|0|58.0|0|0.0|100
0|2021-12-31|4079.0|0|4121.0|0|58.0|0|0.0|100
0|2022-01-01|4079.0|0|4121.0|0|58.0|0|0.0|100
0|2022-01-02|4079.0|0|4121.0|0|58.0|0|0.0|100
0|2022-01-03|4182.0|0|4182.0|0|58.0|0|0.0|100
0|2022-01-04|4210.0|0|4210.0|0|58.0|0|0.0|100
0|2022-01-05|4228.0|0|4228.0|0|58.0|0|0.0|100
0|2022-01-06|4260.0|0|4260.0|0|58.0|0|0.0|100
0|2022-01-07|4290.0|0|4290.0|0|58.0|0|0.0|100
0|2022-01-08|4290.0|0|4290.0|0|58.0|0|0.0|100
0|2022-01-09|4290.0|0|4290.0|0|58.0|0|0.0|100
0|2022-01-10|4424.0|0|4424.0|0|60.0|0|0.0|100
0|2022-01-11|4455.0|0|4455.0|0|60.0|0|0.0|100
0|2022-01-12|4516.0|0|4516.0|0|61.0|0|0.0|100
0|2022-01-13|4516.0|0|4546.0|0|61.0|0|0.0|100
0|2022-01-14|4617.0|0|4617.0|0|62.0|0|0.0|100
0|2022-01-15|4617.0|0|4617.0|0|62.0|0|0.0|100
0|2022-01-16|4617.0|0|4617.0|0|62.0|0|0.0|100
0|2022-01-17|4617.0|0|0.0|100|62.0|0|0.0|100
