|dates|Unassigned_Delaware_UnitedStates.JHU_ConfirmedCases.data|Unassigned_Delaware_UnitedStates.JHU_ConfirmedCases.missing|Unassigned_Delaware_UnitedStates.NYT_ConfirmedCases.data|Unassigned_Delaware_UnitedStates.NYT_ConfirmedCases.missing|Unassigned_Delaware_UnitedStates.JHU_ConfirmedDeaths.data|Unassigned_Delaware_UnitedStates.JHU_ConfirmedDeaths.missing|Unassigned_Delaware_UnitedStates.JHU_ConfirmedRecoveries.data|Unassigned_Delaware_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-19|1508.0|0|1508.0|0|0.0|0|0.0|100
0|2021-11-20|411.0|0|411.0|0|0.0|0|0.0|100
0|2021-11-21|421.0|0|421.0|0|0.0|0|0.0|100
0|2021-11-22|424.0|0|424.0|0|0.0|0|0.0|100
0|2021-11-23|423.0|0|423.0|0|0.0|0|0.0|100
0|2021-11-24|422.0|0|422.0|0|0.0|0|0.0|100
0|2021-11-25|420.0|0|420.0|0|0.0|0|0.0|100
0|2021-11-26|423.0|0|423.0|0|0.0|0|0.0|100
0|2021-11-27|424.0|0|424.0|0|0.0|0|0.0|100
0|2021-11-28|423.0|0|423.0|0|0.0|0|0.0|100
0|2021-11-29|422.0|0|422.0|0|0.0|0|0.0|100
0|2021-11-30|420.0|0|420.0|0|0.0|0|0.0|100
0|2021-12-01|421.0|0|421.0|0|0.0|0|0.0|100
0|2021-12-02|421.0|0|424.0|0|0.0|0|0.0|100
0|2021-12-03|424.0|0|424.0|0|0.0|0|0.0|100
0|2021-12-04|424.0|0|424.0|0|0.0|0|0.0|100
0|2021-12-05|425.0|0|425.0|0|0.0|0|0.0|100
0|2021-12-06|425.0|0|425.0|0|0.0|0|0.0|100
0|2021-12-07|424.0|0|424.0|0|0.0|0|0.0|100
0|2021-12-08|427.0|0|427.0|0|0.0|0|0.0|100
0|2021-12-09|455.0|0|455.0|0|0.0|0|0.0|100
0|2021-12-10|478.0|0|478.0|0|0.0|0|0.0|100
0|2021-12-11|504.0|0|504.0|0|0.0|0|0.0|100
0|2021-12-12|518.0|0|518.0|0|0.0|0|0.0|100
0|2021-12-13|526.0|0|526.0|0|0.0|0|0.0|100
0|2021-12-14|526.0|0|533.0|0|0.0|0|0.0|100
0|2021-12-15|567.0|0|567.0|0|0.0|0|0.0|100
0|2021-12-16|566.0|0|566.0|0|0.0|0|0.0|100
0|2021-12-17|573.0|0|573.0|0|0.0|0|0.0|100
0|2021-12-18|576.0|0|576.0|0|0.0|0|0.0|100
0|2021-12-19|578.0|0|578.0|0|0.0|0|0.0|100
0|2021-12-20|580.0|0|580.0|0|0.0|0|0.0|100
0|2021-12-21|577.0|0|577.0|0|0.0|0|0.0|100
0|2021-12-22|577.0|0|577.0|0|0.0|0|0.0|100
0|2021-12-23|580.0|0|580.0|0|0.0|0|0.0|100
0|2021-12-24|605.0|0|605.0|0|0.0|0|0.0|100
0|2021-12-25|647.0|0|647.0|0|0.0|0|0.0|100
0|2021-12-26|688.0|0|688.0|0|0.0|0|0.0|100
0|2021-12-27|689.0|0|689.0|0|0.0|0|0.0|100
0|2021-12-28|679.0|0|679.0|0|0.0|0|0.0|100
0|2021-12-29|682.0|0|682.0|0|0.0|0|0.0|100
0|2021-12-30|687.0|0|687.0|0|0.0|0|0.0|100
0|2021-12-31|706.0|0|706.0|0|0.0|0|0.0|100
0|2022-01-01|716.0|0|716.0|0|0.0|0|0.0|100
0|2022-01-02|720.0|0|720.0|0|0.0|0|0.0|100
0|2022-01-03|727.0|0|727.0|0|0.0|0|0.0|100
0|2022-01-04|730.0|0|730.0|0|0.0|0|0.0|100
0|2022-01-05|731.0|0|731.0|0|0.0|0|0.0|100
0|2022-01-06|736.0|0|736.0|0|0.0|0|0.0|100
0|2022-01-07|744.0|0|744.0|0|0.0|0|0.0|100
0|2022-01-08|761.0|0|761.0|0|0.0|0|0.0|100
0|2022-01-09|772.0|0|772.0|0|0.0|0|0.0|100
0|2022-01-10|776.0|0|776.0|0|0.0|0|0.0|100
0|2022-01-11|788.0|0|788.0|0|0.0|0|0.0|100
0|2022-01-12|803.0|0|803.0|0|0.0|0|0.0|100
0|2022-01-13|803.0|0|815.0|0|0.0|0|0.0|100
0|2022-01-14|829.0|0|829.0|0|0.0|0|0.0|100
0|2022-01-15|835.0|0|835.0|0|0.0|0|0.0|100
0|2022-01-16|846.0|0|846.0|0|0.0|0|0.0|100
0|2022-01-17|859.0|0|0.0|100|0.0|0|0.0|100
