|dates|Macomb_Michigan_UnitedStates.AveragePrecipitationTotal.data|Macomb_Michigan_UnitedStates.AveragePrecipitationTotal.missing|Macomb_Michigan_UnitedStates.AveragePrecipitation.data|Macomb_Michigan_UnitedStates.AveragePrecipitation.missing|Macomb_Michigan_UnitedStates.AverageWindDirection.data|Macomb_Michigan_UnitedStates.AverageWindDirection.missing|Macomb_Michigan_UnitedStates.AverageWindSpeed.data|Macomb_Michigan_UnitedStates.AverageWindSpeed.missing
0|2021-10-17|0.0|0|0.0|0|268.75|0|10.083333333333334|0
0|2021-10-18|0.0|0|0.0|0|214.79166666666666|0|6.208333333333333|0
0|2021-10-19|0.0|0|0.0|0|189.58333333333334|0|5.083333333333333|0
0|2021-10-20|0.0|0|0.0|0|201.04166666666666|0|7.270833333333333|0
0|2021-10-21|0.0027083333333333334|0|0.003708333333333334|0|220.41666666666666|0|10.979861111111111|0
0|2021-10-22|0.005833333333333334|0|0.0|0|222.08333333333334|0|5.947916666666667|0
0|2021-10-23|0.0|0|0.0005555555555555556|0|166.80555555555554|0|3.3125|0
0|2021-10-24|0.000625|0|0.0062499999999999995|0|31.78571428571429|0|4.0476190476190474|0
0|2021-10-25|0.03791666666666667|0|0.033754629629629634|0|48.75231481481482|0|15.39050925925926|0
0|2021-10-26|0.04083333333333333|0|0.0|0|327.36111111111114|0|15.020833333333334|0
0|2021-10-27|0.0|0|0.0|0|163.125|0|5.277777777777779|0
0|2021-10-28|0.0|0|0.0|0|65.35714285714285|0|10.686011904761905|0
0|2021-10-29|0.004166666666666667|0|0.016076388888888887|0|64.93055555555556|0|12.694444444444443|0
0|2021-10-30|0.014791666666666667|0|0.0005833333333333334|0|120.20138888888887|0|8.363194444444444|0
0|2021-10-31|0.00125|0|0.0|0|284.1666666666667|0|10.402777777777777|0
0|2021-11-01|0.0|0|0.0|0|247.91666666666666|0|10.125|0
0|2021-11-02|0.0|0|0.0|0|255.41666666666666|0|9.375|0
0|2021-11-03|0.0|0|0.0|0|205.0|0|5.625|0
0|2021-11-04|0.0|0|0.0|0|150.55555555555557|0|3.180555555555556|0
0|2021-11-05|0.0|0|0.0|0|143.33333333333334|0|5.333333333333333|0
0|2021-11-06|0.0|0|0.0|0|112.91666666666667|0|5.791666666666667|0
0|2021-11-07|0.0|0|0.0|0|163.125|0|4.625|0
0|2021-11-08|0.0|0|0.0|0|193.52083333333334|0|7.4375|0
0|2021-11-09|0.0|0|0.0|0|168.75|0|4.625|0
0|2021-11-10|0.0|0|0.0|0|94.44246031746032|0|3.580952380952381|0
0|2021-11-11|0.0|0|0.0026666666666666666|0|140.73263888888889|0|12.934722222222222|0
0|2021-11-12|0.013333333333333334|0|0.0|0|199.30555555555554|0|14.0625|0
