|dates|Boone_Indiana_UnitedStates.AveragePrecipitationTotal.data|Boone_Indiana_UnitedStates.AveragePrecipitationTotal.missing|Boone_Indiana_UnitedStates.AveragePrecipitation.data|Boone_Indiana_UnitedStates.AveragePrecipitation.missing|Boone_Indiana_UnitedStates.AverageWindDirection.data|Boone_Indiana_UnitedStates.AverageWindDirection.missing|Boone_Indiana_UnitedStates.AverageWindSpeed.data|Boone_Indiana_UnitedStates.AverageWindSpeed.missing
0|2021-10-17|0.0|0|0.0|0|233.85416666666666|0|5.416666666666667|0
0|2021-10-18|0.0|0|0.0|0|111.77083333333333|0|2.5729166666666665|0
0|2021-10-19|0.0|0|0.0|0|84.375|0|2.6979166666666665|0
0|2021-10-20|0.0|0|0.0|0|146.14583333333334|0|5.885416666666667|0
0|2021-10-21|0.00020833333333333335|0|0.0004166666666666667|0|245.625|0|11.447916666666666|0
0|2021-10-22|0.0|0|0.0033333333333333344|0|113.64583333333333|0|3.2916666666666665|0
0|2021-10-23|0.0022916666666666667|0|0.0003125|0|115.72916666666667|0|2.2291666666666665|0
0|2021-10-24|0.00020833333333333335|0|0.03239583333333331|0|101.35416666666667|0|5.302083333333333|0
0|2021-10-25|0.036458333333333336|0|0.019583333333333338|0|242.29166666666666|0|10.166666666666666|0
0|2021-10-26|0.0027083333333333334|0|0.0|0|233.85416666666666|0|5.375|0
0|2021-10-27|0.0|0|0.0|0|65.10416666666667|0|4.3125|0
0|2021-10-28|0.0|0|0.009270833333333338|0|113.22916666666667|0|9.28125|0
0|2021-10-29|0.007083333333333334|0|0.00854166666666667|0|173.22916666666666|0|4.958333333333333|0
0|2021-10-30|0.009166666666666667|0|0.003958333333333334|0|326.1458333333333|0|7.822916666666667|0
0|2021-10-31|0.0|0|0.0|0|275.7291666666667|0|7.625|0
0|2021-11-01|0.0|0|0.0|0|266.5625|0|5.28125|0
0|2021-11-02|0.0|0|0.0|0|232.76041666666666|0|5.4375|0
0|2021-11-03|0.0|0|0.0|0|68.125|0|0.9166666666666666|0
0|2021-11-04|0.0|0|0.0|0|83.75|0|1.2395833333333333|0
0|2021-11-05|0.0|0|0.0|0|48.125|0|2.1145833333333335|0
0|2021-11-06|0.0|0|0.0|0|83.33333333333333|0|2.2291666666666665|0
0|2021-11-07|0.0|0|0.0|0|133.54166666666666|0|3.5|0
0|2021-11-08|0.0|0|0.0|0|176.04166666666666|0|7.041666666666667|0
0|2021-11-09|0.0|0|0.00109375|0|143.02083333333334|0|3.0625|0
0|2021-11-10|0.0014583333333333334|0|0.0|0|114.0625|0|5.5625|0
0|2021-11-11|0.0|0|0.0032291666666666666|0|197.08333333333334|0|11.166666666666666|0
0|2021-11-12|0.002916666666666667|0|0.0|0|230.20833333333334|0|12.822916666666666|0
0|2021-11-13|0.0|0|0.0|0|248.95833333333334|0|12.09375|0
0|2021-11-14|0.0|0|0.0013541666666666665|0|241.875|0|14.479166666666666|0
