|dates|Bernalillo_NewMexico_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Bernalillo_NewMexico_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Bernalillo_NewMexico_UnitedStates.Male_Total_Population.data|Bernalillo_NewMexico_UnitedStates.Male_Total_Population.missing|Bernalillo_NewMexico_UnitedStates.Female_Total_Population.data|Bernalillo_NewMexico_UnitedStates.Female_Total_Population.missing|Bernalillo_NewMexico_UnitedStates.MaleAndFemale_Under18_Population.data|Bernalillo_NewMexico_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-16|111216.0|0|332972.0|0|345729.0|0|147370.0|0
0|2021-11-17|111216.0|0|332972.0|0|345729.0|0|147370.0|0
0|2021-11-18|111216.0|0|332972.0|0|345729.0|0|147370.0|0
0|2021-11-19|111216.0|0|332972.0|0|345729.0|0|147370.0|0
0|2021-11-20|111216.0|0|332972.0|0|345729.0|0|147370.0|0
0|2021-11-21|111216.0|0|332972.0|0|345729.0|0|147370.0|0
0|2021-11-22|111216.0|0|332972.0|0|345729.0|0|147370.0|0
0|2021-11-23|111216.0|0|332972.0|0|345729.0|0|147370.0|0
0|2021-11-24|111216.0|0|332972.0|0|345729.0|0|147370.0|0
0|2021-11-25|111216.0|0|332972.0|0|345729.0|0|147370.0|0
0|2021-11-26|111216.0|0|332972.0|0|345729.0|0|147370.0|0
0|2021-11-27|111216.0|0|332972.0|0|345729.0|0|147370.0|0
0|2021-11-28|111216.0|0|332972.0|0|345729.0|0|147370.0|0
0|2021-11-29|111216.0|0|332972.0|0|345729.0|0|147370.0|0
0|2021-11-30|111216.0|0|332972.0|0|345729.0|0|147370.0|0
0|2021-12-01|111216.0|0|332972.0|0|345729.0|0|147370.0|0
0|2021-12-02|111216.0|0|332972.0|0|345729.0|0|147370.0|0
0|2021-12-03|111216.0|0|332972.0|0|345729.0|0|147370.0|0
0|2021-12-04|111216.0|0|332972.0|0|345729.0|0|147370.0|0
0|2021-12-05|111216.0|0|332972.0|0|345729.0|0|147370.0|0
0|2021-12-06|111216.0|0|332972.0|0|345729.0|0|147370.0|0
0|2021-12-07|111216.0|0|332972.0|0|345729.0|0|147370.0|0
0|2021-12-08|111216.0|0|332972.0|0|345729.0|0|147370.0|0
0|2021-12-09|111216.0|0|332972.0|0|345729.0|0|147370.0|0
0|2021-12-10|111216.0|0|332972.0|0|345729.0|0|147370.0|0
0|2021-12-11|111216.0|0|332972.0|0|345729.0|0|147370.0|0
0|2021-12-12|111216.0|0|332972.0|0|345729.0|0|147370.0|0
0|2021-12-13|111216.0|0|332972.0|0|345729.0|0|147370.0|0
0|2021-12-14|111216.0|0|332972.0|0|345729.0|0|147370.0|0
0|2021-12-15|111216.0|0|332972.0|0|345729.0|0|147370.0|0
0|2021-12-16|111216.0|0|332972.0|0|345729.0|0|147370.0|0
0|2021-12-17|111216.0|0|332972.0|0|345729.0|0|147370.0|0
0|2021-12-18|111216.0|0|332972.0|0|345729.0|0|147370.0|0
0|2021-12-19|111216.0|0|332972.0|0|345729.0|0|147370.0|0
0|2021-12-20|111216.0|0|332972.0|0|345729.0|0|147370.0|0
0|2021-12-21|111216.0|0|332972.0|0|345729.0|0|147370.0|0
0|2021-12-22|111216.0|0|332972.0|0|345729.0|0|147370.0|0
0|2021-12-23|111216.0|0|332972.0|0|345729.0|0|147370.0|0
0|2021-12-24|111216.0|0|332972.0|0|345729.0|0|147370.0|0
0|2021-12-25|111216.0|0|332972.0|0|345729.0|0|147370.0|0
0|2021-12-26|111216.0|0|332972.0|0|345729.0|0|147370.0|0
0|2021-12-27|111216.0|0|332972.0|0|345729.0|0|147370.0|0
0|2021-12-28|111216.0|0|332972.0|0|345729.0|0|147370.0|0
0|2021-12-29|111216.0|0|332972.0|0|345729.0|0|147370.0|0
0|2021-12-30|111216.0|0|332972.0|0|345729.0|0|147370.0|0
0|2021-12-31|111216.0|0|332972.0|0|345729.0|0|147370.0|0
0|2022-01-01|111216.0|0|332972.0|0|345729.0|0|147370.0|0
0|2022-01-02|111216.0|0|332972.0|0|345729.0|0|147370.0|0
0|2022-01-03|111216.0|0|332972.0|0|345729.0|0|147370.0|0
0|2022-01-04|111216.0|0|332972.0|0|345729.0|0|147370.0|0
0|2022-01-05|111216.0|0|332972.0|0|345729.0|0|147370.0|0
0|2022-01-06|111216.0|0|332972.0|0|345729.0|0|147370.0|0
0|2022-01-07|111216.0|0|332972.0|0|345729.0|0|147370.0|0
0|2022-01-08|111216.0|0|332972.0|0|345729.0|0|147370.0|0
0|2022-01-09|111216.0|0|332972.0|0|345729.0|0|147370.0|0
0|2022-01-10|111216.0|0|332972.0|0|345729.0|0|147370.0|0
0|2022-01-11|111216.0|0|332972.0|0|345729.0|0|147370.0|0
0|2022-01-12|111216.0|0|332972.0|0|345729.0|0|147370.0|0
0|2022-01-13|111216.0|0|332972.0|0|345729.0|0|147370.0|0
0|2022-01-14|111216.0|0|332972.0|0|345729.0|0|147370.0|0
0|2022-01-15|111216.0|0|332972.0|0|345729.0|0|147370.0|0
0|2022-01-16|111216.0|0|332972.0|0|345729.0|0|147370.0|0
0|2022-01-17|111216.0|0|332972.0|0|345729.0|0|147370.0|0
