|dates|Spartanburg_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Spartanburg_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Spartanburg_SouthCarolina_UnitedStates.Male_Total_Population.data|Spartanburg_SouthCarolina_UnitedStates.Male_Total_Population.missing|Spartanburg_SouthCarolina_UnitedStates.Female_Total_Population.data|Spartanburg_SouthCarolina_UnitedStates.Female_Total_Population.missing|Spartanburg_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Spartanburg_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-08|50812.0|0|152188.0|0|161700.0|0|72501.0|0
0|2021-12-09|50812.0|0|152188.0|0|161700.0|0|72501.0|0
0|2021-12-10|50812.0|0|152188.0|0|161700.0|0|72501.0|0
0|2021-12-11|50812.0|0|152188.0|0|161700.0|0|72501.0|0
0|2021-12-12|50812.0|0|152188.0|0|161700.0|0|72501.0|0
0|2021-12-13|50812.0|0|152188.0|0|161700.0|0|72501.0|0
0|2021-12-14|50812.0|0|152188.0|0|161700.0|0|72501.0|0
0|2021-12-15|50812.0|0|152188.0|0|161700.0|0|72501.0|0
0|2021-12-16|50812.0|0|152188.0|0|161700.0|0|72501.0|0
0|2021-12-17|50812.0|0|152188.0|0|161700.0|0|72501.0|0
0|2021-12-18|50812.0|0|152188.0|0|161700.0|0|72501.0|0
0|2021-12-19|50812.0|0|152188.0|0|161700.0|0|72501.0|0
0|2021-12-20|50812.0|0|152188.0|0|161700.0|0|72501.0|0
0|2021-12-21|50812.0|0|152188.0|0|161700.0|0|72501.0|0
0|2021-12-22|50812.0|0|152188.0|0|161700.0|0|72501.0|0
0|2021-12-23|50812.0|0|152188.0|0|161700.0|0|72501.0|0
0|2021-12-24|50812.0|0|152188.0|0|161700.0|0|72501.0|0
0|2021-12-25|50812.0|0|152188.0|0|161700.0|0|72501.0|0
0|2021-12-26|50812.0|0|152188.0|0|161700.0|0|72501.0|0
0|2021-12-27|50812.0|0|152188.0|0|161700.0|0|72501.0|0
0|2021-12-28|50812.0|0|152188.0|0|161700.0|0|72501.0|0
0|2021-12-29|50812.0|0|152188.0|0|161700.0|0|72501.0|0
0|2021-12-30|50812.0|0|152188.0|0|161700.0|0|72501.0|0
0|2021-12-31|50812.0|0|152188.0|0|161700.0|0|72501.0|0
0|2022-01-01|50812.0|0|152188.0|0|161700.0|0|72501.0|0
0|2022-01-02|50812.0|0|152188.0|0|161700.0|0|72501.0|0
0|2022-01-03|50812.0|0|152188.0|0|161700.0|0|72501.0|0
0|2022-01-04|50812.0|0|152188.0|0|161700.0|0|72501.0|0
0|2022-01-05|50812.0|0|152188.0|0|161700.0|0|72501.0|0
0|2022-01-06|50812.0|0|152188.0|0|161700.0|0|72501.0|0
0|2022-01-07|50812.0|0|152188.0|0|161700.0|0|72501.0|0
0|2022-01-08|50812.0|0|152188.0|0|161700.0|0|72501.0|0
0|2022-01-09|50812.0|0|152188.0|0|161700.0|0|72501.0|0
0|2022-01-10|50812.0|0|152188.0|0|161700.0|0|72501.0|0
0|2022-01-11|50812.0|0|152188.0|0|161700.0|0|72501.0|0
0|2022-01-12|50812.0|0|152188.0|0|161700.0|0|72501.0|0
0|2022-01-13|50812.0|0|152188.0|0|161700.0|0|72501.0|0
0|2022-01-14|50812.0|0|152188.0|0|161700.0|0|72501.0|0
0|2022-01-15|50812.0|0|152188.0|0|161700.0|0|72501.0|0
0|2022-01-16|50812.0|0|152188.0|0|161700.0|0|72501.0|0
0|2022-01-17|50812.0|0|152188.0|0|161700.0|0|72501.0|0
