|dates|Montgomery_Texas_UnitedStates.JHU_ConfirmedCases.data|Montgomery_Texas_UnitedStates.JHU_ConfirmedCases.missing|Montgomery_Texas_UnitedStates.NYT_ConfirmedCases.data|Montgomery_Texas_UnitedStates.NYT_ConfirmedCases.missing|Montgomery_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Montgomery_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Montgomery_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Montgomery_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-25|92451.0|0|92451.0|0|1131.0|0|0.0|100
0|2021-12-26|92451.0|0|92451.0|0|1131.0|0|0.0|100
0|2021-12-27|94027.0|0|94027.0|0|1132.0|0|0.0|100
0|2021-12-28|94407.0|0|94407.0|0|1132.0|0|0.0|100
0|2021-12-29|94783.0|0|94783.0|0|1133.0|0|0.0|100
0|2021-12-30|95280.0|0|95280.0|0|1135.0|0|0.0|100
0|2021-12-31|95280.0|0|95280.0|0|1135.0|0|0.0|100
0|2022-01-01|95280.0|0|95280.0|0|1135.0|0|0.0|100
0|2022-01-02|95280.0|0|95280.0|0|1135.0|0|0.0|100
0|2022-01-03|100677.0|0|100677.0|0|1135.0|0|0.0|100
0|2022-01-04|100677.0|0|101718.0|0|1141.0|0|0.0|100
0|2022-01-05|102903.0|0|102903.0|0|1143.0|0|0.0|100
0|2022-01-06|104090.0|0|104090.0|0|1145.0|0|0.0|100
0|2022-01-07|105568.0|0|105568.0|0|1146.0|0|0.0|100
0|2022-01-08|106717.0|0|106717.0|0|1147.0|0|0.0|100
0|2022-01-09|107924.0|0|107924.0|0|1149.0|0|0.0|100
0|2022-01-10|108956.0|0|108956.0|0|1149.0|0|0.0|100
0|2022-01-11|110225.0|0|110225.0|0|1153.0|0|0.0|100
0|2022-01-12|111998.0|0|111998.0|0|1156.0|0|0.0|100
0|2022-01-13|111998.0|0|113326.0|0|1156.0|0|0.0|100
0|2022-01-14|113326.0|0|114850.0|0|1160.0|0|0.0|100
0|2022-01-15|116003.0|0|116003.0|0|1161.0|0|0.0|100
0|2022-01-16|116936.0|0|116936.0|0|1162.0|0|0.0|100
0|2022-01-17|118054.0|0|0.0|100|1162.0|0|0.0|100
