|dates|Franklin_Iowa_UnitedStates.JHU_ConfirmedCases.data|Franklin_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Franklin_Iowa_UnitedStates.NYT_ConfirmedCases.data|Franklin_Iowa_UnitedStates.NYT_ConfirmedCases.missing|Franklin_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Franklin_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Franklin_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Franklin_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-05|2033.0|0|2035.0|0|35.0|0|0.0|100
0|2022-01-06|2033.0|0|2035.0|0|35.0|0|0.0|100
0|2022-01-07|2033.0|0|2035.0|0|35.0|0|0.0|100
0|2022-01-08|2033.0|0|2035.0|0|35.0|0|0.0|100
0|2022-01-09|2033.0|0|2035.0|0|35.0|0|0.0|100
0|2022-01-10|2033.0|0|2035.0|0|35.0|0|0.0|100
0|2022-01-11|2033.0|0|2035.0|0|35.0|0|0.0|100
0|2022-01-12|2116.0|0|2131.0|0|35.0|0|0.0|100
0|2022-01-13|2116.0|0|2131.0|0|35.0|0|0.0|100
0|2022-01-14|2116.0|0|2131.0|0|35.0|0|0.0|100
0|2022-01-15|2116.0|0|2131.0|0|35.0|0|0.0|100
0|2022-01-16|2116.0|0|2131.0|0|35.0|0|0.0|100
0|2022-01-17|2116.0|0|0.0|100|35.0|0|0.0|100
