|dates|Lincoln_NewMexico_UnitedStates.JHU_ConfirmedCases.data|Lincoln_NewMexico_UnitedStates.JHU_ConfirmedCases.missing|Lincoln_NewMexico_UnitedStates.NYT_ConfirmedCases.data|Lincoln_NewMexico_UnitedStates.NYT_ConfirmedCases.missing|Lincoln_NewMexico_UnitedStates.JHU_ConfirmedDeaths.data|Lincoln_NewMexico_UnitedStates.JHU_ConfirmedDeaths.missing|Lincoln_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.data|Lincoln_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|2805.0|0|2805.0|0|29.0|0|0.0|100
0|2021-10-18|2843.0|0|2843.0|0|29.0|0|0.0|100
0|2021-10-19|2848.0|0|2848.0|0|30.0|0|0.0|100
0|2021-10-20|2853.0|0|2853.0|0|31.0|0|0.0|100
0|2021-10-21|2899.0|0|2899.0|0|31.0|0|0.0|100
0|2021-10-22|2911.0|0|2911.0|0|32.0|0|0.0|100
0|2021-10-23|2911.0|0|2911.0|0|32.0|0|0.0|100
0|2021-10-24|2911.0|0|2911.0|0|32.0|0|0.0|100
0|2021-10-25|2931.0|0|2931.0|0|32.0|0|0.0|100
0|2021-10-26|2939.0|0|2939.0|0|32.0|0|0.0|100
0|2021-10-27|2964.0|0|2964.0|0|32.0|0|0.0|100
0|2021-10-28|2996.0|0|2996.0|0|33.0|0|0.0|100
0|2021-10-29|3003.0|0|3003.0|0|34.0|0|0.0|100
0|2021-10-30|3003.0|0|3003.0|0|34.0|0|0.0|100
0|2021-10-31|3003.0|0|3003.0|0|34.0|0|0.0|100
0|2021-11-01|3039.0|0|3039.0|0|35.0|0|0.0|100
0|2021-11-02|3048.0|0|3048.0|0|35.0|0|0.0|100
0|2021-11-03|3063.0|0|3063.0|0|35.0|0|0.0|100
0|2021-11-04|3117.0|0|3117.0|0|35.0|0|0.0|100
0|2021-11-05|3141.0|0|3141.0|0|37.0|0|0.0|100
0|2021-11-06|3141.0|0|3141.0|0|37.0|0|0.0|100
0|2021-11-07|3141.0|0|3141.0|0|37.0|0|0.0|100
0|2021-11-08|3179.0|0|3179.0|0|37.0|0|0.0|100
0|2021-11-09|3188.0|0|3188.0|0|37.0|0|0.0|100
0|2021-11-10|3196.0|0|3196.0|0|37.0|0|0.0|100
0|2021-11-11|3196.0|0|3196.0|0|37.0|0|0.0|100
0|2021-11-12|3230.0|0|3230.0|0|37.0|0|0.0|100
0|2021-11-13|3230.0|0|3230.0|0|37.0|0|0.0|100
0|2021-11-14|3230.0|0|3230.0|0|37.0|0|0.0|100
0|2021-11-15|3244.0|0|3244.0|0|37.0|0|0.0|100
0|2021-11-16|3258.0|0|3258.0|0|37.0|0|0.0|100
0|2021-11-17|3293.0|0|3293.0|0|38.0|0|0.0|100
0|2021-11-18|3313.0|0|3313.0|0|40.0|0|0.0|100
0|2021-11-19|3329.0|0|3329.0|0|40.0|0|0.0|100
0|2021-11-20|3329.0|0|3329.0|0|40.0|0|0.0|100
0|2021-11-21|3329.0|0|3329.0|0|40.0|0|0.0|100
0|2021-11-22|3358.0|0|3358.0|0|40.0|0|0.0|100
0|2021-11-23|3358.0|0|3358.0|0|40.0|0|0.0|100
0|2021-11-24|3377.0|0|3377.0|0|40.0|0|0.0|100
0|2021-11-25|3377.0|0|3377.0|0|40.0|0|0.0|100
0|2021-11-26|3377.0|0|3377.0|0|40.0|0|0.0|100
0|2021-11-27|3377.0|0|3377.0|0|40.0|0|0.0|100
0|2021-11-28|3377.0|0|3377.0|0|40.0|0|0.0|100
0|2021-11-29|3410.0|0|3410.0|0|40.0|0|0.0|100
0|2021-11-30|3420.0|0|3420.0|0|40.0|0|0.0|100
0|2021-12-01|3456.0|0|3456.0|0|40.0|0|0.0|100
0|2021-12-02|3473.0|0|3473.0|0|40.0|0|0.0|100
0|2021-12-03|3484.0|0|3479.0|0|41.0|0|0.0|100
0|2021-12-04|3484.0|0|3484.0|0|41.0|0|0.0|100
0|2021-12-05|3484.0|0|3484.0|0|41.0|0|0.0|100
0|2021-12-06|3508.0|0|3508.0|0|41.0|0|0.0|100
0|2021-12-07|3516.0|0|3516.0|0|42.0|0|0.0|100
0|2021-12-08|3528.0|0|3528.0|0|42.0|0|0.0|100
0|2021-12-09|3530.0|0|3530.0|0|42.0|0|0.0|100
0|2021-12-10|3544.0|0|3537.0|0|42.0|0|0.0|100
0|2021-12-11|3544.0|0|3544.0|0|42.0|0|0.0|100
0|2021-12-12|3544.0|0|3544.0|0|42.0|0|0.0|100
0|2021-12-13|3557.0|0|3557.0|0|42.0|0|0.0|100
0|2021-12-14|3557.0|0|3564.0|0|42.0|0|0.0|100
0|2021-12-15|3602.0|0|3602.0|0|43.0|0|0.0|100
0|2021-12-16|3602.0|0|3607.0|0|43.0|0|0.0|100
0|2021-12-17|3619.0|0|3611.0|0|43.0|0|0.0|100
0|2021-12-18|3619.0|0|3619.0|0|43.0|0|0.0|100
0|2021-12-19|3619.0|0|3619.0|0|43.0|0|0.0|100
0|2021-12-20|3633.0|0|3633.0|0|43.0|0|0.0|100
0|2021-12-21|3637.0|0|3637.0|0|44.0|0|0.0|100
0|2021-12-22|3651.0|0|3651.0|0|44.0|0|0.0|100
0|2021-12-23|3662.0|0|3662.0|0|44.0|0|0.0|100
0|2021-12-24|3662.0|0|3662.0|0|44.0|0|0.0|100
0|2021-12-25|3662.0|0|3662.0|0|44.0|0|0.0|100
0|2021-12-26|3662.0|0|3662.0|0|44.0|0|0.0|100
0|2021-12-27|3686.0|0|3686.0|0|44.0|0|0.0|100
0|2021-12-28|3691.0|0|3691.0|0|44.0|0|0.0|100
0|2021-12-29|3702.0|0|3702.0|0|46.0|0|0.0|100
0|2021-12-30|3714.0|0|3714.0|0|46.0|0|0.0|100
0|2021-12-31|3714.0|0|3714.0|0|46.0|0|0.0|100
0|2022-01-01|3714.0|0|3714.0|0|46.0|0|0.0|100
0|2022-01-02|3714.0|0|3714.0|0|46.0|0|0.0|100
0|2022-01-03|3786.0|0|3786.0|0|46.0|0|0.0|100
0|2022-01-04|3803.0|0|3803.0|0|46.0|0|0.0|100
0|2022-01-05|3824.0|0|3824.0|0|47.0|0|0.0|100
0|2022-01-06|3850.0|0|3850.0|0|49.0|0|0.0|100
0|2022-01-07|3873.0|0|3873.0|0|49.0|0|0.0|100
0|2022-01-08|3873.0|0|3873.0|0|49.0|0|0.0|100
0|2022-01-09|3873.0|0|3873.0|0|49.0|0|0.0|100
0|2022-01-10|3938.0|0|3938.0|0|50.0|0|0.0|100
0|2022-01-11|3949.0|0|3949.0|0|50.0|0|0.0|100
0|2022-01-12|4002.0|0|4002.0|0|50.0|0|0.0|100
0|2022-01-13|4002.0|0|4106.0|0|50.0|0|0.0|100
0|2022-01-14|4153.0|0|4153.0|0|51.0|0|0.0|100
0|2022-01-15|4153.0|0|4153.0|0|51.0|0|0.0|100
0|2022-01-16|4153.0|0|4153.0|0|51.0|0|0.0|100
0|2022-01-17|4153.0|0|0.0|100|51.0|0|0.0|100
