|dates|Barton_Kansas_UnitedStates.JHU_ConfirmedCases.data|Barton_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Barton_Kansas_UnitedStates.NYT_ConfirmedCases.data|Barton_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Barton_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Barton_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Barton_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Barton_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-23|4243.0|0|4243.0|0|63.0|0|0.0|100
0|2021-11-24|4243.0|0|4273.0|0|63.0|0|0.0|100
0|2021-11-25|4273.0|0|4273.0|0|66.0|0|0.0|100
0|2021-11-26|4273.0|0|4273.0|0|66.0|0|0.0|100
0|2021-11-27|4273.0|0|4273.0|0|66.0|0|0.0|100
0|2021-11-28|4273.0|0|4273.0|0|66.0|0|0.0|100
0|2021-11-29|4335.0|0|4335.0|0|66.0|0|0.0|100
0|2021-11-30|4335.0|0|4335.0|0|66.0|0|0.0|100
0|2021-12-01|4358.0|0|4358.0|0|67.0|0|0.0|100
0|2021-12-02|4358.0|0|4358.0|0|67.0|0|0.0|100
0|2021-12-03|4358.0|0|4389.0|0|67.0|0|0.0|100
0|2021-12-04|4389.0|0|4389.0|0|67.0|0|0.0|100
0|2021-12-05|4389.0|0|4389.0|0|67.0|0|0.0|100
0|2021-12-06|4425.0|0|4425.0|0|67.0|0|0.0|100
0|2021-12-07|4425.0|0|4425.0|0|67.0|0|0.0|100
0|2021-12-08|4455.0|0|4455.0|0|67.0|0|0.0|100
0|2021-12-09|4455.0|0|4455.0|0|67.0|0|0.0|100
0|2021-12-10|4507.0|0|4507.0|0|67.0|0|0.0|100
0|2021-12-11|4507.0|0|4507.0|0|67.0|0|0.0|100
0|2021-12-12|4507.0|0|4507.0|0|67.0|0|0.0|100
0|2021-12-13|4534.0|0|4534.0|0|67.0|0|0.0|100
0|2021-12-14|4534.0|0|4534.0|0|67.0|0|0.0|100
0|2021-12-15|4564.0|0|4564.0|0|67.0|0|0.0|100
0|2021-12-16|4564.0|0|4564.0|0|67.0|0|0.0|100
0|2021-12-17|4588.0|0|4588.0|0|67.0|0|0.0|100
0|2021-12-18|4588.0|0|4588.0|0|67.0|0|0.0|100
0|2021-12-19|4588.0|0|4588.0|0|67.0|0|0.0|100
0|2021-12-20|4614.0|0|4614.0|0|67.0|0|0.0|100
0|2021-12-21|4614.0|0|4614.0|0|67.0|0|0.0|100
0|2021-12-22|4648.0|0|4648.0|0|67.0|0|0.0|100
0|2021-12-23|4648.0|0|4648.0|0|67.0|0|0.0|100
0|2021-12-24|4648.0|0|4648.0|0|67.0|0|0.0|100
0|2021-12-25|4648.0|0|4648.0|0|67.0|0|0.0|100
0|2021-12-26|4648.0|0|4648.0|0|67.0|0|0.0|100
0|2021-12-27|4704.0|0|4704.0|0|67.0|0|0.0|100
0|2021-12-28|4704.0|0|4704.0|0|67.0|0|0.0|100
0|2021-12-29|4732.0|0|4732.0|0|67.0|0|0.0|100
0|2021-12-30|4732.0|0|4732.0|0|67.0|0|0.0|100
0|2021-12-31|4732.0|0|4732.0|0|67.0|0|0.0|100
0|2022-01-01|4732.0|0|4732.0|0|67.0|0|0.0|100
0|2022-01-02|4732.0|0|4732.0|0|67.0|0|0.0|100
0|2022-01-03|4803.0|0|4803.0|0|67.0|0|0.0|100
0|2022-01-04|4803.0|0|4803.0|0|67.0|0|0.0|100
0|2022-01-05|4840.0|0|4840.0|0|67.0|0|0.0|100
0|2022-01-06|4840.0|0|4840.0|0|67.0|0|0.0|100
0|2022-01-07|4882.0|0|4882.0|0|72.0|0|0.0|100
0|2022-01-08|4882.0|0|4882.0|0|72.0|0|0.0|100
0|2022-01-09|4882.0|0|4882.0|0|72.0|0|0.0|100
0|2022-01-10|4947.0|0|4947.0|0|72.0|0|0.0|100
0|2022-01-11|4947.0|0|4947.0|0|72.0|0|0.0|100
0|2022-01-12|4947.0|0|4998.0|0|72.0|0|0.0|100
0|2022-01-13|4947.0|0|5049.0|0|72.0|0|0.0|100
0|2022-01-14|5164.0|0|5164.0|0|72.0|0|0.0|100
0|2022-01-15|5164.0|0|5164.0|0|72.0|0|0.0|100
0|2022-01-16|5164.0|0|5164.0|0|72.0|0|0.0|100
0|2022-01-17|5164.0|0|0.0|100|72.0|0|0.0|100
