|dates|Ponce_PuertoRico_UnitedStates.BLS_EmployedPopulation.data|Ponce_PuertoRico_UnitedStates.BLS_EmployedPopulation.missing|Ponce_PuertoRico_UnitedStates.BLS_UnemployedPopulation.data|Ponce_PuertoRico_UnitedStates.BLS_UnemployedPopulation.missing|Ponce_PuertoRico_UnitedStates.BLS_UnemploymentRate.data|Ponce_PuertoRico_UnitedStates.BLS_UnemploymentRate.missing|Ponce_PuertoRico_UnitedStates.BLS_LaborForcePopulation.data|Ponce_PuertoRico_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|38335.5|0|4584.0|0|10.680459930800685|0|42919.5|0
0|2020-01-02|38335.5|0|4584.0|0|10.680459930800685|0|42919.5|0
0|2020-01-03|38335.5|0|4584.0|0|10.680459930800685|0|42919.5|0
0|2020-01-04|38335.5|0|4584.0|0|10.680459930800685|0|42919.5|0
0|2020-01-05|38335.5|0|4584.0|0|10.680459930800685|0|42919.5|0
0|2020-01-06|38335.5|0|4584.0|0|10.680459930800685|0|42919.5|0
0|2020-01-07|38335.5|0|4584.0|0|10.680459930800685|0|42919.5|0
0|2020-01-08|38335.5|0|4584.0|0|10.680459930800685|0|42919.5|0
0|2020-01-09|38335.5|0|4584.0|0|10.680459930800685|0|42919.5|0
0|2020-01-10|38335.5|0|4584.0|0|10.680459930800685|0|42919.5|0
0|2020-01-11|38335.5|0|4584.0|0|10.680459930800685|0|42919.5|0
0|2020-01-12|38335.5|0|4584.0|0|10.680459930800685|0|42919.5|0
0|2020-01-13|38335.5|0|4584.0|0|10.680459930800685|0|42919.5|0
0|2020-01-14|38335.5|0|4584.0|0|10.680459930800685|0|42919.5|0
0|2020-01-15|38335.5|0|4584.0|0|10.680459930800685|0|42919.5|0
0|2020-01-16|38335.5|0|4584.0|0|10.680459930800685|0|42919.5|0
0|2020-01-17|38335.5|0|4584.0|0|10.680459930800685|0|42919.5|0
0|2020-01-18|38335.5|0|4584.0|0|10.680459930800685|0|42919.5|0
0|2020-01-19|38335.5|0|4584.0|0|10.680459930800685|0|42919.5|0
0|2020-01-20|38335.5|0|4584.0|0|10.680459930800685|0|42919.5|0
0|2020-01-21|38335.5|0|4584.0|0|10.680459930800685|0|42919.5|0
0|2020-01-22|38335.5|0|4584.0|0|10.680459930800685|0|42919.5|0
0|2020-01-23|38335.5|0|4584.0|0|10.680459930800685|0|42919.5|0
0|2020-01-24|38335.5|0|4584.0|0|10.680459930800685|0|42919.5|0
0|2020-01-25|38335.5|0|4584.0|0|10.680459930800685|0|42919.5|0
0|2020-01-26|38335.5|0|4584.0|0|10.680459930800685|0|42919.5|0
0|2020-01-27|38335.5|0|4584.0|0|10.680459930800685|0|42919.5|0
0|2020-01-28|38335.5|0|4584.0|0|10.680459930800685|0|42919.5|0
0|2020-01-29|38335.5|0|4584.0|0|10.680459930800685|0|42919.5|0
0|2020-01-30|38335.5|0|4584.0|0|10.680459930800685|0|42919.5|0
0|2020-01-31|38335.5|0|4584.0|0|10.680459930800685|0|42919.5|0
0|2020-02-01|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-02-02|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-02-03|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-02-04|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-02-05|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-02-06|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-02-07|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-02-08|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-02-09|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-02-10|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-02-11|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-02-12|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-02-13|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-02-14|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-02-15|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-02-16|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-02-17|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-02-18|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-02-19|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-02-20|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-02-21|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-02-22|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-02-23|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-02-24|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-02-25|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-02-26|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-02-27|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-02-28|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-02-29|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-03-01|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-03-02|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-03-03|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-03-04|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-03-05|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-03-06|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-03-07|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-03-08|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-03-09|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-03-10|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-03-11|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-03-12|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-03-13|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-03-14|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-03-15|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-03-16|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-03-17|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-03-18|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-03-19|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-03-20|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-03-21|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-03-22|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-03-23|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-03-24|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-03-25|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-03-26|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-03-27|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-03-28|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-03-29|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-03-30|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-03-31|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-04-01|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-04-02|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-04-03|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-04-04|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-04-05|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-04-06|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-04-07|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-04-08|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-04-09|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-04-10|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-04-11|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-04-12|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-04-13|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-04-14|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-04-15|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-04-16|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-04-17|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-04-18|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-04-19|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-04-20|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-04-21|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-04-22|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-04-23|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-04-24|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-04-25|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-04-26|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-04-27|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-04-28|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-04-29|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-04-30|39394.5|0|3677.0|0|8.536967600385406|0|43071.5|0
0|2020-05-01|37863.0|0|4051.0|0|9.665028391468244|0|41914.0|0
0|2020-05-02|37863.0|0|4051.0|0|9.665028391468244|0|41914.0|0
0|2020-05-03|37863.0|0|4051.0|0|9.665028391468244|0|41914.0|0
0|2020-05-04|37863.0|0|4051.0|0|9.665028391468244|0|41914.0|0
0|2020-05-05|37863.0|0|4051.0|0|9.665028391468244|0|41914.0|0
0|2020-05-06|37863.0|0|4051.0|0|9.665028391468244|0|41914.0|0
0|2020-05-07|37863.0|0|4051.0|0|9.665028391468244|0|41914.0|0
0|2020-05-08|37863.0|0|4051.0|0|9.665028391468244|0|41914.0|0
0|2020-05-09|37863.0|0|4051.0|0|9.665028391468244|0|41914.0|0
0|2020-05-10|37863.0|0|4051.0|0|9.665028391468244|0|41914.0|0
0|2020-05-11|37863.0|0|4051.0|0|9.665028391468244|0|41914.0|0
0|2020-05-12|37863.0|0|4051.0|0|9.665028391468244|0|41914.0|0
0|2020-05-13|37863.0|0|4051.0|0|9.665028391468244|0|41914.0|0
0|2020-05-14|37863.0|0|4051.0|0|9.665028391468244|0|41914.0|0
0|2020-05-15|37863.0|0|4051.0|0|9.665028391468244|0|41914.0|0
0|2020-05-16|37863.0|0|4051.0|0|9.665028391468244|0|41914.0|0
0|2020-05-17|37863.0|0|4051.0|0|9.665028391468244|0|41914.0|0
0|2020-05-18|37863.0|0|4051.0|0|9.665028391468244|0|41914.0|0
0|2020-05-19|37863.0|0|4051.0|0|9.665028391468244|0|41914.0|0
0|2020-05-20|37863.0|0|4051.0|0|9.665028391468244|0|41914.0|0
0|2020-05-21|37863.0|0|4051.0|0|9.665028391468244|0|41914.0|0
0|2020-05-22|37863.0|0|4051.0|0|9.665028391468244|0|41914.0|0
0|2020-05-23|37863.0|0|4051.0|0|9.665028391468244|0|41914.0|0
0|2020-05-24|37863.0|0|4051.0|0|9.665028391468244|0|41914.0|0
0|2020-05-25|37863.0|0|4051.0|0|9.665028391468244|0|41914.0|0
0|2020-05-26|37863.0|0|4051.0|0|9.665028391468244|0|41914.0|0
0|2020-05-27|37863.0|0|4051.0|0|9.665028391468244|0|41914.0|0
0|2020-05-28|37863.0|0|4051.0|0|9.665028391468244|0|41914.0|0
0|2020-05-29|37863.0|0|4051.0|0|9.665028391468244|0|41914.0|0
0|2020-05-30|37863.0|0|4051.0|0|9.665028391468244|0|41914.0|0
0|2020-05-31|37863.0|0|4051.0|0|9.665028391468244|0|41914.0|0
0|2020-06-01|40424.0|0|3662.0|0|8.306491856825296|0|44086.0|0
0|2020-06-02|40424.0|0|3662.0|0|8.306491856825296|0|44086.0|0
0|2020-06-03|40424.0|0|3662.0|0|8.306491856825296|0|44086.0|0
0|2020-06-04|40424.0|0|3662.0|0|8.306491856825296|0|44086.0|0
