|dates|Unassigned_NewHampshire_UnitedStates.JHU_ConfirmedCases.data|Unassigned_NewHampshire_UnitedStates.JHU_ConfirmedCases.missing|Unassigned_NewHampshire_UnitedStates.NYT_ConfirmedCases.data|Unassigned_NewHampshire_UnitedStates.NYT_ConfirmedCases.missing|Unassigned_NewHampshire_UnitedStates.JHU_ConfirmedDeaths.data|Unassigned_NewHampshire_UnitedStates.JHU_ConfirmedDeaths.missing|Unassigned_NewHampshire_UnitedStates.JHU_ConfirmedRecoveries.data|Unassigned_NewHampshire_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-19|1058.0|0|0.0|100|6.0|0|0.0|100
0|2021-11-20|1058.0|0|0.0|100|6.0|0|0.0|100
0|2021-11-21|1058.0|0|0.0|100|6.0|0|0.0|100
0|2021-11-22|1160.0|0|0.0|100|6.0|0|0.0|100
0|2021-11-23|1215.0|0|0.0|100|6.0|0|0.0|100
0|2021-11-24|1217.0|0|0.0|100|7.0|0|0.0|100
0|2021-11-25|1217.0|0|0.0|100|7.0|0|0.0|100
0|2021-11-26|1217.0|0|0.0|100|7.0|0|0.0|100
0|2021-11-27|1217.0|0|0.0|100|7.0|0|0.0|100
0|2021-11-28|1217.0|0|0.0|100|7.0|0|0.0|100
0|2021-11-29|1404.0|0|0.0|100|9.0|0|0.0|100
0|2021-11-30|1459.0|0|0.0|100|10.0|0|0.0|100
0|2021-12-01|1523.0|0|0.0|100|10.0|0|0.0|100
0|2021-12-02|1553.0|0|0.0|100|10.0|0|0.0|100
0|2021-12-03|1607.0|0|0.0|100|11.0|0|0.0|100
0|2021-12-04|1607.0|0|0.0|100|11.0|0|0.0|100
0|2021-12-05|1607.0|0|0.0|100|11.0|0|0.0|100
0|2021-12-06|3645.0|0|0.0|100|5.0|0|0.0|100
0|2021-12-07|1800.0|0|0.0|100|12.0|0|0.0|100
0|2021-12-08|1906.0|0|0.0|100|12.0|0|0.0|100
0|2021-12-09|1965.0|0|0.0|100|12.0|0|0.0|100
0|2021-12-10|2021.0|0|0.0|100|13.0|0|0.0|100
0|2021-12-11|2021.0|0|0.0|100|13.0|0|0.0|100
0|2021-12-12|2021.0|0|0.0|100|13.0|0|0.0|100
0|2021-12-13|2203.0|0|0.0|100|13.0|0|0.0|100
0|2021-12-14|2203.0|0|0.0|100|13.0|0|0.0|100
0|2021-12-15|2293.0|0|0.0|100|15.0|0|0.0|100
0|2021-12-16|2360.0|0|0.0|100|16.0|0|0.0|100
0|2021-12-17|2448.0|0|0.0|100|16.0|0|0.0|100
0|2021-12-18|2448.0|0|0.0|100|16.0|0|0.0|100
0|2021-12-19|2448.0|0|0.0|100|16.0|0|0.0|100
0|2021-12-20|2628.0|0|0.0|100|16.0|0|0.0|100
0|2021-12-21|2683.0|0|0.0|100|18.0|0|0.0|100
0|2021-12-22|2794.0|0|0.0|100|18.0|0|0.0|100
0|2021-12-23|2865.0|0|0.0|100|18.0|0|0.0|100
0|2021-12-24|2865.0|0|0.0|100|18.0|0|0.0|100
0|2021-12-25|2865.0|0|0.0|100|18.0|0|0.0|100
0|2021-12-26|2865.0|0|0.0|100|18.0|0|0.0|100
0|2021-12-27|3354.0|0|0.0|100|18.0|0|0.0|100
0|2021-12-28|3374.0|0|0.0|100|20.0|0|0.0|100
0|2021-12-29|3575.0|0|0.0|100|21.0|0|0.0|100
0|2021-12-30|3773.0|0|0.0|100|22.0|0|0.0|100
0|2021-12-31|3773.0|0|0.0|100|22.0|0|0.0|100
0|2022-01-01|3773.0|0|0.0|100|22.0|0|0.0|100
0|2022-01-02|3773.0|0|0.0|100|22.0|0|0.0|100
0|2022-01-03|4209.0|0|0.0|100|23.0|0|0.0|100
0|2022-01-04|4350.0|0|0.0|100|23.0|0|0.0|100
0|2022-01-05|4604.0|0|0.0|100|23.0|0|0.0|100
0|2022-01-06|4956.0|0|0.0|100|23.0|0|0.0|100
0|2022-01-07|5111.0|0|0.0|100|23.0|0|0.0|100
0|2022-01-08|5111.0|0|0.0|100|23.0|0|0.0|100
0|2022-01-09|5111.0|0|0.0|100|23.0|0|0.0|100
0|2022-01-10|5667.0|0|0.0|100|24.0|0|0.0|100
0|2022-01-11|5892.0|0|0.0|100|24.0|0|0.0|100
0|2022-01-12|6069.0|0|0.0|100|24.0|0|0.0|100
0|2022-01-13|6069.0|0|0.0|100|24.0|0|0.0|100
0|2022-01-14|6444.0|0|0.0|100|26.0|0|0.0|100
0|2022-01-15|6444.0|0|0.0|100|26.0|0|0.0|100
0|2022-01-16|6444.0|0|0.0|100|26.0|0|0.0|100
0|2022-01-17|6444.0|0|0.0|100|26.0|0|0.0|100
