|dates|Union_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Union_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Union_Pennsylvania_UnitedStates.NYT_ConfirmedCases.data|Union_Pennsylvania_UnitedStates.NYT_ConfirmedCases.missing|Union_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Union_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Union_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Union_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|7184.0|0|7184.0|0|97.0|0|0.0|100
0|2021-10-18|7197.0|0|7197.0|0|97.0|0|0.0|100
0|2021-10-19|7203.0|0|7203.0|0|97.0|0|0.0|100
0|2021-10-20|7227.0|0|7227.0|0|98.0|0|0.0|100
0|2021-10-21|7260.0|0|7260.0|0|98.0|0|0.0|100
0|2021-10-22|7297.0|0|7297.0|0|98.0|0|0.0|100
0|2021-10-23|7339.0|0|7339.0|0|98.0|0|0.0|100
0|2021-10-24|7357.0|0|7357.0|0|98.0|0|0.0|100
0|2021-10-25|7373.0|0|7373.0|0|98.0|0|0.0|100
0|2021-10-26|7400.0|0|7400.0|0|99.0|0|0.0|100
0|2021-10-27|7429.0|0|7429.0|0|99.0|0|0.0|100
0|2021-10-28|7457.0|0|7457.0|0|101.0|0|0.0|100
0|2021-10-29|7469.0|0|7469.0|0|102.0|0|0.0|100
0|2021-10-30|7514.0|0|7514.0|0|102.0|0|0.0|100
0|2021-10-31|7518.0|0|7518.0|0|102.0|0|0.0|100
0|2021-11-01|7518.0|0|7518.0|0|102.0|0|0.0|100
0|2021-11-02|7552.0|0|7552.0|0|102.0|0|0.0|100
0|2021-11-03|7569.0|0|7569.0|0|104.0|0|0.0|100
0|2021-11-04|7584.0|0|7584.0|0|104.0|0|0.0|100
0|2021-11-05|7612.0|0|7612.0|0|104.0|0|0.0|100
0|2021-11-06|7625.0|0|7625.0|0|104.0|0|0.0|100
0|2021-11-07|7636.0|0|7636.0|0|104.0|0|0.0|100
0|2021-11-08|7651.0|0|7651.0|0|104.0|0|0.0|100
0|2021-11-09|7674.0|0|7674.0|0|104.0|0|0.0|100
0|2021-11-10|7686.0|0|7686.0|0|105.0|0|0.0|100
0|2021-11-11|7700.0|0|7700.0|0|106.0|0|0.0|100
0|2021-11-12|7710.0|0|7710.0|0|106.0|0|0.0|100
0|2021-11-13|7814.0|0|7814.0|0|106.0|0|0.0|100
0|2021-11-14|7837.0|0|7837.0|0|106.0|0|0.0|100
0|2021-11-15|7850.0|0|7850.0|0|106.0|0|0.0|100
0|2021-11-16|7861.0|0|7861.0|0|107.0|0|0.0|100
0|2021-11-17|7882.0|0|7882.0|0|107.0|0|0.0|100
0|2021-11-18|7894.0|0|7894.0|0|107.0|0|0.0|100
0|2021-11-19|7913.0|0|7913.0|0|108.0|0|0.0|100
0|2021-11-20|7933.0|0|7933.0|0|108.0|0|0.0|100
0|2021-11-21|7949.0|0|7949.0|0|108.0|0|0.0|100
0|2021-11-22|7969.0|0|7969.0|0|109.0|0|0.0|100
0|2021-11-23|7989.0|0|7989.0|0|109.0|0|0.0|100
0|2021-11-24|8020.0|0|8020.0|0|109.0|0|0.0|100
0|2021-11-25|8036.0|0|8036.0|0|112.0|0|0.0|100
0|2021-11-26|8080.0|0|8080.0|0|112.0|0|0.0|100
0|2021-11-27|8105.0|0|8105.0|0|112.0|0|0.0|100
0|2021-11-28|8110.0|0|8110.0|0|112.0|0|0.0|100
0|2021-11-29|8121.0|0|8121.0|0|112.0|0|0.0|100
0|2021-11-30|8139.0|0|8139.0|0|112.0|0|0.0|100
0|2021-12-01|8155.0|0|8155.0|0|112.0|0|0.0|100
0|2021-12-02|8194.0|0|8194.0|0|112.0|0|0.0|100
0|2021-12-03|8228.0|0|8228.0|0|114.0|0|0.0|100
0|2021-12-04|8264.0|0|8264.0|0|116.0|0|0.0|100
0|2021-12-05|8287.0|0|8287.0|0|116.0|0|0.0|100
0|2021-12-06|8295.0|0|8295.0|0|116.0|0|0.0|100
0|2021-12-07|8320.0|0|8320.0|0|117.0|0|0.0|100
0|2021-12-08|8358.0|0|8358.0|0|117.0|0|0.0|100
0|2021-12-09|8395.0|0|8395.0|0|117.0|0|0.0|100
0|2021-12-10|8439.0|0|8439.0|0|119.0|0|0.0|100
0|2021-12-11|8467.0|0|8467.0|0|122.0|0|0.0|100
0|2021-12-12|8501.0|0|8501.0|0|122.0|0|0.0|100
0|2021-12-13|8519.0|0|8519.0|0|122.0|0|0.0|100
0|2021-12-14|8519.0|0|8560.0|0|122.0|0|0.0|100
0|2021-12-15|8575.0|0|8575.0|0|126.0|0|0.0|100
0|2021-12-16|8606.0|0|8606.0|0|126.0|0|0.0|100
0|2021-12-17|8623.0|0|8623.0|0|126.0|0|0.0|100
0|2021-12-18|8645.0|0|8645.0|0|126.0|0|0.0|100
0|2021-12-19|8666.0|0|8666.0|0|126.0|0|0.0|100
0|2021-12-20|8677.0|0|8677.0|0|126.0|0|0.0|100
0|2021-12-21|8711.0|0|8711.0|0|127.0|0|0.0|100
0|2021-12-22|8736.0|0|8736.0|0|127.0|0|0.0|100
0|2021-12-23|8782.0|0|8782.0|0|128.0|0|0.0|100
0|2021-12-24|8816.0|0|8816.0|0|129.0|0|0.0|100
0|2021-12-25|8827.0|0|8827.0|0|129.0|0|0.0|100
0|2021-12-26|8851.0|0|8851.0|0|129.0|0|0.0|100
0|2021-12-27|8855.0|0|8855.0|0|129.0|0|0.0|100
0|2021-12-28|8885.0|0|8885.0|0|129.0|0|0.0|100
0|2021-12-29|8922.0|0|8922.0|0|133.0|0|0.0|100
0|2021-12-30|8948.0|0|8948.0|0|133.0|0|0.0|100
0|2021-12-31|8991.0|0|8991.0|0|133.0|0|0.0|100
0|2022-01-01|9011.0|0|9011.0|0|133.0|0|0.0|100
0|2022-01-02|9048.0|0|9048.0|0|133.0|0|0.0|100
0|2022-01-03|9085.0|0|9085.0|0|133.0|0|0.0|100
0|2022-01-04|9113.0|0|9113.0|0|134.0|0|0.0|100
0|2022-01-05|9166.0|0|9166.0|0|134.0|0|0.0|100
0|2022-01-06|9211.0|0|9211.0|0|135.0|0|0.0|100
0|2022-01-07|9293.0|0|9293.0|0|135.0|0|0.0|100
0|2022-01-08|9363.0|0|9363.0|0|135.0|0|0.0|100
0|2022-01-09|9412.0|0|9412.0|0|135.0|0|0.0|100
0|2022-01-10|9499.0|0|9499.0|0|135.0|0|0.0|100
0|2022-01-11|9545.0|0|9545.0|0|135.0|0|0.0|100
0|2022-01-12|9599.0|0|9599.0|0|135.0|0|0.0|100
0|2022-01-13|9599.0|0|9658.0|0|135.0|0|0.0|100
0|2022-01-14|9752.0|0|9752.0|0|135.0|0|0.0|100
0|2022-01-15|9844.0|0|9844.0|0|135.0|0|0.0|100
0|2022-01-16|9975.0|0|9975.0|0|135.0|0|0.0|100
0|2022-01-17|10022.0|0|0.0|100|135.0|0|0.0|100
