|dates|Sumner_Tennessee_UnitedStates.BLS_EmployedPopulation.data|Sumner_Tennessee_UnitedStates.BLS_EmployedPopulation.missing|Sumner_Tennessee_UnitedStates.BLS_UnemployedPopulation.data|Sumner_Tennessee_UnitedStates.BLS_UnemployedPopulation.missing|Sumner_Tennessee_UnitedStates.BLS_UnemploymentRate.data|Sumner_Tennessee_UnitedStates.BLS_UnemploymentRate.missing|Sumner_Tennessee_UnitedStates.BLS_LaborForcePopulation.data|Sumner_Tennessee_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|100697.0|0|3888.0|0|3.7175503179232203|0|104585.0|0
0|2021-10-18|100697.0|0|3888.0|0|3.7175503179232203|0|104585.0|0
0|2021-10-19|100697.0|0|3888.0|0|3.7175503179232203|0|104585.0|0
0|2021-10-20|100697.0|0|3888.0|0|3.7175503179232203|0|104585.0|0
0|2021-10-21|100697.0|0|3888.0|0|3.7175503179232203|0|104585.0|0
0|2021-10-22|100697.0|0|3888.0|0|3.7175503179232203|0|104585.0|0
0|2021-10-23|100697.0|0|3888.0|0|3.7175503179232203|0|104585.0|0
0|2021-10-24|100697.0|0|3888.0|0|3.7175503179232203|0|104585.0|0
0|2021-10-25|100697.0|0|3888.0|0|3.7175503179232203|0|104585.0|0
0|2021-10-26|100697.0|0|3888.0|0|3.7175503179232203|0|104585.0|0
0|2021-10-27|100697.0|0|3888.0|0|3.7175503179232203|0|104585.0|0
0|2021-10-28|100697.0|0|3888.0|0|3.7175503179232203|0|104585.0|0
0|2021-10-29|100697.0|0|3888.0|0|3.7175503179232203|0|104585.0|0
0|2021-10-30|100697.0|0|3888.0|0|3.7175503179232203|0|104585.0|0
0|2021-10-31|100697.0|0|3888.0|0|3.7175503179232203|0|104585.0|0
0|2021-11-01|100697.0|0|3888.0|0|3.7175503179232203|0|104585.0|0
0|2021-11-02|100697.0|0|3888.0|0|3.7175503179232203|0|104585.0|0
0|2021-11-03|100697.0|0|3888.0|0|3.7175503179232203|0|104585.0|0
0|2021-11-04|100697.0|0|3888.0|0|3.7175503179232203|0|104585.0|0
0|2021-11-05|100697.0|0|3888.0|0|3.7175503179232203|0|104585.0|0
0|2021-11-06|100697.0|0|3888.0|0|3.7175503179232203|0|104585.0|0
0|2021-11-07|100697.0|0|3888.0|0|3.7175503179232203|0|104585.0|0
0|2021-11-08|100697.0|0|3888.0|0|3.7175503179232203|0|104585.0|0
0|2021-11-09|100697.0|0|3888.0|0|3.7175503179232203|0|104585.0|0
0|2021-11-10|100697.0|0|3888.0|0|3.7175503179232203|0|104585.0|0
0|2021-11-11|100697.0|0|3888.0|0|3.7175503179232203|0|104585.0|0
0|2021-11-12|100697.0|0|3888.0|0|3.7175503179232203|0|104585.0|0
