|dates|Unassigned_RhodeIsland_UnitedStates.JHU_ConfirmedCases.data|Unassigned_RhodeIsland_UnitedStates.JHU_ConfirmedCases.missing|Unassigned_RhodeIsland_UnitedStates.NYT_ConfirmedCases.data|Unassigned_RhodeIsland_UnitedStates.NYT_ConfirmedCases.missing|Unassigned_RhodeIsland_UnitedStates.JHU_ConfirmedDeaths.data|Unassigned_RhodeIsland_UnitedStates.JHU_ConfirmedDeaths.missing|Unassigned_RhodeIsland_UnitedStates.JHU_ConfirmedRecoveries.data|Unassigned_RhodeIsland_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|13241.0|0|13241.0|0|15.0|0|0.0|100
0|2021-10-18|13888.0|0|13888.0|0|16.0|0|0.0|100
0|2021-10-19|14116.0|0|14116.0|0|22.0|0|0.0|100
0|2021-10-20|12526.0|0|12526.0|0|19.0|0|0.0|100
0|2021-10-21|12822.0|0|12822.0|0|21.0|0|0.0|100
0|2021-10-22|13016.0|0|13016.0|0|22.0|0|0.0|100
0|2021-10-23|13016.0|0|13016.0|0|22.0|0|0.0|100
0|2021-10-24|13016.0|0|13016.0|0|22.0|0|0.0|100
0|2021-10-25|13479.0|0|13479.0|0|24.0|0|0.0|100
0|2021-10-26|13664.0|0|13664.0|0|26.0|0|0.0|100
0|2021-10-27|12255.0|0|12255.0|0|15.0|0|0.0|100
0|2021-10-28|12519.0|0|12519.0|0|16.0|0|0.0|100
0|2021-10-29|12753.0|0|12753.0|0|16.0|0|0.0|100
0|2021-10-30|12753.0|0|12753.0|0|16.0|0|0.0|100
0|2021-10-31|12753.0|0|12753.0|0|16.0|0|0.0|100
0|2021-11-01|13311.0|0|13311.0|0|17.0|0|0.0|100
0|2021-11-02|13535.0|0|13535.0|0|19.0|0|0.0|100
0|2021-11-03|12453.0|0|12453.0|0|14.0|0|0.0|100
0|2021-11-04|12774.0|0|12774.0|0|14.0|0|0.0|100
0|2021-11-05|13044.0|0|13044.0|0|14.0|0|0.0|100
0|2021-11-06|13044.0|0|13044.0|0|14.0|0|0.0|100
0|2021-11-07|13044.0|0|13044.0|0|14.0|0|0.0|100
0|2021-11-08|13800.0|0|13800.0|0|15.0|0|0.0|100
0|2021-11-09|14140.0|0|14140.0|0|17.0|0|0.0|100
0|2021-11-10|14140.0|0|12755.0|0|17.0|0|0.0|100
0|2021-11-11|12755.0|0|12755.0|0|17.0|0|0.0|100
0|2021-11-12|13526.0|0|13526.0|0|20.0|0|0.0|100
0|2021-11-13|13526.0|0|13526.0|0|20.0|0|0.0|100
0|2021-11-14|13526.0|0|13526.0|0|20.0|0|0.0|100
0|2021-11-15|14489.0|0|14489.0|0|26.0|0|0.0|100
0|2021-11-16|15046.0|0|15046.0|0|31.0|0|0.0|100
0|2021-11-17|12473.0|0|12473.0|0|19.0|0|0.0|100
0|2021-11-18|13018.0|0|13018.0|0|20.0|0|0.0|100
0|2021-11-19|13606.0|0|13606.0|0|23.0|0|0.0|100
0|2021-11-20|13606.0|0|13606.0|0|23.0|0|0.0|100
0|2021-11-21|13606.0|0|13606.0|0|23.0|0|0.0|100
0|2021-11-22|14750.0|0|14750.0|0|30.0|0|0.0|100
0|2021-11-23|15354.0|0|15354.0|0|30.0|0|0.0|100
0|2021-11-24|12723.0|0|12723.0|0|15.0|0|0.0|100
0|2021-11-25|12723.0|0|12723.0|0|15.0|0|0.0|100
0|2021-11-26|12723.0|0|12723.0|0|15.0|0|0.0|100
0|2021-11-27|12723.0|0|12723.0|0|15.0|0|0.0|100
0|2021-11-28|12723.0|0|12723.0|0|15.0|0|0.0|100
0|2021-11-29|15137.0|0|15137.0|0|27.0|0|0.0|100
0|2021-11-30|15925.0|0|15925.0|0|32.0|0|0.0|100
0|2021-12-01|13809.0|0|13809.0|0|21.0|0|0.0|100
0|2021-12-02|14782.0|0|14782.0|0|25.0|0|0.0|100
0|2021-12-03|15926.0|0|15926.0|0|27.0|0|0.0|100
0|2021-12-04|15926.0|0|15926.0|0|27.0|0|0.0|100
0|2021-12-05|15926.0|0|15926.0|0|27.0|0|0.0|100
0|2021-12-06|18017.0|0|18017.0|0|34.0|0|0.0|100
0|2021-12-07|19104.0|0|19104.0|0|35.0|0|0.0|100
0|2021-12-08|19797.0|0|19797.0|0|35.0|0|0.0|100
0|2021-12-09|15798.0|0|15798.0|0|16.0|0|0.0|100
0|2021-12-10|16876.0|0|16876.0|0|22.0|0|0.0|100
0|2021-12-11|16876.0|0|16876.0|0|22.0|0|0.0|100
0|2021-12-12|16876.0|0|16876.0|0|22.0|0|0.0|100
0|2021-12-13|19309.0|0|19309.0|0|34.0|0|0.0|100
0|2021-12-14|19309.0|0|20555.0|0|34.0|0|0.0|100
0|2021-12-15|21958.0|0|21958.0|0|45.0|0|0.0|100
0|2021-12-16|17188.0|0|17188.0|0|27.0|0|0.0|100
0|2021-12-17|18385.0|0|18385.0|0|34.0|0|0.0|100
0|2021-12-18|18385.0|0|18385.0|0|34.0|0|0.0|100
0|2021-12-19|18385.0|0|18385.0|0|34.0|0|0.0|100
0|2021-12-20|22347.0|0|22347.0|0|40.0|0|0.0|100
0|2021-12-21|23362.0|0|23362.0|0|48.0|0|0.0|100
0|2021-12-22|16856.0|0|16856.0|0|29.0|0|0.0|100
0|2021-12-23|18543.0|0|18543.0|0|32.0|0|0.0|100
0|2021-12-24|18543.0|0|18543.0|0|32.0|0|0.0|100
0|2021-12-25|18543.0|0|18543.0|0|32.0|0|0.0|100
0|2021-12-26|18543.0|0|18543.0|0|32.0|0|0.0|100
0|2021-12-27|18543.0|0|18543.0|0|32.0|0|0.0|100
0|2021-12-28|25300.0|0|25300.0|0|60.0|0|0.0|100
0|2021-12-29|21026.0|0|21026.0|0|29.0|0|0.0|100
0|2021-12-30|24944.0|0|24944.0|0|33.0|0|0.0|100
0|2021-12-31|24944.0|0|24944.0|0|33.0|0|0.0|100
0|2022-01-01|24944.0|0|24944.0|0|33.0|0|0.0|100
0|2022-01-02|24944.0|0|24944.0|0|33.0|0|0.0|100
0|2022-01-03|24944.0|0|24944.0|0|33.0|0|0.0|100
0|2022-01-04|41172.0|0|41172.0|0|63.0|0|0.0|100
0|2022-01-05|28661.0|0|28661.0|0|23.0|0|0.0|100
0|2022-01-06|35579.0|0|35579.0|0|28.0|0|0.0|100
0|2022-01-07|41535.0|0|41535.0|0|37.0|0|0.0|100
0|2022-01-08|41535.0|0|41535.0|0|37.0|0|0.0|100
0|2022-01-09|41535.0|0|41535.0|0|37.0|0|0.0|100
0|2022-01-10|55300.0|0|55300.0|0|52.0|0|0.0|100
0|2022-01-11|60376.0|0|60376.0|0|60.0|0|0.0|100
0|2022-01-12|34658.0|0|34658.0|0|25.0|0|0.0|100
0|2022-01-13|34658.0|0|40328.0|0|25.0|0|0.0|100
0|2022-01-14|46133.0|0|46133.0|0|49.0|0|0.0|100
0|2022-01-15|46133.0|0|46133.0|0|49.0|0|0.0|100
0|2022-01-16|46133.0|0|46133.0|0|49.0|0|0.0|100
0|2022-01-17|57724.0|0|0.0|100|62.0|0|0.0|100
