|dates|Grundy_Tennessee_UnitedStates.BLS_EmployedPopulation.data|Grundy_Tennessee_UnitedStates.BLS_EmployedPopulation.missing|Grundy_Tennessee_UnitedStates.BLS_UnemployedPopulation.data|Grundy_Tennessee_UnitedStates.BLS_UnemployedPopulation.missing|Grundy_Tennessee_UnitedStates.BLS_UnemploymentRate.data|Grundy_Tennessee_UnitedStates.BLS_UnemploymentRate.missing|Grundy_Tennessee_UnitedStates.BLS_LaborForcePopulation.data|Grundy_Tennessee_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-11-20|4778.0|0|324.0|0|6.350450803606429|0|5102.0|0
0|2021-11-21|4778.0|0|324.0|0|6.350450803606429|0|5102.0|0
0|2021-11-22|4778.0|0|324.0|0|6.350450803606429|0|5102.0|0
0|2021-11-23|4778.0|0|324.0|0|6.350450803606429|0|5102.0|0
0|2021-11-24|4778.0|0|324.0|0|6.350450803606429|0|5102.0|0
0|2021-11-25|4778.0|0|324.0|0|6.350450803606429|0|5102.0|0
0|2021-11-26|4778.0|0|324.0|0|6.350450803606429|0|5102.0|0
0|2021-11-27|4778.0|0|324.0|0|6.350450803606429|0|5102.0|0
0|2021-11-28|4778.0|0|324.0|0|6.350450803606429|0|5102.0|0
0|2021-11-29|4778.0|0|324.0|0|6.350450803606429|0|5102.0|0
0|2021-11-30|4778.0|0|324.0|0|6.350450803606429|0|5102.0|0
0|2021-12-01|4778.0|0|324.0|0|6.350450803606429|0|5102.0|0
0|2021-12-02|4778.0|0|324.0|0|6.350450803606429|0|5102.0|0
0|2021-12-03|4778.0|0|324.0|0|6.350450803606429|0|5102.0|0
0|2021-12-04|4778.0|0|324.0|0|6.350450803606429|0|5102.0|0
0|2021-12-05|4778.0|0|324.0|0|6.350450803606429|0|5102.0|0
0|2021-12-06|4778.0|0|324.0|0|6.350450803606429|0|5102.0|0
0|2021-12-07|4778.0|0|324.0|0|6.350450803606429|0|5102.0|0
0|2021-12-08|4778.0|0|324.0|0|6.350450803606429|0|5102.0|0
0|2021-12-09|4778.0|0|324.0|0|6.350450803606429|0|5102.0|0
0|2021-12-10|4778.0|0|324.0|0|6.350450803606429|0|5102.0|0
0|2021-12-11|4778.0|0|324.0|0|6.350450803606429|0|5102.0|0
0|2021-12-12|4778.0|0|324.0|0|6.350450803606429|0|5102.0|0
0|2021-12-13|4778.0|0|324.0|0|6.350450803606429|0|5102.0|0
0|2021-12-14|4778.0|0|324.0|0|6.350450803606429|0|5102.0|0
0|2021-12-15|4778.0|0|324.0|0|6.350450803606429|0|5102.0|0
0|2021-12-16|4778.0|0|324.0|0|6.350450803606429|0|5102.0|0
0|2021-12-17|4778.0|0|324.0|0|6.350450803606429|0|5102.0|0
0|2021-12-18|4778.0|0|324.0|0|6.350450803606429|0|5102.0|0
0|2021-12-19|4778.0|0|324.0|0|6.350450803606429|0|5102.0|0
0|2021-12-20|4778.0|0|324.0|0|6.350450803606429|0|5102.0|0
0|2021-12-21|4778.0|0|324.0|0|6.350450803606429|0|5102.0|0
0|2021-12-22|4778.0|0|324.0|0|6.350450803606429|0|5102.0|0
0|2021-12-23|4778.0|0|324.0|0|6.350450803606429|0|5102.0|0
0|2021-12-24|4778.0|0|324.0|0|6.350450803606429|0|5102.0|0
0|2021-12-25|4778.0|0|324.0|0|6.350450803606429|0|5102.0|0
0|2021-12-26|4778.0|0|324.0|0|6.350450803606429|0|5102.0|0
0|2021-12-27|4778.0|0|324.0|0|6.350450803606429|0|5102.0|0
0|2021-12-28|4778.0|0|324.0|0|6.350450803606429|0|5102.0|0
0|2021-12-29|4778.0|0|324.0|0|6.350450803606429|0|5102.0|0
0|2021-12-30|4778.0|0|324.0|0|6.350450803606429|0|5102.0|0
0|2021-12-31|4778.0|0|324.0|0|6.350450803606429|0|5102.0|0
0|2022-01-01|4778.0|0|324.0|0|6.350450803606429|0|5102.0|0
0|2022-01-02|4778.0|0|324.0|0|6.350450803606429|0|5102.0|0
0|2022-01-03|4778.0|0|324.0|0|6.350450803606429|0|5102.0|0
0|2022-01-04|4778.0|0|324.0|0|6.350450803606429|0|5102.0|0
0|2022-01-05|4778.0|0|324.0|0|6.350450803606429|0|5102.0|0
0|2022-01-06|4778.0|0|324.0|0|6.350450803606429|0|5102.0|0
0|2022-01-07|4778.0|0|324.0|0|6.350450803606429|0|5102.0|0
0|2022-01-08|4778.0|0|324.0|0|6.350450803606429|0|5102.0|0
0|2022-01-09|4778.0|0|324.0|0|6.350450803606429|0|5102.0|0
0|2022-01-10|4778.0|0|324.0|0|6.350450803606429|0|5102.0|0
0|2022-01-11|4778.0|0|324.0|0|6.350450803606429|0|5102.0|0
0|2022-01-12|4778.0|0|324.0|0|6.350450803606429|0|5102.0|0
0|2022-01-13|4778.0|0|324.0|0|6.350450803606429|0|5102.0|0
0|2022-01-14|4778.0|0|324.0|0|6.350450803606429|0|5102.0|0
0|2022-01-15|4778.0|0|324.0|0|6.350450803606429|0|5102.0|0
0|2022-01-16|4778.0|0|324.0|0|6.350450803606429|0|5102.0|0
0|2022-01-17|4778.0|0|324.0|0|6.350450803606429|0|5102.0|0
