|dates|IndianRiver_Florida_UnitedStates.BLS_EmployedPopulation.data|IndianRiver_Florida_UnitedStates.BLS_EmployedPopulation.missing|IndianRiver_Florida_UnitedStates.BLS_UnemployedPopulation.data|IndianRiver_Florida_UnitedStates.BLS_UnemployedPopulation.missing|IndianRiver_Florida_UnitedStates.BLS_UnemploymentRate.data|IndianRiver_Florida_UnitedStates.BLS_UnemploymentRate.missing|IndianRiver_Florida_UnitedStates.BLS_LaborForcePopulation.data|IndianRiver_Florida_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|63868.0|0|3418.0|0|5.0798085783075235|0|67286.0|0
0|2021-10-18|63868.0|0|3418.0|0|5.0798085783075235|0|67286.0|0
0|2021-10-19|63868.0|0|3418.0|0|5.0798085783075235|0|67286.0|0
0|2021-10-20|63868.0|0|3418.0|0|5.0798085783075235|0|67286.0|0
0|2021-10-21|63868.0|0|3418.0|0|5.0798085783075235|0|67286.0|0
0|2021-10-22|63868.0|0|3418.0|0|5.0798085783075235|0|67286.0|0
0|2021-10-23|63868.0|0|3418.0|0|5.0798085783075235|0|67286.0|0
0|2021-10-24|63868.0|0|3418.0|0|5.0798085783075235|0|67286.0|0
0|2021-10-25|63868.0|0|3418.0|0|5.0798085783075235|0|67286.0|0
0|2021-10-26|63868.0|0|3418.0|0|5.0798085783075235|0|67286.0|0
0|2021-10-27|63868.0|0|3418.0|0|5.0798085783075235|0|67286.0|0
0|2021-10-28|63868.0|0|3418.0|0|5.0798085783075235|0|67286.0|0
0|2021-10-29|63868.0|0|3418.0|0|5.0798085783075235|0|67286.0|0
0|2021-10-30|63868.0|0|3418.0|0|5.0798085783075235|0|67286.0|0
0|2021-10-31|63868.0|0|3418.0|0|5.0798085783075235|0|67286.0|0
0|2021-11-01|63868.0|0|3418.0|0|5.0798085783075235|0|67286.0|0
0|2021-11-02|63868.0|0|3418.0|0|5.0798085783075235|0|67286.0|0
0|2021-11-03|63868.0|0|3418.0|0|5.0798085783075235|0|67286.0|0
0|2021-11-04|63868.0|0|3418.0|0|5.0798085783075235|0|67286.0|0
0|2021-11-05|63868.0|0|3418.0|0|5.0798085783075235|0|67286.0|0
0|2021-11-06|63868.0|0|3418.0|0|5.0798085783075235|0|67286.0|0
