|dates|Pittsylvania_Virginia_UnitedStates.JHU_ConfirmedCases.data|Pittsylvania_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Pittsylvania_Virginia_UnitedStates.NYT_ConfirmedCases.data|Pittsylvania_Virginia_UnitedStates.NYT_ConfirmedCases.missing|Pittsylvania_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Pittsylvania_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Pittsylvania_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Pittsylvania_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-09|8631.0|0|8631.0|0|133.0|0|0.0|100
0|2021-12-10|8647.0|0|8647.0|0|133.0|0|0.0|100
0|2021-12-11|8647.0|0|8647.0|0|133.0|0|0.0|100
0|2021-12-12|8647.0|0|8647.0|0|133.0|0|0.0|100
0|2021-12-13|8670.0|0|8670.0|0|134.0|0|0.0|100
0|2021-12-14|8670.0|0|8686.0|0|134.0|0|0.0|100
0|2021-12-15|8713.0|0|8713.0|0|134.0|0|0.0|100
0|2021-12-16|8760.0|0|8760.0|0|134.0|0|0.0|100
0|2021-12-17|8781.0|0|8781.0|0|134.0|0|0.0|100
0|2021-12-18|8781.0|0|8781.0|0|134.0|0|0.0|100
0|2021-12-19|8781.0|0|8781.0|0|134.0|0|0.0|100
0|2021-12-20|8841.0|0|8841.0|0|134.0|0|0.0|100
0|2021-12-21|8855.0|0|8855.0|0|135.0|0|0.0|100
0|2021-12-22|8886.0|0|8886.0|0|136.0|0|0.0|100
0|2021-12-23|8922.0|0|8922.0|0|136.0|0|0.0|100
0|2021-12-24|8950.0|0|8950.0|0|136.0|0|0.0|100
0|2021-12-25|8950.0|0|8950.0|0|136.0|0|0.0|100
0|2021-12-26|8950.0|0|8950.0|0|136.0|0|0.0|100
0|2021-12-27|8992.0|0|8992.0|0|137.0|0|0.0|100
0|2021-12-28|9012.0|0|9012.0|0|140.0|0|0.0|100
0|2021-12-29|9053.0|0|9053.0|0|140.0|0|0.0|100
0|2021-12-30|9099.0|0|9099.0|0|141.0|0|0.0|100
0|2021-12-31|9155.0|0|9155.0|0|141.0|0|0.0|100
0|2022-01-01|9155.0|0|9155.0|0|141.0|0|0.0|100
0|2022-01-02|9155.0|0|9155.0|0|141.0|0|0.0|100
0|2022-01-03|9284.0|0|9284.0|0|143.0|0|0.0|100
0|2022-01-04|9366.0|0|9366.0|0|143.0|0|0.0|100
0|2022-01-05|9441.0|0|9441.0|0|143.0|0|0.0|100
0|2022-01-06|9527.0|0|9527.0|0|144.0|0|0.0|100
0|2022-01-07|9633.0|0|9633.0|0|144.0|0|0.0|100
0|2022-01-08|9633.0|0|9633.0|0|144.0|0|0.0|100
0|2022-01-09|9633.0|0|9633.0|0|144.0|0|0.0|100
0|2022-01-10|9875.0|0|9875.0|0|144.0|0|0.0|100
0|2022-01-11|10023.0|0|10023.0|0|146.0|0|0.0|100
0|2022-01-12|10122.0|0|10122.0|0|146.0|0|0.0|100
0|2022-01-13|10122.0|0|10282.0|0|146.0|0|0.0|100
0|2022-01-14|10412.0|0|10412.0|0|147.0|0|0.0|100
0|2022-01-15|10412.0|0|10412.0|0|147.0|0|0.0|100
0|2022-01-16|10412.0|0|10412.0|0|147.0|0|0.0|100
0|2022-01-17|10631.0|0|0.0|100|147.0|0|0.0|100
