|dates|Rutherford_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Rutherford_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Rutherford_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|Rutherford_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Rutherford_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Rutherford_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Rutherford_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Rutherford_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|11191.0|0|11191.0|0|302.0|0|0.0|100
0|2021-10-18|11265.0|0|11265.0|0|305.0|0|0.0|100
0|2021-10-19|11274.0|0|11274.0|0|305.0|0|0.0|100
0|2021-10-20|11290.0|0|11290.0|0|308.0|0|0.0|100
0|2021-10-21|11320.0|0|11320.0|0|308.0|0|0.0|100
0|2021-10-22|11339.0|0|11339.0|0|308.0|0|0.0|100
0|2021-10-23|11339.0|0|11339.0|0|308.0|0|0.0|100
0|2021-10-24|11339.0|0|11339.0|0|308.0|0|0.0|100
0|2021-10-25|11384.0|0|11384.0|0|315.0|0|0.0|100
0|2021-10-26|11395.0|0|11395.0|0|315.0|0|0.0|100
0|2021-10-27|11410.0|0|11410.0|0|316.0|0|0.0|100
0|2021-10-28|11427.0|0|11427.0|0|316.0|0|0.0|100
0|2021-10-29|11433.0|0|11433.0|0|318.0|0|0.0|100
0|2021-10-30|11433.0|0|11433.0|0|318.0|0|0.0|100
0|2021-10-31|11433.0|0|11433.0|0|318.0|0|0.0|100
0|2021-11-01|11478.0|0|11478.0|0|322.0|0|0.0|100
0|2021-11-02|11485.0|0|11485.0|0|322.0|0|0.0|100
0|2021-11-03|11500.0|0|11500.0|0|324.0|0|0.0|100
0|2021-11-04|11508.0|0|11508.0|0|329.0|0|0.0|100
0|2021-11-05|11531.0|0|11531.0|0|329.0|0|0.0|100
0|2021-11-06|11531.0|0|11531.0|0|329.0|0|0.0|100
0|2021-11-07|11531.0|0|11531.0|0|329.0|0|0.0|100
0|2021-11-08|11554.0|0|11554.0|0|330.0|0|0.0|100
0|2021-11-09|11563.0|0|11563.0|0|330.0|0|0.0|100
0|2021-11-10|11563.0|0|11599.0|0|330.0|0|0.0|100
0|2021-11-11|11599.0|0|11599.0|0|332.0|0|0.0|100
0|2021-11-12|11622.0|0|11622.0|0|333.0|0|0.0|100
0|2021-11-13|11622.0|0|11622.0|0|333.0|0|0.0|100
0|2021-11-14|11622.0|0|11622.0|0|333.0|0|0.0|100
0|2021-11-15|11646.0|0|11646.0|0|334.0|0|0.0|100
0|2021-11-16|11647.0|0|11647.0|0|334.0|0|0.0|100
0|2021-11-17|11657.0|0|11657.0|0|335.0|0|0.0|100
0|2021-11-18|11671.0|0|11671.0|0|335.0|0|0.0|100
0|2021-11-19|11678.0|0|11678.0|0|335.0|0|0.0|100
0|2021-11-20|11678.0|0|11678.0|0|335.0|0|0.0|100
0|2021-11-21|11678.0|0|11678.0|0|335.0|0|0.0|100
0|2021-11-22|11721.0|0|11721.0|0|336.0|0|0.0|100
0|2021-11-23|11722.0|0|11722.0|0|336.0|0|0.0|100
0|2021-11-24|11730.0|0|11730.0|0|338.0|0|0.0|100
0|2021-11-25|11730.0|0|11730.0|0|338.0|0|0.0|100
0|2021-11-26|11730.0|0|11730.0|0|338.0|0|0.0|100
0|2021-11-27|11730.0|0|11730.0|0|338.0|0|0.0|100
0|2021-11-28|11730.0|0|11730.0|0|338.0|0|0.0|100
0|2021-11-29|11762.0|0|11762.0|0|338.0|0|0.0|100
0|2021-11-30|11768.0|0|11768.0|0|338.0|0|0.0|100
