|dates|Montgomery_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Montgomery_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Montgomery_Pennsylvania_UnitedStates.NYT_ConfirmedCases.data|Montgomery_Pennsylvania_UnitedStates.NYT_ConfirmedCases.missing|Montgomery_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Montgomery_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Montgomery_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Montgomery_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|83740.0|0|83740.0|0|1824.0|0|0.0|100
0|2021-10-18|83861.0|0|83861.0|0|1827.0|0|0.0|100
0|2021-10-19|84069.0|0|84069.0|0|1830.0|0|0.0|100
0|2021-10-20|84226.0|0|84226.0|0|1834.0|0|0.0|100
0|2021-10-21|84459.0|0|84459.0|0|1836.0|0|0.0|100
0|2021-10-22|84663.0|0|84663.0|0|1838.0|0|0.0|100
0|2021-10-23|84851.0|0|84851.0|0|1840.0|0|0.0|100
0|2021-10-24|85018.0|0|85018.0|0|1840.0|0|0.0|100
0|2021-10-25|85120.0|0|85120.0|0|1841.0|0|0.0|100
0|2021-10-26|85240.0|0|85240.0|0|1843.0|0|0.0|100
0|2021-10-27|85367.0|0|85367.0|0|1843.0|0|0.0|100
0|2021-10-28|85529.0|0|85529.0|0|1847.0|0|0.0|100
0|2021-10-29|85673.0|0|85673.0|0|1851.0|0|0.0|100
0|2021-10-30|85832.0|0|85832.0|0|1851.0|0|0.0|100
0|2021-10-31|85922.0|0|85922.0|0|1851.0|0|0.0|100
0|2021-11-01|85922.0|0|85922.0|0|1851.0|0|0.0|100
0|2021-11-02|86180.0|0|86180.0|0|1854.0|0|0.0|100
0|2021-11-03|86297.0|0|86297.0|0|1857.0|0|0.0|100
0|2021-11-04|86545.0|0|86545.0|0|1861.0|0|0.0|100
0|2021-11-05|86694.0|0|86694.0|0|1864.0|0|0.0|100
0|2021-11-06|86853.0|0|86853.0|0|1864.0|0|0.0|100
0|2021-11-07|87019.0|0|87019.0|0|1864.0|0|0.0|100
0|2021-11-08|87155.0|0|87155.0|0|1864.0|0|0.0|100
0|2021-11-09|87342.0|0|87342.0|0|1867.0|0|0.0|100
0|2021-11-10|87524.0|0|87524.0|0|1871.0|0|0.0|100
0|2021-11-11|87770.0|0|87770.0|0|1872.0|0|0.0|100
0|2021-11-12|87962.0|0|87962.0|0|1874.0|0|0.0|100
0|2021-11-13|88743.0|0|88743.0|0|1876.0|0|0.0|100
0|2021-11-14|88947.0|0|88947.0|0|1878.0|0|0.0|100
0|2021-11-15|89124.0|0|89124.0|0|1879.0|0|0.0|100
0|2021-11-16|89346.0|0|89346.0|0|1880.0|0|0.0|100
0|2021-11-17|89560.0|0|89560.0|0|1881.0|0|0.0|100
0|2021-11-18|89848.0|0|89848.0|0|1884.0|0|0.0|100
0|2021-11-19|90075.0|0|90075.0|0|1886.0|0|0.0|100
0|2021-11-20|90260.0|0|90260.0|0|1890.0|0|0.0|100
0|2021-11-21|90520.0|0|90520.0|0|1890.0|0|0.0|100
0|2021-11-22|90742.0|0|90742.0|0|1890.0|0|0.0|100
0|2021-11-23|90959.0|0|90959.0|0|1891.0|0|0.0|100
0|2021-11-24|91175.0|0|91175.0|0|1895.0|0|0.0|100
0|2021-11-25|91453.0|0|91453.0|0|1903.0|0|0.0|100
0|2021-11-26|91453.0|0|91691.0|0|1903.0|0|0.0|100
0|2021-11-27|91936.0|0|91936.0|0|1903.0|0|0.0|100
0|2021-11-28|92082.0|0|92082.0|0|1903.0|0|0.0|100
0|2021-11-29|92358.0|0|92358.0|0|1904.0|0|0.0|100
0|2021-11-30|92586.0|0|92586.0|0|1905.0|0|0.0|100
0|2021-12-01|92939.0|0|92939.0|0|1909.0|0|0.0|100
0|2021-12-02|93446.0|0|93446.0|0|1911.0|0|0.0|100
0|2021-12-03|93799.0|0|93799.0|0|1914.0|0|0.0|100
0|2021-12-04|94227.0|0|94227.0|0|1916.0|0|0.0|100
0|2021-12-05|94510.0|0|94510.0|0|1919.0|0|0.0|100
0|2021-12-06|94677.0|0|94677.0|0|1920.0|0|0.0|100
0|2021-12-07|94973.0|0|94973.0|0|1923.0|0|0.0|100
0|2021-12-08|95511.0|0|95511.0|0|1927.0|0|0.0|100
0|2021-12-09|95838.0|0|95838.0|0|1930.0|0|0.0|100
0|2021-12-10|96653.0|0|96653.0|0|1934.0|0|0.0|100
0|2021-12-11|97164.0|0|97164.0|0|1937.0|0|0.0|100
0|2021-12-12|97641.0|0|97641.0|0|1937.0|0|0.0|100
0|2021-12-13|97996.0|0|97996.0|0|1937.0|0|0.0|100
0|2021-12-14|97996.0|0|98316.0|0|1937.0|0|0.0|100
0|2021-12-15|98650.0|0|98650.0|0|1946.0|0|0.0|100
0|2021-12-16|99151.0|0|99151.0|0|1950.0|0|0.0|100
0|2021-12-17|99609.0|0|99609.0|0|1953.0|0|0.0|100
0|2021-12-18|100093.0|0|100093.0|0|1957.0|0|0.0|100
0|2021-12-19|100565.0|0|100565.0|0|1957.0|0|0.0|100
0|2021-12-20|100920.0|0|100920.0|0|1957.0|0|0.0|100
0|2021-12-21|101346.0|0|101346.0|0|1962.0|0|0.0|100
0|2021-12-22|101842.0|0|101842.0|0|1964.0|0|0.0|100
0|2021-12-23|102516.0|0|102516.0|0|1969.0|0|0.0|100
0|2021-12-24|103271.0|0|103271.0|0|1971.0|0|0.0|100
0|2021-12-25|104007.0|0|104007.0|0|1971.0|0|0.0|100
0|2021-12-26|104720.0|0|104720.0|0|1971.0|0|0.0|100
0|2021-12-27|105104.0|0|105104.0|0|1975.0|0|0.0|100
0|2021-12-28|106352.0|0|106352.0|0|1979.0|0|0.0|100
0|2021-12-29|107409.0|0|107409.0|0|1991.0|0|0.0|100
0|2021-12-30|108900.0|0|108900.0|0|1993.0|0|0.0|100
0|2021-12-31|110575.0|0|110575.0|0|1996.0|0|0.0|100
0|2022-01-01|112007.0|0|112007.0|0|1996.0|0|0.0|100
0|2022-01-02|113906.0|0|113906.0|0|1996.0|0|0.0|100
0|2022-01-03|115440.0|0|115440.0|0|1999.0|0|0.0|100
0|2022-01-04|116669.0|0|116669.0|0|2003.0|0|0.0|100
0|2022-01-05|118199.0|0|118199.0|0|2003.0|0|0.0|100
0|2022-01-06|119662.0|0|119662.0|0|2016.0|0|0.0|100
0|2022-01-07|121302.0|0|121302.0|0|2023.0|0|0.0|100
0|2022-01-08|122773.0|0|122773.0|0|2027.0|0|0.0|100
0|2022-01-09|124417.0|0|124417.0|0|2028.0|0|0.0|100
0|2022-01-10|125898.0|0|125898.0|0|2029.0|0|0.0|100
0|2022-01-11|127060.0|0|127060.0|0|2037.0|0|0.0|100
0|2022-01-12|128804.0|0|128804.0|0|2046.0|0|0.0|100
0|2022-01-13|128804.0|0|130027.0|0|2046.0|0|0.0|100
0|2022-01-14|131609.0|0|131609.0|0|2056.0|0|0.0|100
0|2022-01-15|132830.0|0|132830.0|0|2066.0|0|0.0|100
0|2022-01-16|134794.0|0|134794.0|0|2066.0|0|0.0|100
0|2022-01-17|135713.0|0|0.0|100|2066.0|0|0.0|100
