|dates|Rusk_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Rusk_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Rusk_Wisconsin_UnitedStates.NYT_ConfirmedCases.data|Rusk_Wisconsin_UnitedStates.NYT_ConfirmedCases.missing|Rusk_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Rusk_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Rusk_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Rusk_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|2159.0|0|2159.0|0|33.0|0|0.0|100
0|2021-10-18|2172.0|0|2172.0|0|33.0|0|0.0|100
0|2021-10-19|2175.0|0|2175.0|0|33.0|0|0.0|100
0|2021-10-20|2176.0|0|2176.0|0|32.0|0|0.0|100
0|2021-10-21|2185.0|0|2185.0|0|33.0|0|0.0|100
0|2021-10-22|2189.0|0|2189.0|0|34.0|0|0.0|100
0|2021-10-23|2189.0|0|2189.0|0|34.0|0|0.0|100
0|2021-10-24|2189.0|0|2189.0|0|34.0|0|0.0|100
0|2021-10-25|2202.0|0|2202.0|0|34.0|0|0.0|100
0|2021-10-26|2204.0|0|2204.0|0|35.0|0|0.0|100
0|2021-10-27|2209.0|0|2209.0|0|35.0|0|0.0|100
0|2021-10-28|2218.0|0|2218.0|0|35.0|0|0.0|100
0|2021-10-29|2224.0|0|2224.0|0|35.0|0|0.0|100
0|2021-10-30|2224.0|0|2224.0|0|35.0|0|0.0|100
0|2021-10-31|2224.0|0|2224.0|0|35.0|0|0.0|100
0|2021-11-01|2237.0|0|2237.0|0|35.0|0|0.0|100
0|2021-11-02|2241.0|0|2241.0|0|35.0|0|0.0|100
0|2021-11-03|2247.0|0|2247.0|0|35.0|0|0.0|100
0|2021-11-04|2254.0|0|2254.0|0|35.0|0|0.0|100
0|2021-11-05|2253.0|0|2253.0|0|35.0|0|0.0|100
0|2021-11-06|2253.0|0|2253.0|0|35.0|0|0.0|100
0|2021-11-07|2253.0|0|2253.0|0|35.0|0|0.0|100
0|2021-11-08|2261.0|0|2261.0|0|35.0|0|0.0|100
0|2021-11-09|2279.0|0|2279.0|0|35.0|0|0.0|100
0|2021-11-10|2285.0|0|2285.0|0|35.0|0|0.0|100
0|2021-11-11|2295.0|0|2295.0|0|35.0|0|0.0|100
0|2021-11-12|2301.0|0|2301.0|0|35.0|0|0.0|100
0|2021-11-13|2301.0|0|2301.0|0|35.0|0|0.0|100
0|2021-11-14|2301.0|0|2301.0|0|35.0|0|0.0|100
0|2021-11-15|2317.0|0|2317.0|0|35.0|0|0.0|100
0|2021-11-16|2327.0|0|2327.0|0|35.0|0|0.0|100
0|2021-11-17|2330.0|0|2330.0|0|35.0|0|0.0|100
0|2021-11-18|2346.0|0|2346.0|0|35.0|0|0.0|100
0|2021-11-19|2353.0|0|2353.0|0|35.0|0|0.0|100
0|2021-11-20|2353.0|0|2353.0|0|35.0|0|0.0|100
0|2021-11-21|2353.0|0|2353.0|0|35.0|0|0.0|100
0|2021-11-22|2363.0|0|2363.0|0|35.0|0|0.0|100
0|2021-11-23|2373.0|0|2373.0|0|35.0|0|0.0|100
0|2021-11-24|2376.0|0|2376.0|0|36.0|0|0.0|100
0|2021-11-25|2386.0|0|2386.0|0|36.0|0|0.0|100
0|2021-11-26|2386.0|0|2386.0|0|36.0|0|0.0|100
0|2021-11-27|2386.0|0|2386.0|0|36.0|0|0.0|100
0|2021-11-28|2386.0|0|2386.0|0|36.0|0|0.0|100
0|2021-11-29|2386.0|0|2386.0|0|36.0|0|0.0|100
0|2021-11-30|2421.0|0|2421.0|0|36.0|0|0.0|100
0|2021-12-01|2442.0|0|2442.0|0|36.0|0|0.0|100
0|2021-12-02|2455.0|0|2455.0|0|37.0|0|0.0|100
0|2021-12-03|2471.0|0|2471.0|0|37.0|0|0.0|100
0|2021-12-04|2471.0|0|2471.0|0|37.0|0|0.0|100
0|2021-12-05|2471.0|0|2471.0|0|37.0|0|0.0|100
0|2021-12-06|2471.0|0|2471.0|0|37.0|0|0.0|100
0|2021-12-07|2471.0|0|2471.0|0|37.0|0|0.0|100
0|2021-12-08|2500.0|0|2500.0|0|37.0|0|0.0|100
0|2021-12-09|2514.0|0|2514.0|0|37.0|0|0.0|100
0|2021-12-10|2524.0|0|2524.0|0|37.0|0|0.0|100
0|2021-12-11|2524.0|0|2524.0|0|37.0|0|0.0|100
0|2021-12-12|2524.0|0|2524.0|0|37.0|0|0.0|100
0|2021-12-13|2549.0|0|2549.0|0|37.0|0|0.0|100
0|2021-12-14|2549.0|0|2563.0|0|37.0|0|0.0|100
0|2021-12-15|2573.0|0|2573.0|0|37.0|0|0.0|100
0|2021-12-16|2578.0|0|2578.0|0|37.0|0|0.0|100
0|2021-12-17|2587.0|0|2587.0|0|39.0|0|0.0|100
0|2021-12-18|2587.0|0|2587.0|0|39.0|0|0.0|100
0|2021-12-19|2587.0|0|2587.0|0|39.0|0|0.0|100
0|2021-12-20|2631.0|0|2631.0|0|39.0|0|0.0|100
0|2021-12-21|2637.0|0|2637.0|0|41.0|0|0.0|100
0|2021-12-22|2649.0|0|2649.0|0|41.0|0|0.0|100
0|2021-12-23|2669.0|0|2669.0|0|41.0|0|0.0|100
0|2021-12-24|2688.0|0|2688.0|0|41.0|0|0.0|100
0|2021-12-25|2688.0|0|2688.0|0|41.0|0|0.0|100
0|2021-12-26|2688.0|0|2688.0|0|41.0|0|0.0|100
0|2021-12-27|2727.0|0|2727.0|0|41.0|0|0.0|100
0|2021-12-28|2716.0|0|2716.0|0|41.0|0|0.0|100
0|2021-12-29|2733.0|0|2733.0|0|41.0|0|0.0|100
0|2021-12-30|2741.0|0|2741.0|0|41.0|0|0.0|100
0|2021-12-31|2767.0|0|2767.0|0|41.0|0|0.0|100
0|2022-01-01|2767.0|0|2767.0|0|41.0|0|0.0|100
0|2022-01-02|2767.0|0|2767.0|0|41.0|0|0.0|100
0|2022-01-03|2780.0|0|2780.0|0|41.0|0|0.0|100
0|2022-01-04|2780.0|0|2786.0|0|41.0|0|0.0|100
0|2022-01-05|2800.0|0|2800.0|0|41.0|0|0.0|100
0|2022-01-06|2800.0|0|2829.0|0|41.0|0|0.0|100
0|2022-01-07|2862.0|0|2862.0|0|41.0|0|0.0|100
0|2022-01-08|2862.0|0|2862.0|0|41.0|0|0.0|100
0|2022-01-09|2862.0|0|2862.0|0|41.0|0|0.0|100
0|2022-01-10|2886.0|0|2886.0|0|41.0|0|0.0|100
0|2022-01-11|2904.0|0|2904.0|0|41.0|0|0.0|100
0|2022-01-12|2924.0|0|2924.0|0|41.0|0|0.0|100
0|2022-01-13|2924.0|0|2953.0|0|41.0|0|0.0|100
0|2022-01-14|2977.0|0|2977.0|0|41.0|0|0.0|100
0|2022-01-15|2977.0|0|2977.0|0|41.0|0|0.0|100
0|2022-01-16|2977.0|0|2977.0|0|41.0|0|0.0|100
0|2022-01-17|3014.0|0|0.0|100|41.0|0|0.0|100
