|dates|LaSalle_Louisiana_UnitedStates.JHU_ConfirmedCases.data|LaSalle_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|LaSalle_Louisiana_UnitedStates.NYT_ConfirmedCases.data|LaSalle_Louisiana_UnitedStates.NYT_ConfirmedCases.missing|LaSalle_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|LaSalle_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|LaSalle_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|LaSalle_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-22|2775.0|0|2775.0|0|46.0|0|0.0|100
0|2021-11-23|2780.0|0|2780.0|0|46.0|0|0.0|100
0|2021-11-24|2781.0|0|2781.0|0|46.0|0|0.0|100
0|2021-11-25|2781.0|0|2781.0|0|46.0|0|0.0|100
0|2021-11-26|2781.0|0|2781.0|0|46.0|0|0.0|100
0|2021-11-27|2781.0|0|2781.0|0|46.0|0|0.0|100
0|2021-11-28|2781.0|0|2781.0|0|46.0|0|0.0|100
0|2021-11-29|2782.0|0|2782.0|0|46.0|0|0.0|100
0|2021-11-30|2784.0|0|2784.0|0|46.0|0|0.0|100
0|2021-12-01|2786.0|0|2786.0|0|46.0|0|0.0|100
0|2021-12-02|2786.0|0|2787.0|0|46.0|0|0.0|100
0|2021-12-03|2787.0|0|2787.0|0|46.0|0|0.0|100
0|2021-12-04|2787.0|0|2787.0|0|46.0|0|0.0|100
0|2021-12-05|2787.0|0|2787.0|0|46.0|0|0.0|100
0|2021-12-06|2789.0|0|2789.0|0|46.0|0|0.0|100
0|2021-12-07|2790.0|0|2790.0|0|46.0|0|0.0|100
0|2021-12-08|2793.0|0|2793.0|0|46.0|0|0.0|100
0|2021-12-09|2794.0|0|2794.0|0|46.0|0|0.0|100
0|2021-12-10|2795.0|0|2795.0|0|46.0|0|0.0|100
0|2021-12-11|2795.0|0|2795.0|0|46.0|0|0.0|100
0|2021-12-12|2795.0|0|2795.0|0|46.0|0|0.0|100
0|2021-12-13|2797.0|0|2797.0|0|46.0|0|0.0|100
0|2021-12-14|2797.0|0|2797.0|0|46.0|0|0.0|100
0|2021-12-15|2797.0|0|2797.0|0|46.0|0|0.0|100
0|2021-12-16|2799.0|0|2799.0|0|46.0|0|0.0|100
0|2021-12-17|2799.0|0|2799.0|0|46.0|0|0.0|100
0|2021-12-18|2799.0|0|2799.0|0|46.0|0|0.0|100
0|2021-12-19|2799.0|0|2799.0|0|46.0|0|0.0|100
0|2021-12-20|2800.0|0|2800.0|0|46.0|0|0.0|100
0|2021-12-21|2800.0|0|2800.0|0|46.0|0|0.0|100
0|2021-12-22|2801.0|0|2801.0|0|46.0|0|0.0|100
0|2021-12-23|2807.0|0|2807.0|0|46.0|0|0.0|100
0|2021-12-24|2807.0|0|2807.0|0|46.0|0|0.0|100
0|2021-12-25|2807.0|0|2807.0|0|46.0|0|0.0|100
0|2021-12-26|2807.0|0|2807.0|0|46.0|0|0.0|100
0|2021-12-27|2815.0|0|2815.0|0|46.0|0|0.0|100
0|2021-12-28|2821.0|0|2821.0|0|46.0|0|0.0|100
0|2021-12-29|2845.0|0|2845.0|0|46.0|0|0.0|100
0|2021-12-30|2863.0|0|2863.0|0|46.0|0|0.0|100
0|2021-12-31|2863.0|0|2863.0|0|46.0|0|0.0|100
0|2022-01-01|2863.0|0|2863.0|0|46.0|0|0.0|100
0|2022-01-02|2863.0|0|2863.0|0|46.0|0|0.0|100
0|2022-01-03|2933.0|0|2933.0|0|46.0|0|0.0|100
0|2022-01-04|2939.0|0|2939.0|0|46.0|0|0.0|100
0|2022-01-05|2967.0|0|2967.0|0|46.0|0|0.0|100
0|2022-01-06|2997.0|0|2997.0|0|46.0|0|0.0|100
0|2022-01-07|3017.0|0|3017.0|0|46.0|0|0.0|100
0|2022-01-08|3017.0|0|3017.0|0|46.0|0|0.0|100
0|2022-01-09|3017.0|0|3017.0|0|46.0|0|0.0|100
0|2022-01-10|3065.0|0|3065.0|0|46.0|0|0.0|100
0|2022-01-11|3087.0|0|3087.0|0|46.0|0|0.0|100
0|2022-01-12|3087.0|0|3087.0|0|46.0|0|0.0|100
0|2022-01-13|3087.0|0|3087.0|0|46.0|0|0.0|100
0|2022-01-14|3193.0|0|3193.0|0|46.0|0|0.0|100
0|2022-01-15|3193.0|0|3193.0|0|46.0|0|0.0|100
0|2022-01-16|3193.0|0|3193.0|0|46.0|0|0.0|100
0|2022-01-17|3193.0|0|0.0|100|46.0|0|0.0|100
