|dates|Wasco_Oregon_UnitedStates.JHU_ConfirmedCases.data|Wasco_Oregon_UnitedStates.JHU_ConfirmedCases.missing|Wasco_Oregon_UnitedStates.NYT_ConfirmedCases.data|Wasco_Oregon_UnitedStates.NYT_ConfirmedCases.missing|Wasco_Oregon_UnitedStates.JHU_ConfirmedDeaths.data|Wasco_Oregon_UnitedStates.JHU_ConfirmedDeaths.missing|Wasco_Oregon_UnitedStates.JHU_ConfirmedRecoveries.data|Wasco_Oregon_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-20|3137.0|0|3137.0|0|44.0|0|0.0|100
0|2021-11-21|3137.0|0|3137.0|0|44.0|0|0.0|100
0|2021-11-22|3138.0|0|3138.0|0|44.0|0|0.0|100
0|2021-11-23|3145.0|0|3145.0|0|45.0|0|0.0|100
0|2021-11-24|3148.0|0|3148.0|0|46.0|0|0.0|100
0|2021-11-25|3148.0|0|3148.0|0|46.0|0|0.0|100
0|2021-11-26|3148.0|0|3148.0|0|46.0|0|0.0|100
0|2021-11-27|3148.0|0|3148.0|0|46.0|0|0.0|100
0|2021-11-28|3148.0|0|3148.0|0|46.0|0|0.0|100
0|2021-11-29|3149.0|0|3149.0|0|46.0|0|0.0|100
0|2021-11-30|3161.0|0|3161.0|0|46.0|0|0.0|100
0|2021-12-01|3170.0|0|3170.0|0|46.0|0|0.0|100
0|2021-12-02|3178.0|0|3178.0|0|46.0|0|0.0|100
0|2021-12-03|3186.0|0|3186.0|0|46.0|0|0.0|100
0|2021-12-04|3186.0|0|3186.0|0|46.0|0|0.0|100
0|2021-12-05|3186.0|0|3186.0|0|46.0|0|0.0|100
0|2021-12-06|3196.0|0|3196.0|0|46.0|0|0.0|100
0|2021-12-07|3207.0|0|3207.0|0|47.0|0|0.0|100
0|2021-12-08|3211.0|0|3211.0|0|47.0|0|0.0|100
0|2021-12-09|3221.0|0|3221.0|0|47.0|0|0.0|100
0|2021-12-10|3223.0|0|3223.0|0|47.0|0|0.0|100
0|2021-12-11|3223.0|0|3223.0|0|47.0|0|0.0|100
0|2021-12-12|3223.0|0|3223.0|0|47.0|0|0.0|100
0|2021-12-13|3230.0|0|3230.0|0|47.0|0|0.0|100
0|2021-12-14|3230.0|0|3238.0|0|47.0|0|0.0|100
0|2021-12-15|3240.0|0|3240.0|0|47.0|0|0.0|100
0|2021-12-16|3245.0|0|3245.0|0|48.0|0|0.0|100
0|2021-12-17|3251.0|0|3251.0|0|48.0|0|0.0|100
0|2021-12-18|3251.0|0|3251.0|0|48.0|0|0.0|100
0|2021-12-19|3251.0|0|3251.0|0|48.0|0|0.0|100
0|2021-12-20|3257.0|0|3257.0|0|48.0|0|0.0|100
0|2021-12-21|3264.0|0|3264.0|0|48.0|0|0.0|100
0|2021-12-22|3269.0|0|3269.0|0|48.0|0|0.0|100
0|2021-12-23|3271.0|0|3271.0|0|48.0|0|0.0|100
0|2021-12-24|3271.0|0|3271.0|0|48.0|0|0.0|100
0|2021-12-25|3271.0|0|3271.0|0|48.0|0|0.0|100
0|2021-12-26|3271.0|0|3271.0|0|48.0|0|0.0|100
0|2021-12-27|3281.0|0|3281.0|0|48.0|0|0.0|100
0|2021-12-28|3301.0|0|3301.0|0|48.0|0|0.0|100
0|2021-12-29|3312.0|0|3312.0|0|48.0|0|0.0|100
0|2021-12-30|3322.0|0|3322.0|0|48.0|0|0.0|100
0|2021-12-31|3322.0|0|3322.0|0|48.0|0|0.0|100
0|2022-01-01|3322.0|0|3322.0|0|48.0|0|0.0|100
0|2022-01-02|3322.0|0|3322.0|0|48.0|0|0.0|100
0|2022-01-03|3343.0|0|3343.0|0|48.0|0|0.0|100
0|2022-01-04|3373.0|0|3373.0|0|48.0|0|0.0|100
0|2022-01-05|3396.0|0|3396.0|0|48.0|0|0.0|100
0|2022-01-06|3417.0|0|3417.0|0|48.0|0|0.0|100
0|2022-01-07|3443.0|0|3443.0|0|48.0|0|0.0|100
0|2022-01-08|3443.0|0|3443.0|0|48.0|0|0.0|100
0|2022-01-09|3443.0|0|3443.0|0|48.0|0|0.0|100
0|2022-01-10|3468.0|0|3468.0|0|49.0|0|0.0|100
0|2022-01-11|3531.0|0|3531.0|0|49.0|0|0.0|100
0|2022-01-12|3567.0|0|3567.0|0|50.0|0|0.0|100
0|2022-01-13|3567.0|0|3646.0|0|50.0|0|0.0|100
0|2022-01-14|3694.0|0|3694.0|0|50.0|0|0.0|100
0|2022-01-15|3694.0|0|3694.0|0|50.0|0|0.0|100
0|2022-01-16|3694.0|0|3694.0|0|50.0|0|0.0|100
0|2022-01-17|3694.0|0|0.0|100|50.0|0|0.0|100
