|dates|Mifflin_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Mifflin_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Mifflin_Pennsylvania_UnitedStates.NYT_ConfirmedCases.data|Mifflin_Pennsylvania_UnitedStates.NYT_ConfirmedCases.missing|Mifflin_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Mifflin_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Mifflin_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Mifflin_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|6955.0|0|6955.0|0|187.0|0|0.0|100
0|2021-10-18|6973.0|0|6973.0|0|188.0|0|0.0|100
0|2021-10-19|6990.0|0|6990.0|0|190.0|0|0.0|100
0|2021-10-20|7022.0|0|7022.0|0|191.0|0|0.0|100
0|2021-10-21|7056.0|0|7056.0|0|192.0|0|0.0|100
0|2021-10-22|7091.0|0|7091.0|0|192.0|0|0.0|100
0|2021-10-23|7128.0|0|7128.0|0|192.0|0|0.0|100
0|2021-10-24|7159.0|0|7159.0|0|192.0|0|0.0|100
0|2021-10-25|7172.0|0|7172.0|0|192.0|0|0.0|100
0|2021-10-26|7183.0|0|7183.0|0|195.0|0|0.0|100
0|2021-10-27|7220.0|0|7220.0|0|197.0|0|0.0|100
0|2021-10-28|7248.0|0|7248.0|0|198.0|0|0.0|100
0|2021-10-29|7271.0|0|7271.0|0|199.0|0|0.0|100
0|2021-10-30|7300.0|0|7300.0|0|200.0|0|0.0|100
0|2021-10-31|7329.0|0|7329.0|0|200.0|0|0.0|100
0|2021-11-01|7329.0|0|7329.0|0|200.0|0|0.0|100
0|2021-11-02|7353.0|0|7353.0|0|200.0|0|0.0|100
0|2021-11-03|7374.0|0|7374.0|0|202.0|0|0.0|100
0|2021-11-04|7402.0|0|7402.0|0|202.0|0|0.0|100
0|2021-11-05|7423.0|0|7423.0|0|204.0|0|0.0|100
0|2021-11-06|7433.0|0|7433.0|0|204.0|0|0.0|100
0|2021-11-07|7445.0|0|7445.0|0|204.0|0|0.0|100
0|2021-11-08|7462.0|0|7462.0|0|204.0|0|0.0|100
0|2021-11-09|7475.0|0|7475.0|0|207.0|0|0.0|100
0|2021-11-10|7475.0|0|7494.0|0|207.0|0|0.0|100
0|2021-11-11|7529.0|0|7529.0|0|214.0|0|0.0|100
0|2021-11-12|7547.0|0|7547.0|0|214.0|0|0.0|100
0|2021-11-13|7659.0|0|7659.0|0|214.0|0|0.0|100
0|2021-11-14|7680.0|0|7680.0|0|214.0|0|0.0|100
0|2021-11-15|7697.0|0|7697.0|0|214.0|0|0.0|100
0|2021-11-16|7708.0|0|7708.0|0|215.0|0|0.0|100
0|2021-11-17|7751.0|0|7751.0|0|218.0|0|0.0|100
0|2021-11-18|7780.0|0|7780.0|0|219.0|0|0.0|100
0|2021-11-19|7826.0|0|7826.0|0|219.0|0|0.0|100
0|2021-11-20|7861.0|0|7861.0|0|220.0|0|0.0|100
0|2021-11-21|7900.0|0|7900.0|0|220.0|0|0.0|100
0|2021-11-22|7935.0|0|7935.0|0|220.0|0|0.0|100
0|2021-11-23|7955.0|0|7955.0|0|220.0|0|0.0|100
0|2021-11-24|8008.0|0|8008.0|0|220.0|0|0.0|100
0|2021-11-25|8041.0|0|8041.0|0|221.0|0|0.0|100
0|2021-11-26|8079.0|0|8079.0|0|221.0|0|0.0|100
0|2021-11-27|8096.0|0|8096.0|0|221.0|0|0.0|100
0|2021-11-28|8123.0|0|8123.0|0|221.0|0|0.0|100
0|2021-11-29|8141.0|0|8141.0|0|221.0|0|0.0|100
0|2021-11-30|8154.0|0|8154.0|0|223.0|0|0.0|100
0|2021-12-01|8206.0|0|8206.0|0|223.0|0|0.0|100
0|2021-12-02|8260.0|0|8260.0|0|225.0|0|0.0|100
0|2021-12-03|8299.0|0|8299.0|0|226.0|0|0.0|100
0|2021-12-04|8299.0|0|8353.0|0|226.0|0|0.0|100
0|2021-12-05|8406.0|0|8406.0|0|226.0|0|0.0|100
0|2021-12-06|8425.0|0|8425.0|0|228.0|0|0.0|100
0|2021-12-07|8443.0|0|8443.0|0|228.0|0|0.0|100
0|2021-12-08|8486.0|0|8486.0|0|230.0|0|0.0|100
0|2021-12-09|8522.0|0|8522.0|0|231.0|0|0.0|100
0|2021-12-10|8575.0|0|8575.0|0|231.0|0|0.0|100
0|2021-12-11|8604.0|0|8604.0|0|231.0|0|0.0|100
0|2021-12-12|8632.0|0|8632.0|0|231.0|0|0.0|100
0|2021-12-13|8665.0|0|8665.0|0|231.0|0|0.0|100
0|2021-12-14|8665.0|0|8680.0|0|231.0|0|0.0|100
0|2021-12-15|8730.0|0|8730.0|0|233.0|0|0.0|100
0|2021-12-16|8778.0|0|8778.0|0|234.0|0|0.0|100
0|2021-12-17|8822.0|0|8822.0|0|234.0|0|0.0|100
0|2021-12-18|8853.0|0|8853.0|0|234.0|0|0.0|100
0|2021-12-19|8888.0|0|8888.0|0|234.0|0|0.0|100
0|2021-12-20|8899.0|0|8899.0|0|234.0|0|0.0|100
0|2021-12-21|8913.0|0|8913.0|0|234.0|0|0.0|100
0|2021-12-22|8961.0|0|8961.0|0|234.0|0|0.0|100
0|2021-12-23|8987.0|0|8987.0|0|235.0|0|0.0|100
0|2021-12-24|9028.0|0|9028.0|0|236.0|0|0.0|100
0|2021-12-25|9064.0|0|9064.0|0|236.0|0|0.0|100
0|2021-12-26|9074.0|0|9074.0|0|236.0|0|0.0|100
0|2021-12-27|9095.0|0|9095.0|0|236.0|0|0.0|100
0|2021-12-28|9107.0|0|9107.0|0|236.0|0|0.0|100
0|2021-12-29|9146.0|0|9146.0|0|237.0|0|0.0|100
0|2021-12-30|9192.0|0|9192.0|0|238.0|0|0.0|100
0|2021-12-31|9241.0|0|9241.0|0|238.0|0|0.0|100
0|2022-01-01|9288.0|0|9288.0|0|238.0|0|0.0|100
0|2022-01-02|9311.0|0|9311.0|0|238.0|0|0.0|100
0|2022-01-03|9330.0|0|9330.0|0|239.0|0|0.0|100
0|2022-01-04|9356.0|0|9356.0|0|240.0|0|0.0|100
0|2022-01-05|9414.0|0|9414.0|0|241.0|0|0.0|100
0|2022-01-06|9471.0|0|9471.0|0|242.0|0|0.0|100
0|2022-01-07|9572.0|0|9572.0|0|243.0|0|0.0|100
0|2022-01-08|9626.0|0|9626.0|0|245.0|0|0.0|100
0|2022-01-09|9694.0|0|9694.0|0|245.0|0|0.0|100
0|2022-01-10|9797.0|0|9797.0|0|246.0|0|0.0|100
0|2022-01-11|9842.0|0|9842.0|0|247.0|0|0.0|100
0|2022-01-12|9911.0|0|9911.0|0|249.0|0|0.0|100
0|2022-01-13|9911.0|0|9989.0|0|249.0|0|0.0|100
0|2022-01-14|10077.0|0|10077.0|0|249.0|0|0.0|100
0|2022-01-15|10132.0|0|10132.0|0|249.0|0|0.0|100
0|2022-01-16|10266.0|0|10266.0|0|249.0|0|0.0|100
0|2022-01-17|10307.0|0|0.0|100|249.0|0|0.0|100
